SKU,Annual_Demand,Unit_Cost_x,Annual_Consumption_Value,ABC_Category,Avg_Daily_Demand,Demand_Std_Dev,Supplier_ID,Lead_Time_Days_x,Supplier_Reliability,MOQ,Z_Value,Safety_Stock,Reorder_Point,Product_Category,Unit_Cost_y,Lead_Time_Days_y,Ordering_Cost,Holding_Cost_Per_Unit_Year,EOQ,Supply_Risk,Profit_Impact,Supply_Risk_Score,Profit_Impact_Score,Kraljic_Category,Inventory_Policy
Product_1280,92326.32357703986,252.43,23305933.860552173,A,2978.2685024851567,5650.994363089546,SUP_0350,9,88.27,1079,2.33,39501.0,66306.0,Category_019,252.43,9,1598,367.33,897.0,11.730000000000004,23305933.860552173,0.11061855670103096,0.6806656422919578,Leverage,Bulk Procurement & Cost Negotiation
Product_1556,550350.0164467548,42.28,23268798.695368793,A,5854.7874090080295,6789.772194161346,SUP_0151,13,23.12,2303,2.33,57041.0,133154.0,Category_019,42.28,13,5531,402.24,3891.0,76.88,23268798.695368793,0.7822680412371134,0.6795810845474622,Strategic,Long-Term Supplier Partnership
Product_0420,143729.6643078192,161.63,23231025.64207282,A,6533.1665594463275,5213.617862866775,SUP_0296,5,88.56,600,2.33,27164.0,59830.0,Category_019,161.63,5,4258,329.33,1928.0,11.439999999999998,23231025.64207282,0.10762886597938141,0.6784778968469878,Leverage,Bulk Procurement & Cost Negotiation
Product_1560,61057.384223131965,379.87,23193868.54484114,A,462.5559410843331,642.3681395374216,SUP_0440,7,89.63,267,2.33,3960.0,7198.0,Category_019,379.87,7,3847,266.21,1329.0,10.370000000000005,23193868.54484114,0.09659793814432993,0.6773926985621117,Leverage,Bulk Procurement & Cost Negotiation
Product_0996,78951.79669581835,293.46,23169194.258354854,A,6073.215130447566,13656.009237184662,SUP_0365,8,54.3,783,2.33,89997.0,138583.0,Category_028,293.46,8,1905,263.28,1069.0,45.7,23169194.258354854,0.46082474226804127,0.6766720692511485,Leverage,Bulk Procurement & Cost Negotiation
Product_1819,92842.06695970123,249.42,23156668.34108868,A,4886.424576826381,2774.0341795130726,SUP_0414,10,72.81,504,2.33,20440.0,69305.0,Category_006,249.42,10,2854,327.48,1273.0,27.189999999999998,23156668.34108868,0.26999999999999996,0.6763062413219915,Leverage,Bulk Procurement & Cost Negotiation
Product_1369,236179.163948534,97.89,23119578.358921994,A,3525.062148485582,3132.9430585411196,SUP_0262,8,90.32,1771,2.33,20647.0,48848.0,Category_019,97.89,8,1007,375.83,1126.0,9.680000000000007,23119578.358921994,0.0894845360824743,0.6752230031782149,Leverage,Bulk Procurement & Cost Negotiation
Product_1652,182093.01996390705,126.76,23082111.21062486,A,4791.921577997554,6219.836384369182,SUP_0310,5,77.93,380,2.33,32406.0,56366.0,Category_019,126.76,5,1524,331.51,1294.0,22.069999999999993,23082111.21062486,0.21721649484536076,0.6741287496411926,Leverage,Bulk Procurement & Cost Negotiation
Product_0408,277856.9502264087,82.94,23045455.451778337,A,574.0846079058032,915.8251158065178,SUP_0285,8,69.0,1135,2.33,6036.0,10629.0,Category_019,82.94,8,4224,237.04,3147.0,31.0,23045455.451778337,0.3092783505154639,0.6730581932846761,Leverage,Bulk Procurement & Cost Negotiation
Product_1400,257792.7149336476,89.25,23007999.80782805,A,5155.854298672952,12201.577240977465,SUP_0254,12,51.94,1170,2.33,98484.0,160355.0,Category_019,89.25,12,2707,335.14,2041.0,48.06,23007999.80782805,0.48515463917525775,0.6719642757399243,Leverage,Bulk Procurement & Cost Negotiation
Product_0099,199929.13528346113,114.89,22969858.35271685,A,4543.843983715025,4579.325085580495,SUP_0291,13,77.45,287,2.33,38471.0,97541.0,Category_019,114.89,13,1522,240.21,1592.0,22.549999999999997,22969858.35271685,0.22216494845360824,0.6708503286139884,Leverage,Bulk Procurement & Cost Negotiation
Product_1785,110092.19178351386,208.31,22933304.470423773,A,3238.005640691584,3455.313140907011,SUP_0382,11,19.01,826,2.33,26702.0,62321.0,Category_006,208.31,11,4718,398.88,1614.0,80.99,22933304.470423773,0.8246391752577319,0.6697827476314733,Strategic,Long-Term Supplier Partnership
Product_1523,401374.9238496672,57.04,22894425.656385016,A,4778.272902972229,6470.130575725334,SUP_0197,5,71.09,1003,2.33,33710.0,57602.0,Category_019,57.04,5,2809,398.76,2378.0,28.909999999999997,22894425.656385016,0.28773195876288654,0.668647265436785,Leverage,Bulk Procurement & Cost Negotiation
Product_1421,108892.17840385198,209.92,22858646.090536606,A,561.2998886796494,1317.7159781163682,SUP_0464,3,96.61,418,2.33,5318.0,7002.0,Category_019,209.92,3,841,198.41,961.0,3.3900000000000006,22858646.090536606,0.024639175257731967,0.6676022988924339,Leverage,Bulk Procurement & Cost Negotiation
Product_0997,31573.214692635956,723.62,22847009.61588523,A,956.764081595029,1014.5990459104113,SUP_0499,7,81.76,675,2.33,6255.0,12953.0,Category_028,723.62,7,5553,229.44,1237.0,18.239999999999995,22847009.61588523,0.17773195876288655,0.667262447739505,Leverage,Bulk Procurement & Cost Negotiation
Product_1371,189145.47929451516,120.66,22822293.5316762,A,1099.6830191541578,1966.1183084814936,SUP_0306,8,81.97,753,2.33,12958.0,21756.0,Category_019,120.66,8,4934,434.12,2074.0,18.03,22822293.5316762,0.17556701030927838,0.6665405976976341,Leverage,Bulk Procurement & Cost Negotiation
Product_1235,204074.10761054602,111.65,22784874.114717465,A,8503.087817106085,12896.223509927288,SUP_0270,5,85.96,1335,2.33,67190.0,109706.0,Category_019,111.65,5,2725,370.35,1733.0,14.040000000000006,22784874.114717465,0.13443298969072173,0.6654477381867986,Leverage,Bulk Procurement & Cost Negotiation
Product_1107,31392.947427982195,724.91,22757061.520018574,A,327.0098690414812,416.589017856602,SUP_0653,4,53.95,462,2.33,1942.0,3251.0,Category_006,724.91,4,4284,143.54,1369.0,46.05,22757061.520018574,0.4644329896907216,0.6646354524509942,Leverage,Bulk Procurement & Cost Negotiation
Product_1780,32148.27636676655,707.58,22747477.391596675,A,2009.2672729229093,998.6253711129222,SUP_0563,9,54.05,330,2.33,6981.0,25065.0,Category_006,707.58,9,1016,260.01,502.0,45.95,22747477.391596675,0.4634020618556701,0.664355541464928,Leverage,Bulk Procurement & Cost Negotiation
Product_1986,55006.142494961954,412.87,22710386.05189494,A,323.5655440880115,361.6807699383428,SUP_0492,5,70.18,535,2.33,1885.0,3503.0,Category_005,412.87,5,3550,301.21,1139.0,29.819999999999993,22710386.05189494,0.2971134020618556,0.6632722636734174,Leverage,Bulk Procurement & Cost Negotiation
Product_0146,135682.298069228,167.16,22680652.945252154,A,9691.592719230572,11451.946242316046,SUP_0287,14,99.0,1036,2.33,99839.0,235522.0,Category_005,167.16,14,3984,230.9,2164.0,1.0,22680652.945252154,0.0,0.6624038880806847,Leverage,Bulk Procurement & Cost Negotiation
Product_1472,90577.3394431359,250.32,22673319.60940578,A,1132.2167430391987,2022.8286846958194,SUP_0383,3,67.67,677,2.33,8164.0,11561.0,Category_019,250.32,3,5630,319.17,1788.0,32.33,22673319.60940578,0.32298969072164946,0.6621897130219258,Leverage,Bulk Procurement & Cost Negotiation
Product_1482,94863.80668461589,238.99,22671501.15955635,A,1607.861130247727,1541.5521440722,SUP_0380,10,87.51,614,2.33,11359.0,27438.0,Category_019,238.99,10,4503,412.26,1440.0,12.489999999999995,22671501.15955635,0.11845360824742261,0.6621366039578503,Leverage,Bulk Procurement & Cost Negotiation
Product_2048,145905.88552018814,155.14,22635839.079601984,A,7295.2942760094065,5147.664798639039,SUP_0332,10,62.9,1254,2.33,37929.0,110882.0,Category_019,155.14,10,2364,295.11,1529.0,37.1,22635839.079601984,0.37216494845360826,0.6610950686689044,Leverage,Bulk Procurement & Cost Negotiation
Product_0981,496736.30072186503,45.49,22596534.31983764,A,1419.246573491043,4333.584123181016,SUP_0179,5,61.21,1230,2.33,22579.0,29676.0,Category_028,45.49,5,3609,353.81,3184.0,38.79,22596534.31983764,0.38958762886597936,0.659947146439733,Leverage,Bulk Procurement & Cost Negotiation
Product_0561,53678.23242338893,420.54,22573843.86333198,A,1533.663783525398,1391.292828411546,SUP_0510,2,73.71,1499,2.33,4585.0,7653.0,Category_030,420.54,2,4127,393.66,1061.0,26.290000000000006,22573843.86333198,0.26072164948453613,0.6592844562320058,Leverage,Bulk Procurement & Cost Negotiation
Product_1314,491598.3984682037,45.89,22559450.50570587,A,963.918428369027,1342.5856673751734,SUP_0167,8,79.82,601,2.33,8848.0,16560.0,Category_019,45.89,8,3752,421.85,2958.0,20.180000000000007,22559450.50570587,0.19773195876288668,0.6588640884376092,Leverage,Bulk Procurement & Cost Negotiation
Product_1199,114512.0372138444,196.83,22539404.284800995,A,3578.5011629326377,4023.769565024096,SUP_0351,13,86.42,1816,2.33,33804.0,80325.0,Category_019,196.83,13,1622,434.29,925.0,13.579999999999998,22539404.284800995,0.12969072164948453,0.6582786249282135,Leverage,Bulk Procurement & Cost Negotiation
Product_1101,297660.3330968809,75.67,22523957.405440975,A,7833.1666604442335,11816.678976030937,SUP_0206,13,43.93,257,2.33,99272.0,201104.0,Category_032,75.67,13,1596,396.54,1548.0,56.07,22523957.405440975,0.5677319587628866,0.6578274883153704,Strategic,Long-Term Supplier Partnership
Product_1300,23546.947733546393,955.91,22508762.80797433,A,386.01553661551463,987.7553166176648,SUP_0664,8,32.74,750,2.33,6510.0,9599.0,Category_019,955.91,8,1726,237.13,586.0,67.25999999999999,22508762.80797433,0.6830927835051546,0.6573837197667303,Strategic,Long-Term Supplier Partnership
Product_1420,192973.77562264472,116.53,22487234.07330679,A,590.1338704056413,1498.5245352485904,SUP_0272,9,64.06,1062,2.33,10475.0,15787.0,Category_019,116.53,9,4314,321.56,2276.0,35.94,22487234.07330679,0.3602061855670103,0.6567549584350499,Leverage,Bulk Procurement & Cost Negotiation
Product_0553,125945.70025713852,178.25,22449821.070834942,A,3598.4485787753865,9170.27692219866,SUP_0369,2,81.84,354,2.33,30218.0,37415.0,Category_030,178.25,2,2167,372.49,1211.0,18.159999999999997,22449821.070834942,0.17690721649484534,0.6556622862636646,Leverage,Bulk Procurement & Cost Negotiation
Product_1972,68431.78480856841,327.66,22422358.610375527,A,963.8279550502593,1232.122792207664,SUP_0420,10,36.88,650,2.33,9079.0,18718.0,Category_005,327.66,10,3448,305.65,1243.0,63.12,22422358.610375527,0.6404123711340206,0.6548602264363532,Strategic,Long-Term Supplier Partnership
Product_1981,215061.54922813503,104.21,22411564.04506395,A,682.7350769147143,1290.7616724200914,SUP_0273,4,44.59,1373,2.33,6015.0,8746.0,Category_005,104.21,4,1695,351.42,1441.0,55.41,22411564.04506395,0.5609278350515464,0.654544963818042,Strategic,Long-Term Supplier Partnership
Product_1468,94883.46091700529,235.82,22375417.753448185,A,1824.6819407116402,1468.7786611399572,SUP_0398,12,67.77,895,2.33,11856.0,33753.0,Category_019,235.82,12,5931,430.17,1618.0,32.230000000000004,22375417.753448185,0.32195876288659797,0.653489286798347,Leverage,Bulk Procurement & Cost Negotiation
Product_1765,162637.63708673805,137.35,22338279.453863468,A,821.402207508778,1894.5880710400995,SUP_0316,5,71.52,867,2.33,9871.0,13979.0,Category_005,137.35,5,2646,237.84,1903.0,28.480000000000004,22338279.453863468,0.28329896907216495,0.6524046375115294,Leverage,Bulk Procurement & Cost Negotiation
Product_1297,109458.00105875054,203.74,22300973.135709837,A,935.5384705876114,1143.0803374881739,SUP_0356,11,71.58,1021,2.33,8834.0,19125.0,Category_019,203.74,11,1199,257.22,1011.0,28.42,22300973.135709837,0.282680412371134,0.6513150811281841,Leverage,Bulk Procurement & Cost Negotiation
Product_2004,271084.5209752774,82.13,22264171.707699534,A,1531.5509659620193,1604.525071762379,SUP_0229,4,55.9,3402,2.33,7478.0,13605.0,Category_005,82.13,4,2099,269.64,2055.0,44.1,22264171.707699534,0.44432989690721647,0.6502402704047102,Leverage,Bulk Procurement & Cost Negotiation
Product_0107,94401.72659150991,235.45,22226886.525971007,A,6742.980470822136,4808.4882689705155,SUP_0416,2,57.83,287,2.33,15845.0,29331.0,Category_006,235.45,2,4170,253.67,1762.0,42.17,22226886.525971007,0.42443298969072163,0.6491513313250291,Leverage,Bulk Procurement & Cost Negotiation
Product_0001,60298.03175540278,367.99,22189072.70567067,A,621.6291933546678,987.6433151376581,SUP_0465,5,86.14,338,2.33,5146.0,8255.0,Category_005,367.99,5,1008,240.11,712.0,13.86,22189072.70567067,0.13257731958762886,0.6480469529964779,Leverage,Bulk Procurement & Cost Negotiation
Product_1237,893586.2024617413,24.79,22152001.959026564,A,18616.379217952945,19370.557617310318,SUP_0108,3,67.08,2875,2.33,78174.0,134024.0,Category_019,24.79,3,2883,408.91,3550.0,32.92,22152001.959026564,0.3290721649484536,0.646964276639215,Leverage,Bulk Procurement & Cost Negotiation
Product_2015,338568.3474621604,65.32,22115284.456228316,A,2821.4028955180033,4421.296134133944,SUP_0196,7,77.4,817,2.33,27256.0,47006.0,Category_005,65.32,7,2935,318.51,2498.0,22.599999999999994,22115284.456228316,0.22268041237113398,0.6458919170086134,Leverage,Bulk Procurement & Cost Negotiation
Product_0415,116518.84251641434,189.48,22077990.28001019,A,2774.2581551527223,3961.8447537254788,SUP_0353,2,90.93,1286,2.33,13055.0,18604.0,Category_019,189.48,2,2291,286.41,1366.0,9.069999999999993,22077990.28001019,0.08319587628865972,0.6448027152387488,Leverage,Bulk Procurement & Cost Negotiation
Product_1841,223907.10866619612,98.44,22041415.777100347,A,4763.981035450981,5498.950534154961,SUP_0251,6,91.57,356,2.33,31385.0,59969.0,Category_006,98.44,6,1741,254.91,1749.0,8.430000000000007,22041415.777100347,0.07659793814432996,0.6437345320171026,Leverage,Bulk Procurement & Cost Negotiation
Product_0385,87999.88874120095,250.04,22003492.180849884,A,3999.9949427818615,6558.391210587462,SUP_0373,7,69.25,385,2.33,40430.0,68430.0,Category_030,250.04,7,3849,289.52,1530.0,30.75,22003492.180849884,0.306701030927835,0.6426269476072999,Leverage,Bulk Procurement & Cost Negotiation
Product_0038,106566.6024909537,206.13,21966573.771460284,A,2478.2930811849697,2486.3545844544487,SUP_0403,8,93.83,798,2.33,16386.0,36213.0,Category_005,206.13,8,1924,332.67,1111.0,6.170000000000002,21966573.771460284,0.05329896907216496,0.641548720363117,Leverage,Bulk Procurement & Cost Negotiation
Product_0932,461386.1897237145,47.53,21929685.59756815,A,3781.854014128807,3519.432894152192,SUP_0202,2,36.14,503,2.33,11597.0,19161.0,Category_006,47.53,2,1544,351.67,2013.0,63.86,21929685.59756815,0.6480412371134021,0.6404713761671925,Strategic,Long-Term Supplier Partnership
Product_0937,112314.23464447552,194.91,21891167.474554725,A,1497.523128593007,1230.7652750019226,SUP_0337,8,61.07,1146,2.33,8112.0,20093.0,Category_006,194.91,8,5818,426.58,1751.0,38.93,21891167.474554725,0.3910309278350515,0.6393464281991049,Leverage,Bulk Procurement & Cost Negotiation
Product_1564,82683.97070312861,264.31,21854200.296543922,A,2296.776963975795,3525.7330116283524,SUP_0357,13,81.66,370,2.33,29620.0,59479.0,Category_019,264.31,13,987,233.28,837.0,18.340000000000003,21854200.296543922,0.17876288659793818,0.6382667766341859,Leverage,Bulk Procurement & Cost Negotiation
Product_1213,246614.9957421914,88.47,21818028.673311673,A,557.9524790547316,963.8351333559287,SUP_0320,8,94.17,557,2.33,6352.0,10816.0,Category_019,88.47,8,1586,145.46,2320.0,5.829999999999998,21818028.673311673,0.04979381443298967,0.6372103597874105,Leverage,Bulk Procurement & Cost Negotiation
Product_0013,50721.19748063769,429.84,21801999.525077302,A,277.1650135553972,753.0591174762357,SUP_0564,5,74.2,126,2.33,3924.0,5310.0,Category_005,429.84,5,2138,258.28,917.0,25.799999999999997,21801999.525077302,0.25567010309278343,0.6367422176162525,Leverage,Bulk Procurement & Cost Negotiation
Product_1368,125565.5629959258,173.46,21780602.557273287,A,589.5096854268817,1022.2092552971097,SUP_0326,5,78.84,1182,2.33,5326.0,8274.0,Category_019,173.46,5,5925,299.9,2228.0,21.159999999999997,21780602.557273287,0.20783505154639173,0.6361173046253995,Leverage,Bulk Procurement & Cost Negotiation
Product_1635,71763.15514354545,302.98,21742800.7453914,A,598.0262928628787,1216.6800119284826,SUP_0388,11,74.32,943,2.33,9403.0,15982.0,Category_019,302.98,11,1162,415.24,634.0,25.680000000000007,21742800.7453914,0.2544329896907217,0.6350132770108727,Leverage,Bulk Procurement & Cost Negotiation
Product_1610,42507.44428423169,510.63,21705576.27485723,A,2237.2339096964047,2055.5229962108506,SUP_0557,13,61.82,194,2.33,17269.0,46354.0,Category_030,510.63,13,5943,341.86,1216.0,38.18,21705576.27485723,0.38329896907216493,0.6339261110428955,Leverage,Bulk Procurement & Cost Negotiation
Product_0357,199852.97473309177,108.42,21668059.52056181,A,2664.706329774557,3823.7838596037227,SUP_0274,5,48.37,1810,2.33,19923.0,33247.0,Category_005,108.42,5,921,423.8,933.0,51.63,21668059.52056181,0.521958762886598,0.6328304087289701,Strategic,Long-Term Supplier Partnership
Product_0010,14742.669462548813,1467.47,21634425.156206507,A,234.01062638966368,224.70076325981174,SUP_0806,2,52.72,426,2.33,741.0,1210.0,Category_005,1467.47,2,4049,133.26,947.0,47.28,21634425.156206507,0.47711340206185565,0.6318480942525811,Leverage,Bulk Procurement & Cost Negotiation
Product_1217,147085.89805308526,147.07,21631923.02666725,A,7004.09038348025,8493.143526278125,SUP_0307,12,53.84,774,2.33,68552.0,152602.0,Category_019,147.07,12,2900,261.77,1806.0,46.16,21631923.02666725,0.4655670103092783,0.6317750178583835,Leverage,Bulk Procurement & Cost Negotiation
Product_1503,72477.79227752633,297.94,21594033.431166194,A,1393.803697644737,1284.8733774390205,SUP_0425,6,82.94,129,2.33,7334.0,15697.0,Category_019,297.94,6,3557,347.77,1218.0,17.060000000000002,21594033.431166194,0.16556701030927837,0.6306684264635817,Leverage,Bulk Procurement & Cost Negotiation
Product_1001,139987.7680690534,153.99,21556716.404953532,A,1238.8298059208264,3487.9830260847284,SUP_0276,2,56.16,621,2.33,11494.0,13972.0,Category_028,153.99,2,2079,241.47,1553.0,43.84,21556716.404953532,0.4416494845360825,0.6295785573440927,Leverage,Bulk Procurement & Cost Negotiation
Product_1272,129770.05169327818,165.83,21519767.672296323,A,3017.908178913446,3739.978842713646,SUP_0366,11,93.43,463,2.33,28902.0,62099.0,Category_019,165.83,11,4430,248.9,2150.0,6.569999999999993,21519767.672296323,0.057422680412371065,0.628499444488265,Leverage,Bulk Procurement & Cost Negotiation
Product_2035,241276.95366555508,89.04,21483299.954381026,A,8936.183469094633,7520.812603983635,SUP_0237,10,34.39,717,2.33,55415.0,144777.0,Category_006,89.04,10,4507,259.96,2893.0,65.61,21483299.954381026,0.6660824742268041,0.6274343799949793,Strategic,Long-Term Supplier Partnership
Product_1572,95728.92171513129,224.02,21445193.042623714,A,7977.410142927608,4861.959979333806,SUP_0412,8,74.36,991,2.33,32042.0,95862.0,Category_019,224.02,8,4175,278.93,1693.0,25.64,21445193.042623714,0.254020618556701,0.6263214417311771,Leverage,Bulk Procurement & Cost Negotiation
Product_1830,16312.99275711576,1312.33,21408029.784945726,A,1812.5547507906401,2759.5240955997033,SUP_0661,12,55.92,282,2.33,22274.0,44025.0,Category_006,1312.33,12,1884,383.23,401.0,44.08,21408029.784945726,0.4441237113402061,0.6252360635262786,Leverage,Bulk Procurement & Cost Negotiation
Product_1352,203167.12176228352,105.19,21371149.538174603,A,2418.6562114557564,2803.703482629542,SUP_0294,5,71.29,776,2.33,14608.0,26702.0,Category_019,105.19,5,4046,359.65,2139.0,28.709999999999994,21371149.538174603,0.2856701030927834,0.6241589508473122,Leverage,Bulk Procurement & Cost Negotiation
Product_1030,123969.192748347,172.09,21333858.38006304,A,911.5381819731398,1833.999066211396,SUP_0343,12,65.1,546,2.33,14803.0,25742.0,Category_028,172.09,12,5611,245.95,2379.0,34.900000000000006,21333858.38006304,0.34948453608247426,0.6230698372233016,Leverage,Bulk Procurement & Cost Negotiation
Product_1900,54692.651725099204,390.06,21333415.731892195,A,3646.1767816732804,3773.320785125862,SUP_0497,13,75.91,795,2.33,31700.0,79101.0,Category_019,390.06,13,4371,268.18,1336.0,24.090000000000003,21333415.731892195,0.2380412371134021,0.6230569093825499,Leverage,Bulk Procurement & Cost Negotiation
Product_1285,121025.47056568734,175.97,21296852.055444002,A,2814.545827109008,2750.3632049611074,SUP_0344,8,90.58,964,2.33,18126.0,40643.0,Category_019,175.97,8,3629,253.87,1861.0,9.420000000000002,21296852.055444002,0.08680412371134022,0.6219890423550763,Leverage,Bulk Procurement & Cost Negotiation
Product_0288,51377.586203508734,413.78,21259017.61928784,A,283.8540674227002,647.1434429223285,SUP_0743,14,66.4,1303,2.33,5642.0,9616.0,Category_021,413.78,14,1244,51.42,1577.0,33.599999999999994,21259017.61928784,0.33608247422680404,0.6208840619264406,Leverage,Bulk Procurement & Cost Negotiation
Product_0129,63900.17183292565,332.11,21221886.067432936,A,3363.1669385750342,7784.256575211009,SUP_0478,8,71.08,395,2.33,51301.0,78207.0,Category_019,332.11,8,2474,373.38,921.0,28.92,21221886.067432936,0.2878350515463917,0.6197996097116596,Leverage,Bulk Procurement & Cost Negotiation
Product_1568,188358.557271715,112.47,21184686.936349783,A,10464.364292873055,9104.316058079577,SUP_0292,3,98.62,352,2.33,36743.0,68137.0,Category_019,112.47,3,2170,244.33,1830.0,1.3799999999999955,21184686.936349783,0.00391752577319583,0.6187131837995757,Leverage,Bulk Procurement & Cost Negotiation
Product_0618,36601.94680987232,578.51,21174592.248979237,A,110.91499033294643,177.28016885644598,SUP_0706,14,46.3,2096,2.33,1546.0,3099.0,Category_001,578.51,14,1699,79.83,1249.0,53.7,21174592.248979237,0.543298969072165,0.6184183615923249,Strategic,Long-Term Supplier Partnership
Product_1510,148777.8944556325,142.14,21147289.9179236,A,11444.453419664038,9933.063430889157,SUP_0361,11,79.38,428,2.33,76761.0,202650.0,Category_019,142.14,11,3186,427.65,1489.0,20.620000000000005,21147289.9179236,0.20226804123711345,0.6176209784531104,Leverage,Bulk Procurement & Cost Negotiation
Product_0980,307047.368686784,68.75,21109506.5972164,A,2257.701240344,4474.564800389964,SUP_0212,12,55.63,1431,2.33,36116.0,63209.0,Category_028,68.75,12,2408,426.36,1863.0,44.37,21109506.5972164,0.4471134020618556,0.6165174908859111,Leverage,Bulk Procurement & Cost Negotiation
Product_0080,40582.67345644617,519.77,21093656.182457026,A,541.1023127526156,1089.7753070507624,SUP_0486,3,80.65,565,2.33,4398.0,6022.0,Category_019,519.77,3,5232,409.44,1019.0,19.349999999999994,21093656.182457026,0.1891752577319587,0.6160545687473975,Leverage,Bulk Procurement & Cost Negotiation
Product_1735,49000.0,430.06,21072940.0,A,2227.2727272727275,2033.8052110179176,SUP_0500,5,67.79,1979,2.33,10597.0,21734.0,Category_030,430.06,5,5024,399.87,1110.0,32.209999999999994,21072940.0,0.32175257731958756,0.6154495385554164,Leverage,Bulk Procurement & Cost Negotiation
Product_1153,632811.482339856,33.24,21034653.672976814,A,20413.273623866324,19905.04914464281,SUP_0137,5,99.0,2085,2.33,103707.0,205774.0,Category_006,33.24,5,5668,292.08,4956.0,1.0,21034653.672976814,0.0,0.6143313603468038,Leverage,Bulk Procurement & Cost Negotiation
Product_1128,38170.624384455026,551.04,21033540.860810097,A,3180.885365371252,2212.966091533324,SUP_0549,4,84.67,514,2.33,10313.0,23037.0,Category_030,551.04,4,5013,298.83,1132.0,15.329999999999998,21033540.860810097,0.14773195876288658,0.6142988599109602,Leverage,Bulk Procurement & Cost Negotiation
Product_1440,97655.41468534744,215.03,20998843.81979026,A,1743.8466908097757,1696.8164302944224,SUP_0391,7,82.25,1153,2.33,10461.0,22668.0,Category_019,215.03,7,1379,238.27,1064.0,17.75,20998843.81979026,0.17268041237113402,0.6132855092401521,Leverage,Bulk Procurement & Cost Negotiation
Product_0020,196340.29758887496,106.76,20961290.170588292,A,602.2708514996165,1498.2003137075344,SUP_0282,6,88.99,890,2.33,8551.0,12165.0,Category_005,106.76,6,5952,344.42,2605.0,11.010000000000005,20961290.170588292,0.10319587628865984,0.6121887293853989,Leverage,Bulk Procurement & Cost Negotiation
Product_1501,108508.8465610089,192.83,20923760.88235935,A,1261.73077396522,1898.9300873219145,SUP_0387,11,85.35,246,2.33,14675.0,28555.0,Category_019,192.83,11,4465,398.1,1561.0,14.650000000000006,20923760.88235935,0.14072164948453614,0.611092661009424,Leverage,Bulk Procurement & Cost Negotiation
Product_2010,196526.6426909059,106.28,20886851.58518948,A,466.809127531843,667.3499051098975,SUP_0269,13,49.22,1205,2.33,5607.0,11676.0,Category_005,106.28,13,3264,413.95,1761.0,50.78,20886851.58518948,0.5131958762886598,0.6100146998938133,Strategic,Long-Term Supplier Partnership
Product_0044,81275.4335154751,256.97,20885348.15047164,A,10159.429189434388,12439.682593545123,SUP_0456,11,99.0,648,2.33,96131.0,207885.0,Category_005,256.97,11,3810,417.77,1218.0,1.0,20885348.15047164,0.0,0.6099707910608102,Leverage,Bulk Procurement & Cost Negotiation
Product_1612,43459.45220617768,480.08,20864013.81514178,A,924.6691958761209,1148.5924750344882,SUP_0511,9,51.25,600,2.33,8029.0,16352.0,Category_005,480.08,9,5723,373.41,1155.0,48.75,20864013.81514178,0.4922680412371134,0.6093477072939438,Leverage,Bulk Procurement & Cost Negotiation
Product_0147,19843.463226172527,1050.97,20854884.54681054,A,992.1731613086264,649.3328917764852,SUP_0640,14,68.91,320,2.33,5661.0,19552.0,Category_005,1050.97,14,5373,342.45,790.0,31.090000000000003,20854884.54681054,0.3102061855670103,0.6090810808060494,Leverage,Bulk Procurement & Cost Negotiation
Product_1134,336533.5534349393,61.95,20848253.63529449,A,2804.446278624494,9489.848124926806,SUP_0170,7,73.06,1383,2.33,58502.0,78134.0,Category_005,61.95,7,3745,257.94,3127.0,26.939999999999998,20848253.63529449,0.2674226804123711,0.6088874205273813,Leverage,Bulk Procurement & Cost Negotiation
Product_1469,479999.8014861104,43.36,20812791.392437745,A,1129.4112976143774,1920.6896830665828,SUP_0176,12,60.33,616,2.33,15503.0,29056.0,Category_019,43.36,12,1249,404.88,1721.0,39.67,20812791.392437745,0.398659793814433,0.6078517216167252,Leverage,Bulk Procurement & Cost Negotiation
Product_1600,44777.06190184144,464.38,20793572.005977128,A,1279.3446257668984,977.3785057925857,SUP_0493,10,85.45,631,2.33,7202.0,19996.0,Category_030,464.38,10,5786,422.83,1108.0,14.549999999999997,20793572.005977128,0.1396907216494845,0.6072904063693745,Leverage,Bulk Procurement & Cost Negotiation
Product_0088,40126.83624498994,517.74,20775268.197481092,A,466.59111912779,649.9136220080502,SUP_0543,7,79.58,268,2.33,4007.0,7274.0,Category_019,517.74,7,1189,306.52,558.0,20.42,20775268.197481092,0.20020618556701034,0.6067558311989099,Leverage,Bulk Procurement & Cost Negotiation
Product_2044,340000.0,60.99,20736600.0,A,14782.608695652174,8969.476126078078,SUP_0216,5,59.87,891,2.33,46732.0,120646.0,Category_019,60.99,5,5398,257.84,3774.0,40.13,20736600.0,0.4034020618556701,0.60562650020397,Leverage,Bulk Procurement & Cost Negotiation
Product_1519,178801.67266250696,115.78,20701657.660865057,A,987.8545450967235,1994.8075555784271,SUP_0319,7,67.6,441,2.33,12298.0,19213.0,Category_019,115.78,7,3267,388.24,1735.0,32.400000000000006,20701657.660865057,0.3237113402061856,0.6046059854349511,Leverage,Bulk Procurement & Cost Negotiation
Product_1309,317442.56299984705,65.09,20662336.425660048,A,1587.2128149992352,4203.378526755834,SUP_0198,2,81.63,2090,2.33,13851.0,17026.0,Category_019,65.09,2,4007,282.35,3002.0,18.370000000000005,20662336.425660048,0.17907216494845365,0.6034575820293346,Leverage,Bulk Procurement & Cost Negotiation
