Warehouse,SKU,Current_Stock,Reserved_Stock,Safety_Stock,Reorder_Point,EOQ,Inventory_Status,Stock_Gap
Whse_C,Product_1131,2896,2449,1275.0,7901.0,288.0,Critical,5005.0
Whse_A,Product_1368,3278,3254,5326.0,8274.0,2228.0,Critical,4996.0
Whse_J,Product_1014,2449,1442,2512.0,7359.0,928.0,Critical,4910.0
Whse_J,Product_1034,3287,1706,2835.0,8190.0,1776.0,Critical,4903.0
Whse_J,Product_1994,3506,2341,4654.0,8408.0,763.0,Critical,4902.0
Whse_J,Product_1275,4012,1423,4362.0,8912.0,1417.0,Critical,4900.0
Whse_J,Product_0019,5129,4306,4433.0,10004.0,840.0,Critical,4875.0
Whse_A,Product_0986,2664,2664,3883.0,7524.0,643.0,Critical,4860.0
Whse_C,Product_0195,2257,2131,3584.0,7080.0,560.0,Critical,4823.0
Whse_A,Product_0418,16877,16839,14053.0,21695.0,1908.0,Critical,4818.0
Whse_J,Product_0974,4759,3765,3839.0,9572.0,1202.0,Critical,4813.0
Whse_J,Product_0097,2500,2170,3508.0,7309.0,1248.0,Critical,4809.0
Whse_J,Product_1831,14193,9026,8708.0,18931.0,659.0,Critical,4738.0
Whse_A,Product_0209,4197,4193,5355.0,8908.0,1823.0,Critical,4711.0
Whse_A,Product_0977,868,861,2963.0,5524.0,1615.0,Critical,4656.0
Whse_A,Product_1017,1546,1532,3811.0,6198.0,1871.0,Critical,4652.0
Whse_J,Product_1650,14170,3772,6439.0,18822.0,384.0,Critical,4652.0
Whse_J,Product_0039,1592,1173,2455.0,6240.0,480.0,Critical,4648.0
Whse_A,Product_1445,8834,8811,8319.0,13453.0,861.0,Critical,4619.0
Whse_J,Product_0088,2659,2339,4007.0,7274.0,558.0,Critical,4615.0
Whse_J,Product_0016,9437,9089,8057.0,13962.0,3433.0,Critical,4525.0
Whse_J,Product_1576,6835,6473,6719.0,11319.0,275.0,Critical,4484.0
Whse_J,Product_1289,18349,3312,11866.0,22823.0,1793.0,Critical,4474.0
Whse_J,Product_0200,1109,686,3343.0,5566.0,2934.0,Critical,4457.0
Whse_A,Product_1004,795,778,1598.0,5251.0,384.0,Critical,4456.0
Whse_J,Product_1252,1791,608,2576.0,6230.0,913.0,Critical,4439.0
Whse_J,Product_2005,14425,2126,3967.0,18856.0,606.0,Critical,4431.0
Whse_J,Product_0080,1593,1552,4398.0,6022.0,1019.0,Critical,4429.0
Whse_C,Product_0200,1192,1180,3343.0,5566.0,2934.0,Critical,4374.0
Whse_J,Product_1420,11428,4854,10475.0,15787.0,2276.0,Critical,4359.0
Whse_A,Product_1544,822,755,2244.0,5169.0,666.0,Critical,4347.0
Whse_J,Product_0838,6804,2958,3132.0,11111.0,1237.0,Critical,4307.0
Whse_J,Product_0845,5033,3527,5003.0,9336.0,863.0,Critical,4303.0
Whse_J,Product_0001,3952,3769,5146.0,8255.0,712.0,Critical,4303.0
Whse_J,Product_1313,2935,1672,3659.0,7229.0,910.0,Critical,4294.0
Whse_J,Product_1265,9482,3025,8401.0,13768.0,847.0,Critical,4286.0
Whse_C,Product_0551,4724,4638,3606.0,8935.0,830.0,Critical,4211.0
Whse_J,Product_1261,3823,1314,3651.0,8010.0,433.0,Critical,4187.0
Whse_A,Product_1560,3056,2922,3960.0,7198.0,1329.0,Critical,4142.0
Whse_A,Product_0200,1436,1432,3343.0,5566.0,2934.0,Critical,4130.0
Whse_J,Product_1173,40932,36100,18425.0,45007.0,724.0,Critical,4075.0
Whse_J,Product_0013,1246,1130,3924.0,5310.0,917.0,Critical,4064.0
Whse_J,Product_0378,1243,886,1374.0,5300.0,1214.0,Critical,4057.0
Whse_J,Product_1446,9130,3793,2942.0,13160.0,1024.0,Critical,4030.0
Whse_J,Product_0069,1633,1309,3688.0,5653.0,892.0,Critical,4020.0
Whse_A,Product_1022,2511,2418,3546.0,6521.0,452.0,Critical,4010.0
Whse_J,Product_1300,5612,753,6510.0,9599.0,586.0,Critical,3987.0
Whse_J,Product_0989,4571,838,3444.0,8527.0,2072.0,Critical,3956.0
Whse_J,Product_0986,3627,2874,3883.0,7524.0,643.0,Critical,3897.0
Whse_J,Product_1032,1076,738,1567.0,4899.0,718.0,Critical,3823.0
Whse_A,Product_0246,777,777,2040.0,4582.0,583.0,Critical,3805.0
Whse_C,Product_1738,8292,8065,6020.0,12096.0,658.0,Critical,3804.0
Whse_A,Product_0097,3522,3511,3508.0,7309.0,1248.0,Critical,3787.0
Whse_J,Product_0034,4040,3205,3065.0,7788.0,1131.0,Critical,3748.0
Whse_J,Product_1782,14790,8612,7004.0,18499.0,1052.0,Critical,3709.0
Whse_J,Product_0183,1174,747,3191.0,4877.0,815.0,Critical,3703.0
Whse_A,Product_0425,2831,2797,3798.0,6512.0,1542.0,Critical,3681.0
Whse_A,Product_1847,1279,1095,2421.0,4894.0,604.0,Critical,3615.0
Whse_J,Product_0226,1158,996,3698.0,4764.0,1722.0,Critical,3606.0
Whse_A,Product_0091,1443,1424,1138.0,5020.0,553.0,Critical,3577.0
Whse_J,Product_1428,2268,1493,2111.0,5783.0,477.0,Critical,3515.0
Whse_J,Product_0929,11692,7655,9334.0,15157.0,2824.0,Critical,3465.0
Whse_A,Product_1535,804,761,2082.0,4266.0,1551.0,Critical,3462.0
Whse_J,Product_1302,2721,2067,3603.0,6160.0,376.0,Critical,3439.0
Whse_C,Product_0250,865,839,2228.0,4279.0,808.0,Critical,3414.0
Whse_A,Product_1495,2927,2874,3556.0,6328.0,1023.0,Critical,3401.0
Whse_J,Product_1223,6996,1432,4307.0,10388.0,954.0,Critical,3392.0
Whse_J,Product_0076,1644,1511,1586.0,5009.0,707.0,Critical,3365.0
Whse_J,Product_1906,28260,10308,16312.0,31624.0,1772.0,Critical,3364.0
Whse_A,Product_2107,1526,1412,1659.0,4883.0,394.0,Critical,3357.0
Whse_J,Product_0008,6113,5907,4266.0,9466.0,521.0,Critical,3353.0
Whse_C,Product_0552,16309,16154,13749.0,19629.0,1526.0,Critical,3320.0
Whse_C,Product_0008,6153,6058,4266.0,9466.0,521.0,Critical,3313.0
Whse_J,Product_1454,11775,2006,7817.0,15068.0,1485.0,Critical,3293.0
Whse_J,Product_0023,2216,1980,2738.0,5504.0,1580.0,Critical,3288.0
Whse_J,Product_1423,5814,3934,6101.0,9094.0,1343.0,Critical,3280.0
Whse_A,Product_1500,1111,1026,2438.0,4373.0,793.0,Critical,3262.0
Whse_A,Product_0212,2196,2159,1744.0,5452.0,779.0,Critical,3256.0
Whse_J,Product_0017,2760,2610,3301.0,6003.0,887.0,Critical,3243.0
Whse_J,Product_1227,5393,4432,3654.0,8621.0,720.0,Critical,3228.0
Whse_J,Product_0090,4652,4484,3282.0,7852.0,820.0,Critical,3200.0
Whse_A,Product_1003,2786,2775,3536.0,5986.0,772.0,Critical,3200.0
Whse_C,Product_0213,647,630,2419.0,3790.0,1102.0,Critical,3143.0
Whse_J,Product_1516,8629,6344,5587.0,11771.0,771.0,Critical,3142.0
Whse_J,Product_0068,2765,2594,1647.0,5876.0,1185.0,Critical,3111.0
Whse_J,Product_0003,1965,1815,1128.0,5061.0,884.0,Critical,3096.0
Whse_A,Product_2082,785,545,2343.0,3878.0,1959.0,Critical,3093.0
Whse_A,Product_1421,3917,3913,5318.0,7002.0,961.0,Critical,3085.0
Whse_C,Product_0226,1715,1532,3698.0,4764.0,1722.0,Critical,3049.0
Whse_J,Product_0406,1444,809,1718.0,4442.0,586.0,Critical,2998.0
Whse_J,Product_1189,1591,1227,1124.0,4564.0,715.0,Critical,2973.0
Whse_J,Product_0217,2283,1353,2362.0,5221.0,645.0,Critical,2938.0
Whse_A,Product_0226,1827,1818,3698.0,4764.0,1722.0,Critical,2937.0
Whse_A,Product_2111,1898,1821,2436.0,4811.0,532.0,Critical,2913.0
Whse_J,Product_1257,1137,1123,2065.0,4043.0,980.0,Critical,2906.0
Whse_C,Product_0204,1208,998,1805.0,4103.0,1024.0,Critical,2895.0
Whse_J,Product_0009,883,849,1082.0,3761.0,935.0,Critical,2878.0
Whse_J,Product_0963,863,758,2303.0,3700.0,1728.0,Critical,2837.0
Whse_C,Product_0215,466,464,2241.0,3277.0,587.0,Critical,2811.0
Whse_C,Product_1847,2093,1560,2421.0,4894.0,604.0,Critical,2801.0
Whse_A,Product_0428,1719,1704,0.0,4500.0,270.0,Critical,2781.0
Whse_C,Product_0889,3404,3147,2888.0,6175.0,501.0,Critical,2771.0
Whse_J,Product_0564,2150,1894,3173.0,4918.0,506.0,Critical,2768.0
Whse_A,Product_0287,702,698,1898.0,3454.0,907.0,Critical,2752.0
Whse_C,Product_0879,2336,2325,2318.0,5058.0,542.0,Critical,2722.0
Whse_J,Product_1229,4488,1900,2922.0,7127.0,525.0,Critical,2639.0
Whse_C,Product_2008,3380,3035,2749.0,6019.0,1110.0,Critical,2639.0
Whse_J,Product_0648,2407,1649,803.0,5045.0,742.0,Critical,2638.0
Whse_C,Product_0891,2047,2028,1663.0,4669.0,429.0,Critical,2622.0
Whse_A,Product_0250,1692,1676,2228.0,4279.0,808.0,Critical,2587.0
Whse_J,Product_1197,2467,1123,1485.0,5004.0,774.0,Critical,2537.0
Whse_S,Product_1744,14537,6487,8862.0,17064.0,1566.0,Critical,2527.0
Whse_A,Product_0204,1578,1555,1805.0,4103.0,1024.0,Critical,2525.0
Whse_C,Product_0559,3205,2982,1957.0,5721.0,541.0,Critical,2516.0
Whse_A,Product_0213,1308,1266,2419.0,3790.0,1102.0,Critical,2482.0
Whse_J,Product_1472,9099,3192,8164.0,11561.0,1788.0,Critical,2462.0
Whse_J,Product_0022,1485,1258,1768.0,3947.0,1616.0,Critical,2462.0
Whse_J,Product_0836,3598,1934,1853.0,6057.0,257.0,Critical,2459.0
Whse_C,Product_2019,2180,2174,2768.0,4635.0,1168.0,Critical,2455.0
Whse_J,Product_0047,1324,1179,1405.0,3772.0,916.0,Critical,2448.0
Whse_J,Product_0229,634,501,1968.0,3068.0,365.0,Critical,2434.0
Whse_A,Product_1978,738,641,1422.0,3165.0,1264.0,Critical,2427.0
Whse_A,Product_1001,11592,11552,11494.0,13972.0,1553.0,Critical,2380.0
Whse_J,Product_0618,783,596,1546.0,3099.0,1249.0,Critical,2316.0
Whse_C,Product_1986,1227,784,1885.0,3503.0,1139.0,Critical,2276.0
Whse_J,Product_0275,1001,659,1543.0,3264.0,931.0,Critical,2263.0
Whse_A,Product_1541,2147,2128,2841.0,4403.0,1094.0,Critical,2256.0
Whse_J,Product_2001,14378,3611,8876.0,16632.0,1315.0,Critical,2254.0
Whse_J,Product_1310,3860,772,2753.0,6092.0,1546.0,Critical,2232.0
Whse_A,Product_1499,1812,1623,1509.0,4020.0,1120.0,Critical,2208.0
Whse_A,Product_1365,739,657,1202.0,2937.0,673.0,Critical,2198.0
Whse_A,Product_1293,418,368,1402.0,2595.0,542.0,Critical,2177.0
Whse_J,Product_0685,1303,899,2515.0,3476.0,739.0,Critical,2173.0
Whse_C,Product_0902,655,615,769.0,2811.0,293.0,Critical,2156.0
Whse_J,Product_0115,1229,1027,1644.0,3345.0,840.0,Critical,2116.0
Whse_J,Product_1391,7995,3832,5305.0,10045.0,1310.0,Critical,2050.0
Whse_J,Product_0250,2245,830,2228.0,4279.0,808.0,Critical,2034.0
Whse_J,Product_0181,897,450,1084.0,2930.0,407.0,Critical,2033.0
Whse_J,Product_1231,3372,1608,720.0,5387.0,384.0,Critical,2015.0
Whse_A,Product_0905,854,795,1769.0,2868.0,953.0,Critical,2014.0
Whse_J,Product_1308,7022,1320,3816.0,9023.0,1447.0,Critical,2001.0
Whse_J,Product_1202,685,424,821.0,2682.0,575.0,Critical,1997.0
Whse_J,Product_0287,1457,799,1898.0,3454.0,907.0,Critical,1997.0
Whse_C,Product_0894,1369,1241,2510.0,3357.0,676.0,Critical,1988.0
Whse_J,Product_1022,4539,2184,3546.0,6521.0,452.0,Critical,1982.0
Whse_C,Product_1599,1101,769,954.0,3061.0,395.0,Critical,1960.0
Whse_A,Product_0650,579,558,643.0,2530.0,704.0,Critical,1951.0
Whse_J,Product_0994,1795,976,1079.0,3738.0,387.0,Critical,1943.0
Whse_J,Product_0382,1939,714,1234.0,3874.0,382.0,Critical,1935.0
Whse_C,Product_0562,4199,4016,2715.0,6124.0,399.0,Critical,1925.0
Whse_J,Product_1415,4317,2421,2241.0,6234.0,406.0,Critical,1917.0
Whse_J,Product_0087,3088,2926,1708.0,4992.0,585.0,Critical,1904.0
Whse_J,Product_0649,2412,1787,1645.0,4315.0,463.0,Critical,1903.0
Whse_C,Product_0892,1341,1145,1106.0,3241.0,676.0,Critical,1900.0
Whse_A,Product_0426,1419,1392,1231.0,3316.0,878.0,Critical,1897.0
Whse_C,Product_0905,982,747,1769.0,2868.0,953.0,Critical,1886.0
Whse_J,Product_1628,11729,8027,4584.0,13610.0,517.0,Critical,1881.0
Whse_J,Product_1009,5850,2246,3682.0,7691.0,935.0,Critical,1841.0
Whse_C,Product_0561,5821,5508,4585.0,7653.0,1061.0,Critical,1832.0
Whse_A,Product_1140,320,281,944.0,2150.0,606.0,Critical,1830.0
Whse_C,Product_0229,1238,757,1968.0,3068.0,365.0,Critical,1830.0
Whse_A,Product_0120,383,354,1099.0,2167.0,559.0,Critical,1784.0
Whse_J,Product_1537,3610,3405,1496.0,5373.0,386.0,Critical,1763.0
Whse_J,Product_0399,823,748,733.0,2582.0,1997.0,Critical,1759.0
Whse_J,Product_1012,611,539,740.0,2363.0,693.0,Critical,1752.0
Whse_J,Product_1017,4463,1250,3811.0,6198.0,1871.0,Critical,1735.0
Whse_J,Product_0067,3974,3437,1308.0,5694.0,241.0,Critical,1720.0
Whse_A,Product_0423,611,585,917.0,2298.0,398.0,Critical,1687.0
Whse_A,Product_0599,467,467,999.0,2142.0,615.0,Critical,1675.0
Whse_C,Product_0940,2167,2053,1900.0,3830.0,1179.0,Critical,1663.0
Whse_A,Product_2089,422,388,1478.0,2077.0,1902.0,Critical,1655.0
Whse_A,Product_2090,600,523,896.0,2244.0,594.0,Critical,1644.0
Whse_J,Product_1651,23449,8493,19060.0,25065.0,1515.0,Critical,1616.0
Whse_J,Product_0905,1271,1029,1769.0,2868.0,953.0,Critical,1597.0
Whse_A,Product_0228,483,473,1556.0,2077.0,1275.0,Critical,1594.0
Whse_C,Product_0884,320,209,956.0,1910.0,143.0,Critical,1590.0
Whse_J,Product_1203,3725,1623,1639.0,5313.0,561.0,Critical,1588.0
Whse_A,Product_1477,2553,2472,1641.0,4138.0,662.0,Critical,1585.0
Whse_J,Product_0841,2137,1570,2165.0,3718.0,677.0,Critical,1581.0
Whse_A,Product_0436,433,425,654.0,2014.0,146.0,Critical,1581.0
Whse_A,Product_0506,7861,7809,1972.0,9408.0,238.0,Critical,1547.0
Whse_A,Product_1417,1872,1810,2642.0,3403.0,886.0,Critical,1531.0
Whse_J,Product_0383,2095,1278,1623.0,3622.0,895.0,Critical,1527.0
Whse_J,Product_0007,832,722,947.0,2351.0,387.0,Critical,1519.0
Whse_A,Product_0140,626,615,1041.0,2138.0,2349.0,Critical,1512.0
Whse_A,Product_1107,1742,1734,1942.0,3251.0,1369.0,Critical,1509.0
Whse_J,Product_0297,982,598,1518.0,2474.0,457.0,Critical,1492.0
Whse_J,Product_0140,654,640,1041.0,2138.0,2349.0,Critical,1484.0
Whse_A,Product_0201,1251,1230,1582.0,2712.0,933.0,Critical,1461.0
Whse_A,Product_1553,800,755,1806.0,2235.0,530.0,Critical,1435.0
Whse_J,Product_0230,736,393,1225.0,2162.0,807.0,Critical,1426.0
Whse_A,Product_0205,147,133,502.0,1559.0,718.0,Critical,1412.0
Whse_A,Product_0245,771,666,1121.0,2178.0,737.0,Critical,1407.0
Whse_J,Product_0046,1807,1355,721.0,3192.0,396.0,Critical,1385.0
Whse_J,Product_1226,5171,1360,3307.0,6548.0,1844.0,Critical,1377.0
Whse_J,Product_1254,1388,1344,1347.0,2759.0,440.0,Critical,1371.0
Whse_J,Product_1271,5654,5099,3681.0,7021.0,1468.0,Critical,1367.0
Whse_A,Product_0190,390,367,632.0,1753.0,461.0,Critical,1363.0
Whse_A,Product_2132,386,362,949.0,1749.0,770.0,Critical,1363.0
Whse_J,Product_0035,2824,2399,3189.0,4182.0,1443.0,Critical,1358.0
Whse_J,Product_0220,1366,1010,1235.0,2696.0,399.0,Critical,1330.0
Whse_A,Product_0636,380,365,594.0,1700.0,414.0,Critical,1320.0
Whse_A,Product_0437,924,239,740.0,2227.0,643.0,Critical,1303.0
Whse_A,Product_0231,686,645,997.0,1987.0,913.0,Critical,1301.0
Whse_J,Product_0224,851,533,812.0,2146.0,952.0,Critical,1295.0
Whse_C,Product_0890,853,665,766.0,2145.0,326.0,Critical,1292.0
Whse_A,Product_1724,393,360,743.0,1679.0,1208.0,Critical,1286.0
Whse_J,Product_1191,17373,2308,5715.0,18656.0,1162.0,Critical,1283.0
Whse_C,Product_1010,6426,5888,3527.0,7709.0,634.0,Critical,1283.0
Whse_C,Product_2167,592,462,997.0,1865.0,2831.0,Critical,1273.0
Whse_A,Product_1007,4487,4325,3377.0,5755.0,671.0,Critical,1268.0
Whse_A,Product_2167,602,553,997.0,1865.0,2831.0,Critical,1263.0
Whse_A,Product_0230,902,891,1225.0,2162.0,807.0,Critical,1260.0
Whse_J,Product_0242,1532,611,1199.0,2754.0,523.0,Critical,1222.0
Whse_A,Product_0211,512,512,1002.0,1722.0,1479.0,Critical,1210.0
Whse_J,Product_0370,1104,716,471.0,2310.0,254.0,Critical,1206.0
Whse_J,Product_0239,805,515,548.0,1986.0,363.0,Critical,1181.0
Whse_J,Product_0188,3121,1289,2100.0,4299.0,1335.0,Critical,1178.0
Whse_A,Product_1448,2087,1960,1361.0,3242.0,246.0,Critical,1155.0
Whse_S,Product_0321,5199,647,2770.0,6353.0,162.0,Critical,1154.0
Whse_C,Product_1597,789,701,571.0,1941.0,332.0,Critical,1152.0
Whse_C,Product_0961,1044,1038,1535.0,2187.0,1965.0,Critical,1143.0
Whse_J,Product_0095,14073,13860,10027.0,15205.0,1617.0,Critical,1132.0
Whse_J,Product_1426,1487,882,855.0,2608.0,479.0,Critical,1121.0
Whse_C,Product_1586,1777,1758,761.0,2897.0,330.0,Critical,1120.0
Whse_J,Product_0983,2399,822,801.0,3506.0,689.0,Critical,1107.0
Whse_J,Product_0252,3059,1102,2082.0,4155.0,745.0,Critical,1096.0
Whse_J,Product_0174,952,698,974.0,2036.0,738.0,Critical,1084.0
Whse_J,Product_0743,323,309,530.0,1406.0,1439.0,Critical,1083.0
Whse_C,Product_0863,3339,3232,1847.0,4422.0,667.0,Critical,1083.0
Whse_J,Product_0138,676,532,1241.0,1751.0,857.0,Critical,1075.0
Whse_A,Product_0349,275,258,699.0,1321.0,2546.0,Critical,1046.0
Whse_J,Product_1413,4531,1067,1531.0,5573.0,838.0,Critical,1042.0
Whse_J,Product_0225,944,941,1471.0,1962.0,802.0,Critical,1018.0
Whse_S,Product_0685,2468,643,2515.0,3476.0,739.0,Critical,1008.0
Whse_J,Product_0676,963,496,653.0,1959.0,598.0,Critical,996.0
Whse_C,Product_0144,3804,3734,2026.0,4795.0,349.0,Critical,991.0
Whse_A,Product_0486,211,194,660.0,1176.0,942.0,Critical,965.0
Whse_A,Product_2052,215,141,357.0,1167.0,574.0,Critical,952.0
Whse_J,Product_0142,829,759,755.0,1777.0,544.0,Critical,948.0
Whse_A,Product_0646,703,519,636.0,1649.0,1083.0,Critical,946.0
Whse_A,Product_2113,393,244,563.0,1338.0,260.0,Critical,945.0
Whse_J,Product_0215,2337,2192,2241.0,3277.0,587.0,Critical,940.0
Whse_J,Product_0606,770,573,947.0,1705.0,1969.0,Critical,935.0
Whse_J,Product_1011,1123,991,929.0,2053.0,963.0,Critical,930.0
Whse_J,Product_0010,281,281,741.0,1210.0,947.0,Critical,929.0
Whse_C,Product_0349,393,185,699.0,1321.0,2546.0,Critical,928.0
Whse_C,Product_1592,511,379,248.0,1419.0,280.0,Critical,908.0
Whse_A,Product_0484,294,278,0.0,1200.0,120.0,Critical,906.0
Whse_A,Product_0208,508,486,739.0,1398.0,1169.0,Critical,890.0
Whse_J,Product_1357,29451,21617,23741.0,30337.0,2895.0,Critical,886.0
Whse_A,Product_0203,1322,1297,487.0,2204.0,206.0,Critical,882.0
Whse_A,Product_0308,387,369,777.0,1264.0,2351.0,Critical,877.0
Whse_A,Product_0207,2539,2526,1592.0,3409.0,383.0,Critical,870.0
Whse_J,Product_0235,1127,608,528.0,1993.0,547.0,Critical,866.0
Whse_A,Product_1143,322,220,435.0,1175.0,1349.0,Critical,853.0
Whse_C,Product_0555,3596,3596,869.0,4445.0,415.0,Critical,849.0
Whse_A,Product_1725,193,174,448.0,1040.0,781.0,Critical,847.0
Whse_J,Product_0050,1410,836,829.0,2254.0,1115.0,Critical,844.0
Whse_C,Product_0876,707,685,499.0,1546.0,125.0,Critical,839.0
Whse_J,Product_1498,648,423,518.0,1469.0,605.0,Critical,821.0
Whse_J,Product_0218,242,241,311.0,1048.0,430.0,Critical,806.0
Whse_J,Product_0284,1332,890,1443.0,2134.0,1062.0,Critical,802.0
Whse_A,Product_0225,1175,1171,1471.0,1962.0,802.0,Critical,787.0
Whse_C,Product_0208,620,362,739.0,1398.0,1169.0,Critical,778.0
Whse_A,Product_0130,352,337,429.0,1128.0,1120.0,Critical,776.0
Whse_J,Product_0234,989,496,610.0,1752.0,267.0,Critical,763.0
Whse_A,Product_2080,330,284,407.0,1089.0,479.0,Critical,759.0
Whse_J,Product_0219,4258,1173,3123.0,5013.0,867.0,Critical,755.0
Whse_A,Product_0210,312,310,354.0,1051.0,535.0,Critical,739.0
Whse_J,Product_0373,1548,514,447.0,2284.0,701.0,Critical,736.0
Whse_A,Product_2108,720,630,970.0,1452.0,649.0,Critical,732.0
Whse_J,Product_0026,1144,959,1246.0,1865.0,1053.0,Critical,721.0
Whse_J,Product_1143,456,307,435.0,1175.0,1349.0,Critical,719.0
Whse_A,Product_1425,1365,1331,788.0,2079.0,639.0,Critical,714.0
Whse_J,Product_0240,1388,779,657.0,2097.0,430.0,Critical,709.0
Whse_J,Product_0092,1406,978,711.0,2112.0,511.0,Critical,706.0
Whse_J,Product_0248,293,288,530.0,995.0,1192.0,Critical,702.0
Whse_A,Product_2081,495,436,698.0,1193.0,358.0,Critical,698.0
Whse_C,Product_0893,294,196,414.0,982.0,447.0,Critical,688.0
Whse_J,Product_0486,488,385,660.0,1176.0,942.0,Critical,688.0
Whse_J,Product_0185,967,828,744.0,1634.0,1459.0,Critical,667.0
Whse_J,Product_0600,706,480,482.0,1359.0,890.0,Critical,653.0
Whse_J,Product_1207,6874,2036,2880.0,7527.0,678.0,Critical,653.0
Whse_A,Product_2071,523,481,559.0,1174.0,732.0,Critical,651.0
Whse_A,Product_2112,641,576,684.0,1280.0,495.0,Critical,639.0
Whse_S,Product_0226,4126,1488,3698.0,4764.0,1722.0,Critical,638.0
Whse_J,Product_0993,854,823,659.0,1482.0,1301.0,Critical,628.0
Whse_A,Product_0300,363,298,432.0,984.0,572.0,Critical,621.0
Whse_J,Product_0254,858,488,520.0,1476.0,436.0,Critical,618.0
Whse_J,Product_0184,674,406,468.0,1287.0,388.0,Critical,613.0
Whse_C,Product_0469,660,608,767.0,1272.0,573.0,Critical,612.0
Whse_J,Product_0030,628,296,364.0,1238.0,438.0,Critical,610.0
Whse_C,Product_0883,817,735,459.0,1419.0,406.0,Critical,602.0
Whse_J,Product_0042,876,783,251.0,1474.0,375.0,Critical,598.0
Whse_J,Product_0300,390,194,432.0,984.0,572.0,Critical,594.0
Whse_A,Product_0273,309,284,404.0,894.0,1767.0,Critical,585.0
Whse_J,Product_0253,901,364,769.0,1486.0,604.0,Critical,585.0
Whse_J,Product_0177,518,496,374.0,1097.0,316.0,Critical,579.0
Whse_A,Product_0247,96,94,247.0,671.0,355.0,Critical,575.0
Whse_J,Product_0228,1504,1374,1556.0,2077.0,1275.0,Critical,573.0
Whse_J,Product_0158,731,506,594.0,1281.0,641.0,Critical,550.0
Whse_C,Product_0873,1119,709,632.0,1663.0,257.0,Critical,544.0
Whse_A,Product_2128,510,283,422.0,1049.0,933.0,Critical,539.0
Whse_A,Product_2078,246,126,317.0,784.0,916.0,Critical,538.0
Whse_J,Product_0221,535,529,427.0,1062.0,1154.0,Critical,527.0
Whse_A,Product_1276,2934,2927,2436.0,3451.0,1464.0,Critical,517.0
Whse_A,Product_0189,251,246,148.0,768.0,872.0,Critical,517.0
Whse_A,Product_0304,220,205,501.0,733.0,1033.0,Critical,513.0
Whse_A,Product_1139,762,610,467.0,1274.0,645.0,Critical,512.0
Whse_J,Product_0110,971,643,707.0,1481.0,636.0,Critical,510.0
Whse_A,Product_2136,379,357,426.0,889.0,471.0,Critical,510.0
Whse_J,Product_0187,854,816,763.0,1356.0,574.0,Critical,502.0
Whse_J,Product_0654,726,174,700.0,1226.0,1058.0,Critical,500.0
Whse_J,Product_0182,616,242,444.0,1102.0,454.0,Critical,486.0
Whse_J,Product_1392,17748,3791,7674.0,18228.0,1951.0,Critical,480.0
Whse_J,Product_1214,5012,1749,3759.0,5487.0,822.0,Critical,475.0
Whse_C,Product_0304,260,175,501.0,733.0,1033.0,Critical,473.0
Whse_J,Product_1632,10814,2805,3277.0,11287.0,626.0,Critical,473.0
Whse_J,Product_0227,1061,678,733.0,1531.0,193.0,Critical,470.0
Whse_A,Product_0320,636,623,424.0,1096.0,412.0,Critical,460.0
Whse_J,Product_1368,7815,3482,5326.0,8274.0,2228.0,Critical,459.0
Whse_J,Product_0056,1107,1022,492.0,1565.0,416.0,Critical,458.0
Whse_J,Product_0607,464,163,325.0,921.0,1513.0,Critical,457.0
Whse_A,Product_2110,607,469,570.0,1061.0,568.0,Critical,454.0
Whse_C,Product_0439,218,215,348.0,662.0,615.0,Critical,444.0
Whse_J,Product_0468,778,296,282.0,1222.0,545.0,Critical,444.0
Whse_J,Product_0593,1098,1089,795.0,1538.0,330.0,Critical,440.0
Whse_C,Product_0664,497,388,723.0,933.0,1987.0,Critical,436.0
Whse_A,Product_0547,118,98,222.0,552.0,509.0,Critical,434.0
Whse_A,Product_0301,258,254,309.0,688.0,589.0,Critical,430.0
Whse_A,Product_0293,92,69,214.0,521.0,1408.0,Critical,429.0
Whse_J,Product_0601,417,173,119.0,841.0,615.0,Critical,424.0
Whse_A,Product_0131,131,113,205.0,555.0,1356.0,Critical,424.0
Whse_A,Product_2095,710,515,596.0,1128.0,945.0,Critical,418.0
Whse_J,Product_1633,14573,10890,5002.0,14989.0,679.0,Critical,416.0
Whse_A,Product_2109,1152,978,1145.0,1566.0,911.0,Critical,414.0
Whse_C,Product_1594,693,525,284.0,1103.0,516.0,Critical,410.0
Whse_J,Product_0196,1295,687,667.0,1705.0,891.0,Critical,410.0
Whse_A,Product_0419,7513,7505,4196.0,7917.0,769.0,Critical,404.0
Whse_J,Product_0433,6901,6759,3678.0,7298.0,860.0,Critical,397.0
Whse_J,Product_0375,358,164,155.0,753.0,495.0,Critical,395.0
Whse_A,Product_2115,99,86,183.0,489.0,1169.0,Critical,390.0
Whse_J,Product_0281,194,72,207.0,575.0,604.0,Critical,381.0
Whse_A,Product_2075,416,266,451.0,787.0,658.0,Critical,371.0
Whse_J,Product_0233,578,537,415.0,947.0,328.0,Critical,369.0
Whse_J,Product_0283,337,279,240.0,705.0,579.0,Critical,368.0
Whse_J,Product_0005,3104,2925,1099.0,3472.0,375.0,Critical,368.0
Whse_A,Product_0249,215,166,342.0,581.0,895.0,Critical,366.0
Whse_A,Product_2083,1022,926,714.0,1378.0,626.0,Critical,356.0
Whse_C,Product_0871,8942,8746,3935.0,9295.0,351.0,Critical,353.0
