SKU,Annual_Demand,Unit_Cost,Annual_Consumption_Value,ABC_Category
Product_0025,126281.63840679357,134.43,16976040.65102526,A
Product_1902,22836.15030352846,743.1,16969543.290551998,A
Product_1547,41085.85584029561,412.81,16960652.149432432,A
Product_1211,54093.496139414616,311.62,16856615.266964383,A
Product_0557,91104.85283782776,184.21,16782424.94125625,A
Product_2003,15883.7988199119,1042.4,16557271.889876166,A
Product_1307,36301.17215886028,456.01,16553697.516161876,A
Product_1457,34744.0323936916,474.64,16490907.535341782,A
Product_1743,18294.625273472302,888.76,16259531.158051243,A
Product_2017,37454.34716958804,433.96,16253688.497714426,B
Product_0940,70746.64961558668,229.38,16227866.488823272,B
Product_0004,20505.14588089331,790.94,16218340.083033755,B
Product_1641,38547.82628328103,420.36,16203964.256440014,B
Product_1488,20129.418484051854,804.21,16188279.639059342,B
Product_1621,35828.662233878786,448.0,16051240.680777695,B
Product_0550,17441.671366084116,919.64,16040058.655105596,B
Product_1557,7263.336536366229,2200.0,15979340.380005702,B
Product_2011,75618.36345898584,211.14,15966061.26073027,B
Product_1155,137770.63501163264,115.32,15887709.629541475,B
Product_1444,22600.032535283448,695.95,15728492.642930517,B
Product_1401,368374.34632044286,42.42,15626439.770913187,B
Product_0123,66605.96623048707,232.68,15497876.222509732,B
Product_2050,32740.912342504213,472.91,15483504.855893668,B
Product_0138,17695.167058485174,872.38,15436909.838481296,B
Product_2082,31795.234854146896,483.87,15384760.288876059,B
Product_0416,12979.643653875723,1175.39,15256143.354328986,B
Product_0097,43703.107640638744,348.91,15248451.286895266,B
Product_0023,63141.35992598039,241.47,15246744.181326484,B
Product_0479,57517.56947808301,264.24,15198442.558888655,B
Product_1106,61160.665775096626,247.85,15158671.012357699,B
Product_1746,29275.60312462356,516.75,15128167.914649226,B
Product_0032,100764.8034541137,149.99,15113712.870082514,B
Product_0022,30501.964690382483,492.87,15033503.336948814,B
Product_1003,29400.0,510.8,15017520.0,B
Product_1505,126548.91501076729,117.77,14903665.720818063,B
Product_0961,49537.484064340024,297.08,14716595.765834134,B
Product_1843,9876.96513051364,1467.09,14490396.773325255,B
Product_0183,29613.52841120231,489.18,14486345.828191947,B
Product_1995,33645.30949870352,430.45,14482623.473716931,B
Product_1994,21584.127574799906,664.65,14345890.392590757,B
Product_0101,24295.042528953247,588.03,14286213.858300377,B
Product_2028,37896.516024817785,376.33,14261595.875619676,B
Product_1227,58361.98742960465,243.05,14184881.044765411,B
Product_1495,76666.65890957604,184.81,14168765.233078748,B
Product_0421,36287.597297390275,390.32,14163774.977117373,B
Product_1632,36615.08388654285,385.89,14129394.720978022,B
Product_1533,45436.433967661906,309.98,14084385.80129584,B
Product_1650,28574.485349814462,486.42,13899201.16385675,B
Product_1971,35717.12506440861,388.86,13888961.252545932,B
Product_1628,36100.60989078403,382.24,13799097.124653287,B
Product_1194,29083.615857151202,472.38,13738518.458601085,B
Product_2021,48077.59373719825,280.92,13505957.632653734,B
Product_0110,13760.11399281267,965.69,13288004.481719268,B
Product_0433,44339.09030411604,298.56,13237878.801196886,B
Product_0949,37836.16377331286,348.85,13199145.732320191,B
Product_0935,98379.89345868862,134.05,13187824.71813721,B
Product_0963,36121.98802010236,362.9,13108669.452495147,B
Product_1739,63377.80314438129,205.79,13042518.109082224,B
Product_1010,39727.437929313295,323.15,12837921.566857591,B
Product_0962,125552.65158576811,100.23,12584142.268441537,B
Product_1362,141011.54736859497,88.98,12547207.484857582,B
Product_0100,47296.90280610382,264.7,12519490.17277568,B
Product_1968,20765.03677614824,602.4,12508858.1539517,B
Product_1983,9331.045528912744,1328.09,12392468.256493725,B
Product_1541,104120.92228736218,118.73,12362277.103178512,B
Product_1878,71923.34208934648,171.06,12303206.897803608,B
Product_1829,29901.755351276337,408.53,12215764.113656921,B
Product_1449,27704.69795291099,438.33,12143800.253699474,B
Product_2167,48525.96011932634,248.34,12050936.936033502,B
Product_1306,76824.96802628567,156.61,12031558.2425966,B
Product_1546,36432.05836400733,329.64,12009463.719111376,B
Product_0478,43612.72314115902,270.38,11792008.082906576,B
Product_1732,17843.372643719606,654.41,11676881.491776546,B
Product_0250,37765.41267159111,308.96,11668001.89901479,B
Product_1203,14389.388500709269,808.72,11636986.2682936,B
Product_0047,26026.579587578595,443.44,11541226.452315852,B
Product_1880,37902.80637877241,297.6,11279875.17832267,B
Product_1509,60080.3734084317,187.56,11268674.83648545,B
Product_1436,127568.48575619308,88.09,11237507.910263048,B
Product_1367,106754.94728865138,104.04,11106784.71591129,B
Product_0188,12788.998376606405,860.83,11009153.472534092,B
Product_1034,51074.60911791796,215.38,11000449.31181717,B
Product_1259,31569.102069473203,347.87,10981943.536907643,B
Product_0977,32262.534967166855,338.46,10919577.584987294,B
Product_1736,34244.96071169267,311.33,10661483.618371278,B
Product_0026,36157.86996353942,293.0,10594255.89931705,B
Product_1249,39878.27391543205,264.54,10549398.581588395,B
Product_2109,17046.594185315927,616.88,10515703.021037688,B
Product_0989,45378.28865529155,231.18,10490552.7713303,B
Product_0213,34258.817799144526,306.21,10490392.598276045,B
Product_1161,23106.450028362655,452.34,10451971.605829563,B
Product_2041,23675.117387012277,439.46,10404267.086896414,B
Product_2045,147091.25780901953,70.22,10328748.123349352,B
Product_0986,70989.2666117822,145.43,10323969.043351484,B
Product_2114,14174.498285613725,726.25,10294229.379926968,B
Product_1847,22562.58474229736,449.44,10140528.086578125,B
Product_0470,47907.25504076423,211.23,10119449.482260628,B
Product_2014,76441.3629664733,131.96,10087202.257055817,B
Product_0034,68136.59730677382,147.6,10056961.762479816,B
Product_0411,73310.39935628229,136.75,10025197.111971602,B
Product_1236,89181.94981002745,111.46,9940220.125825658,B
Product_1490,35601.848548270376,278.67,9921167.134946506,B
Product_1527,76630.116297534,128.13,9818616.801203031,B
Product_0987,57186.09312921081,170.71,9762237.958087577,B
Product_1301,10429.785151316826,925.72,9655060.710277013,B
Product_0052,31337.615284392792,307.93,9649791.874523073,B
Product_1561,52776.89645983644,181.92,9601173.003973445,B
Product_0179,29044.843600075055,330.0,9584798.388024768,B
Product_2029,37786.6708178326,252.39,9536977.84771277,B
Product_0195,23595.89840297506,403.65,9524484.390360883,B
Product_0371,20232.815773365313,470.1,9511446.695059035,B
Product_0194,55774.49269773476,170.06,9485010.228176773,B
Product_0055,12967.53161262237,729.71,9462537.49304667,B
Product_0685,17101.635874435855,552.91,9455665.491334328,B
Product_1540,133127.0506797643,70.41,9373475.638362205,B
Product_0225,66262.83723818313,141.1,9349686.334307639,B
Product_1633,41056.32869924041,226.22,9287762.678342165,B
Product_1132,33091.73824506392,278.86,9227962.127018524,B
Product_1308,45738.82564525301,200.21,9157370.282436106,B
Product_0349,29673.64879475639,307.83,9134439.30848986,B
Product_1500,17794.165020233402,513.31,9133922.846536007,B
Product_1842,42740.907458945454,213.49,9124756.333410265,B
Product_1522,26092.663179532195,346.62,9044238.91128945,B
Product_1734,35398.47986645412,254.12,8995461.703663321,B
Product_1636,51381.623375548916,174.19,8950164.975786865,B
Product_0974,30956.858673265935,287.31,8894215.065416036,B
Product_1298,52689.284660238554,168.64,8885520.96510263,B
Product_0358,3992.3420442228867,2200.0,8783152.49729035,B
Product_0287,33772.34941010611,259.53,8764937.842404837,B
Product_1310,13592.761126088031,644.53,8760942.328597518,B
Product_1511,35525.04747293674,246.41,8753726.947806342,B
Product_1013,46036.33002612394,189.01,8701326.738237686,B
Product_1022,15862.410169874001,545.4,8651358.50664928,B
Product_0952,34189.9235364707,250.89,8577909.916065132,B
Product_1795,12807.601607842827,669.22,8571103.148000577,B
Product_1204,47032.70075217749,179.89,8460712.538309207,B
Product_1545,39125.94288298002,215.68,8438683.361001132,B
Product_1782,29885.29926338065,280.05,8369378.058709751,B
Product_1415,29441.63715509611,283.01,8332277.731263749,B
Product_0241,5300.287784446286,1566.52,8303006.820090797,B
Product_1517,4278.260417112452,1881.83,8050958.800734726,B
Product_1504,28252.774934691904,284.88,8048650.52339503,B
Product_1518,78896.55405256756,101.47,8005633.339714031,B
Product_1384,31885.460276974667,248.5,7923536.878828205,B
Product_0397,8474.065747990768,927.1,7856306.354962241,B
Product_1261,10697.576193908892,734.0,7852020.926329127,B
Product_0284,7477.176795510487,1043.06,7799144.028325168,B
Product_1588,18682.005835536344,414.03,7734910.876087111,B
Product_1591,11708.453862620556,654.91,7667983.519168828,B
Product_0228,31072.20197055637,243.8,7575402.840421643,B
Product_0127,19845.16905571612,381.04,7561803.21699007,B
Product_1553,19938.509681304924,378.66,7549916.075922923,B
Product_0564,21810.343384623608,342.62,7472659.85043974,B
Product_1973,60616.31086358925,123.1,7461867.867307836,B
Product_0968,5801.950696237067,1285.39,7457769.405436164,B
Product_1639,23580.087734865836,311.89,7354393.563627305,B
Product_0562,14995.424869859242,488.39,7323615.552190555,B
Product_1532,51732.48423696157,141.0,7294280.277411582,B
Product_1254,23148.13766996041,311.54,7211570.809699467,B
Product_0995,28126.64821132628,256.32,7209422.469527151,B
Product_2002,27965.38755723248,257.34,7196612.833978206,B
Product_1578,31000.0,231.68,7182080.0,B
Product_0220,7484.371553372794,958.56,7174219.196201025,B
Product_1494,48635.16419120835,147.26,7162014.2787973415,B
Product_0398,45155.93738175275,158.51,7157667.634381629,B
Product_2007,21616.71777429264,330.6,7146486.896181148,B
Product_1484,59989.58977571312,118.97,7136961.49561659,B
Product_0113,32548.858475675326,217.36,7074819.8782727895,B
Product_0067,7016.32896884627,1004.28,7046358.856832932,B
Product_1223,18241.332016963002,384.98,7022547.999890417,B
Product_1528,50314.78341108075,139.52,7019918.581513987,B
Product_1884,21463.499305882433,326.47,7007188.618391438,B
Product_1477,33010.896140836914,208.95,6897626.748627873,B
Product_0115,9736.566217119205,706.94,6883168.121530252,B
Product_1014,14911.464700407021,459.8,6856291.469247148,B
Product_1885,53366.64731738357,128.07,6834666.5219373135,B
Product_1129,13360.308385356539,510.9,6825781.554078655,B
Product_0664,25515.075867027896,263.72,6728835.807652597,B
Product_1985,17150.352109740168,389.35,6677489.593927335,B
Product_1731,28723.635137065667,231.47,6648659.82517659,B
Product_0514,9600.717821633298,689.63,6620943.031332971,B
Product_0211,25384.86699013483,258.0,6549295.683454786,B
Product_1296,13911.417308443892,470.78,6549217.040469215,B
Product_0140,12888.27928469753,507.71,6543508.275633783,B
Product_0230,8633.37867672387,752.38,6495581.448793506,B
Product_1563,13161.52383278827,492.25,6478760.106690026,B
Product_0226,61093.604667234795,105.57,6449651.844719977,B
Product_0422,136357.02979202458,46.93,6399235.408139713,B
Product_1544,7554.068343788623,846.7,6396029.666685827,B
Product_1214,19862.26924141109,318.97,6335468.019932896,B
Product_1989,4306.9382818494105,1461.35,6293944.258180636,B
Product_0061,20200.530186670643,310.67,6275698.713092969,B
Product_0008,56157.7340355905,111.11,6239685.828694461,B
Product_1160,27999.027006463144,222.65,6233983.36298902,B
Product_0053,37633.203776185415,164.94,6207220.630844022,B
Product_1551,4548.095675060837,1363.33,6200555.27668069,B
Product_0095,113915.7296339502,54.31,6186763.276419836,B
Product_0201,21077.428320927484,291.94,6153344.4240115695,B
Product_1901,63168.22550384272,96.84,6117210.957792129,B
Product_0143,15000.0,405.37,6080550.0,B
Product_0551,18890.238302313126,320.29,6050354.425847871,B
Product_0879,7189.998717120674,837.97,6025003.224985612,B
Product_0367,46962.46497812179,127.85,6004151.14745287,B
Product_0308,16214.540080358784,369.82,5996461.212518285,B
Product_1903,13555.968346639798,434.69,5892643.880600854,B
Product_1742,18618.857436080925,314.86,5862333.452324441,B
Product_1105,5196.849993868954,1104.86,5741791.684226052,B
Product_1899,20183.17397501083,282.6,5703764.965338062,B
Product_0870,21702.99430205048,262.26,5691827.285655758,B
Product_0463,11719.697238905634,485.53,5690264.600405852,B
Product_1302,21728.513708366714,260.54,5661146.961577864,B
Product_1550,22090.516826137806,255.0,5633081.79066514,B
Product_0090,15535.960645948231,362.18,5626814.22674953,B
Product_0399,11596.142710259908,485.14,5625752.674455492,B
Product_0015,16257.13471660189,336.66,5473126.973691192,B
Product_1009,30064.27074752267,181.37,5452756.785478187,B
Product_1293,8148.178746868787,653.4,5324019.993204066,B
Product_0217,21546.497964841565,246.56,5312504.538211336,B
Product_1589,28633.057701939062,185.25,5304273.939284211,B
Product_0229,4946.23376129938,1066.58,5275554.005126692,B
Product_0905,34273.00148527661,152.66,5232116.406742327,B
Product_1386,15156.028761784588,343.85,5211400.489739631,B
Product_0558,101384.77951632663,51.21,5191914.559031087,B
Product_1565,7614.241779794795,679.62,5174790.998384139,B
Product_2111,19592.999199280104,262.53,5143750.079787006,B
Product_0208,7573.049183218251,677.53,5130968.013105861,B
Product_0215,44777.15562088724,113.48,5081311.6198582845,B
Product_0554,18000.0,280.03,5040539.999999999,B
Product_0410,8109.3161590310565,620.6,5032641.608294674,B
Product_1491,12719.473472874957,394.67,5019994.59553956,B
Product_0076,6465.219351035565,773.12,4998390.384672616,B
Product_1993,10380.818583796306,477.99,4961927.474868797,B
Product_2005,13743.574516712393,354.99,4878831.517687732,B
Product_1576,11498.523956742336,422.48,4857896.4012445025,B
Product_0219,36651.10960203882,131.55,4821453.468148207,B
Product_1625,14808.418143347379,324.04,4798519.815170285,B
Product_1562,7641.665586374087,625.32,4778486.324471445,B
Product_1737,15973.751368279414,298.96,4775512.709060813,B
Product_0359,21080.821418282172,225.33,4750141.490181522,B
Product_0126,61052.50597678618,77.02,4702264.010332071,B
Product_1390,23728.80800156354,195.14,4630439.593425109,B
Product_1032,14862.465748372668,311.44,4628766.332673184,B
Product_1543,38820.26123029346,118.96,4618058.27595571,B
Product_1133,49641.78237332947,92.81,4607253.822068708,B
Product_0383,17484.041350386447,263.36,4604597.130037775,B
Product_0563,10400.0,441.2,4588480.0,B
Product_0007,22220.55123639458,206.04,4578322.376746739,B
Product_1228,29950.02386511942,152.23,4559292.132987129,B
Product_2149,5794.341080945574,783.71,4541083.048547856,B
Product_1343,21000.0,212.28,4457880.0,B
Product_1252,9836.920054405029,451.38,4440188.974157342,B
Product_0916,6400.0,688.85,4408640.0,B
Product_0922,9000.0,486.63,4379670.0,B
Product_2025,17283.700472438755,250.96,4337517.47056323,B
Product_1036,18176.476561888063,238.36,4332544.953291639,B
Product_1207,19249.0718026889,224.36,4318721.749651282,B
Product_2000,10788.978953902548,397.76,4291424.268704277,B
Product_1251,7115.275597267846,602.23,4285032.422942615,B
Product_0894,18625.414702301634,229.1,4267082.508297305,B
Product_0889,13146.058512728427,324.09,4260506.103390155,B
Product_1531,8136.0438365593,522.84,4253849.159506665,B
Product_0950,24592.90839517216,172.33,4238095.903740019,B
Product_1011,10297.928211243114,411.08,4233272.329077819,B
Product_0991,19559.349165576317,216.21,4228926.883089256,B
Product_1230,5201.60346844706,805.85,4191712.155048063,B
Product_1015,34834.986566720494,119.32,4156510.597141089,B
Product_1840,25117.24315140778,163.94,4117720.8422417915,B
Product_0646,6584.005699979268,624.63,4112567.48037805,B
Product_1226,46443.65284324603,87.48,4062890.750727163,B
Product_1530,11613.732159554973,345.88,4016957.679346874,B
Product_0043,9920.483405535784,400.45,3972657.5797468047,B
Product_0994,7311.271835970421,540.7,3953204.681709207,B
Product_0294,2046.539263108518,1930.59,3951028.2359646736,B
Product_2110,4414.775137966708,890.99,3933520.5001769573,B
Product_0384,13923.12643668521,281.69,3922005.4859498567,B
Product_0243,4194.50679433354,915.47,3839945.1350085256,B
Product_2148,8690.13210101027,439.58,3820008.268962094,B
Product_1188,5440.503965252565,691.62,3762761.3524479787,B
Product_1229,21443.9452735293,173.17,3713448.003017069,B
Product_1538,12900.154960360056,285.44,3682220.2318851743,B
Product_1535,31192.120389522956,117.72,3671936.412254642,B
Product_0275,12809.692600820446,285.81,3661138.242240492,B
Product_1998,11710.834396229813,310.97,3641718.1721955854,B
Product_0419,14139.509135993081,256.97,3633429.6626761425,B
Product_1305,23805.498240173925,150.8,3589869.1346182283,B
Product_1212,5454.678198270136,654.18,3568341.383744357,B
Product_0971,6006.254106775994,593.2,3562909.93613952,B
Product_0999,25774.97829110982,137.44,3542513.0163301337,C
Product_1497,3737.5825391572594,946.24,3536650.101852165,C
Product_0605,6361.702370079166,553.43,3520756.9426729125,C
Product_0027,3522.0160641865373,993.15,3497890.2541468595,C
Product_1534,15581.78614179688,224.04,3490943.367208173,C
Product_0841,16460.68401987947,211.67,3484232.9864878873,C
Product_0224,7705.362963384098,452.16,3484056.9175237543,C
Product_0003,17695.822994461127,195.79,3464665.1840855437,C
Product_0068,24946.95237333906,138.77,3461888.5808482617,C
Product_0845,48200.84893882111,71.7,3456000.8689134736,C
Product_1189,11606.73431739082,297.51,3453119.5267669423,C
Product_1549,7168.450572870579,477.52,3423078.5175571586,C
Product_1200,23758.548182736828,144.02,3421706.1092777583,C
Product_1608,6448.841802844915,529.7,3415951.5029669516,C
Product_1039,9357.544490696831,364.3,3408953.4579608557,C
Product_1552,6100.0,556.39,3393979.0,C
Product_2083,4115.350354429906,821.31,3379978.3995968257,C
Product_1499,16663.071750086816,199.67,3327115.5363398343,C
Product_0246,6841.393709485425,483.83,3310071.518460333,C
Product_0029,1621.4667821187857,2039.6,3307143.648809475,C
Product_0808,1934.9689849015278,1705.1,3299315.616155595,C
Product_1609,12064.203322196458,271.79,3278929.8209397756,C
Product_0705,3613.6352643994283,906.34,3275182.185535778,C
Product_0620,7396.274897767697,440.29,3256505.8747381396,C
Product_1827,3612.628076476094,894.25,3230592.657388747,C
Product_0871,10719.99385488568,301.17,3228540.5492759207,C
Product_1313,14926.852651214343,215.37,3214796.2554920334,C
Product_1283,9917.030917542774,323.28,3205977.7550232275,C
Product_0045,11414.080719340107,280.0,3195942.60141523,C
Product_1889,28109.71413851086,112.4,3159531.8691686206,C
Product_0378,13588.13511343913,230.98,3138587.44850217,C
Product_1291,8382.93165096759,371.88,3117444.622361827,C
Product_0458,3957.758450504801,783.92,3102566.004519724,C
Product_0406,6932.203516890134,443.64,3075402.768233139,C
Product_0091,6100.0,501.83,3061163.0,C
Product_0833,12197.81706222521,250.61,3056894.93396426,C
Product_0863,12870.78585402275,231.62,2981131.419508749,C
Product_1026,4070.701755146031,728.89,2967093.8023083904,C
Product_1730,13531.873263306878,219.24,2966727.8942474,C
Product_0613,4881.853816072471,607.31,2964798.641038972,C
Product_1579,11851.147542498155,248.76,2948091.462671841,C
Product_1879,39160.032411137945,74.68,2924471.220463782,C
Product_1473,30489.261328889508,95.65,2916297.8461082815,C
Product_0724,4775.289684004245,609.63,2911159.850059508,C
Product_0689,3905.699534854878,745.36,2911152.205299432,C
Product_0130,6880.951305018437,421.57,2900802.6416566223,C
Product_0249,7732.2749775621905,371.95,2876019.6779042566,C
Product_0187,10079.92597519725,284.83,2871065.3155154325,C
Product_0204,30098.86516106027,95.21,2865712.951984548,C
Product_1045,10335.787937292165,277.03,2863323.332268048,C
Product_0548,1329.6945229216415,2140.04,2845599.4668332296,C
Product_1606,13005.579331330195,218.68,2844060.088175287,C
Product_0880,1810.0,1567.32,2836849.1999999997,C
Product_1649,13782.247145902647,205.15,2827428.001981928,C
Product_0723,4811.597362685145,574.81,2765754.280045048,C
Product_1622,40566.29965243657,68.02,2759319.7023587357,C
Product_0227,3188.363570264653,861.92,2748114.3284825096,C
Product_0417,30824.496532344896,88.91,2740605.986690785,C
Product_0426,8338.89577265797,328.45,2738910.31652951,C
Product_1506,6618.196343646959,409.46,2709886.6748696836,C
Product_0914,7581.76447826161,356.63,2703884.665882438,C
Product_1260,5587.1006306335585,480.87,2686669.080252759,C
Product_0028,7880.255503714869,338.27,2665654.0292416285,C
Product_2076,7687.3629744756145,346.45,2663286.9025070765,C
Product_1365,10213.65733408476,260.53,2660964.1452491023,C
Product_1196,27237.6517736737,97.63,2659211.942663763,C
Product_0051,21525.065999274993,123.54,2659206.653550433,C
Product_0190,5701.900020001481,463.46,2642602.583269886,C
Product_1379,11500.0,229.75,2642125.0,C
Product_0453,9162.162359946853,287.78,2636687.0839455053,C
Product_1537,8238.56090172487,319.66,2633538.377845372,C
Product_0409,7333.970858509173,358.48,2629081.8733583684,C
Product_0650,7274.620964653152,359.85,2617772.354130437,C
Product_2022,11172.120065542065,233.85,2612600.277327012,C
Product_1602,5220.265206918488,499.32,2606582.8231185395,C
Product_0429,3931.317951847087,659.85,2594080.1505263005,C
Product_1675,2994.247563374178,861.63,2579933.528030093,C
Product_0087,25279.758069145864,101.45,2564631.456114848,C
Product_1238,13097.465931840312,195.43,2559637.767059552,C
Product_0382,3300.0,774.98,2557434.0,C
Product_1441,10365.04879688591,245.7,2546692.4893948683,C
Product_1425,12262.790069036919,206.18,2528342.056434032,C
Product_0207,7265.320036783283,345.85,2512710.9347214988,C
Product_1197,4272.602951236131,586.37,2505326.19251633,C
Product_1426,6620.091913358622,378.33,2504579.3735809675,C
Product_1536,18452.385379970525,134.59,2483506.548290233,C
Product_0983,6033.391698585257,409.7,2471880.5789103797,C
Product_0144,7198.696393782619,343.36,2471744.3937692004,C
Product_0834,2892.3231016741834,847.78,2452053.679137339,C
Product_1193,27378.558973706327,89.36,2446548.0298903976,C
Product_0475,11452.608863406276,213.56,2445819.148869044,C
Product_0221,4730.3807295375245,516.05,2441112.9754778394,C
Product_0391,20000.0,122.01,2440200.0,C
Product_1255,10413.536580110915,234.03,2437079.965843357,C
Product_0273,7745.3105346332695,313.03,2424514.556656252,C
Product_0477,5463.449838578015,443.27,2421783.4099464766,C
Product_1389,31347.17096228598,76.77,2406522.314774695,C
Product_2150,10962.603930202522,219.17,2402673.9033824867,C
Product_1984,15586.371416634896,153.75,2396404.6053076154,C
Product_0546,2078.5465272131682,1143.04,2375861.8224657397,C
Product_1607,11008.162273485037,214.78,2364333.0930991163,C
Product_1604,4669.592117164743,506.32,2364307.8807628527,C
Product_1586,7320.049525930604,321.37,2352444.3161483184,C
Product_0892,8963.378570764111,261.91,2347598.4814688284,C
Product_0830,11427.899822636433,204.98,2342490.905644016,C
Product_1187,2988.8628525456165,778.98,2328264.3848759844,C
Product_0836,5605.1169932182565,411.29,2305328.568140737,C
Product_0920,7150.0,320.93,2294649.5,C
Product_2081,7589.250046172408,299.61,2273815.206333715,C
Product_1258,14307.414141770098,157.35,2251271.615207525,C
Product_0252,9844.0,226.02,2224940.88,C
Product_0253,4660.304523046903,476.3,2219703.04432724,C
Product_0992,10700.0,207.01,2215007.0,C
Product_1672,5697.222618040048,387.14,2205622.764348024,C
Product_0333,3768.2821792866284,582.21,2193931.567602468,C
Product_0654,13660.832344651155,159.99,2185596.5668207384,C
Product_1029,3780.9412751357613,574.55,2172339.8096292517,C
Product_0560,2000.0,1082.65,2165300.0,C
Product_1406,4891.0861182266,442.22,2162936.103202167,C
Product_1434,10296.780095148024,209.07,2152747.8144925972,C
Product_0901,11067.547099326684,193.52,2141791.7146617,C
Product_0344,6486.528180460066,328.36,2129916.3933358677,C
Product_0739,4495.5372221239,471.44,2119376.0679980917,C
Product_1201,7606.922695401798,278.13,2115713.409272102,C
Product_1669,5010.338499647314,418.52,2096926.8688723939,C
Product_1186,4064.2254761991426,509.84,2072104.7167853708,C
Product_0588,1760.601642573107,1175.05,2068794.9601055293,C
Product_0304,10091.29215110723,204.33,2061953.7252357407,C
Product_1676,2300.7157709702637,895.45,2060175.9371153228,C
Product_1598,11490.27194985877,178.66,2052851.9865617678,C
Product_0700,2297.6931168616807,887.84,2039983.8568744746,C
Product_1231,9332.944656809077,218.24,2036821.8419020132,C
Product_1822,1703.3979945684764,1195.04,2035628.739429112,C
Product_0838,25532.696170166182,79.72,2035466.538685648,C
Product_2168,4204.774768795521,483.25,2031957.4070204354,C
Product_0181,7719.5377889398715,263.22,2031936.736804753,C
Product_1887,14747.334232505673,137.77,2031740.2372123066,C
Product_0311,3651.4491606228094,555.92,2029913.617373432,C
Product_0676,2466.734201013334,817.38,2016259.201224279,C
Product_1004,11871.796745018928,164.43,1952079.5387834625,C
Product_0120,12957.072123848135,150.63,1951723.7740152446,C
Product_0636,3647.788826281072,533.3,1945365.7810556956,C
Product_0131,3142.868544784242,618.48,1943801.3375781581,C
Product_2132,15691.272685885657,123.63,1939912.0421560437,C
Product_2016,13411.688243656872,143.56,1925381.9642593807,C
Product_0297,8171.238166468247,235.34,1923019.1900966372,C
Product_0185,12013.232782890349,158.65,1905899.381005554,C
Product_0890,3370.0,559.39,1885144.3,C
Product_1448,10532.362176229353,178.75,1882659.7390009968,C
Product_0993,8220.646666038157,227.57,1870772.5617903036,C
Product_0154,1113.9779855875188,1662.04,1851475.9711658796,C
Product_0486,5345.679602573105,345.59,1847413.413853239,C
Product_1569,6608.449828903028,276.23,1825452.0962378834,C
Product_1888,17102.38300036728,106.34,1818667.4082590567,C
Product_0648,7711.736902786068,235.5,1816114.040606119,C
Product_0276,4413.232311997703,410.18,1810219.6297352177,C
Product_0792,2382.024460467886,750.02,1786565.9858401238,C
Product_0414,11820.390212857577,149.66,1769039.599256265,C
Product_0649,8676.689209024857,203.63,1766834.2236337315,C
Product_0767,4415.15965299868,399.82,1765269.1324619323,C
Product_0248,9061.301849506575,194.71,1764326.0831174254,C
Product_1462,5381.463367258481,326.95,1759469.4479251604,C
Product_1330,1191.4818296048034,1464.94,1745449.3914612606,C
Product_0872,1800.0,966.55,1739790.0,C
Product_0729,1735.0713697071244,998.79,1732971.9333497786,C
Product_0231,4352.598072117347,394.23,1715924.737970822,C
Product_0885,9450.0,181.48,1714986.0,C
Product_0886,3162.7960223683863,538.62,1703545.1935680602,C
Product_0439,6069.917288492212,279.89,1698909.149876085,C
Product_1292,2406.8922062760935,703.17,1692454.3926871605,C
Product_0958,19558.342132037797,85.68,1675758.7538729985,C
Product_0604,3328.8791449568334,503.26,1675291.718490976,C
Product_2090,3919.4512072628872,423.78,1660985.0326138663,C
Product_0559,8782.279175710059,188.76,1657743.0172070307,C
Product_0400,4066.569620585261,407.09,1655459.8268440538,C
Product_1724,9999.929177331673,165.51,1655088.2781401651,C
Product_1809,4407.759840655453,373.77,1647488.3956417888,C
Product_0583,9258.037852784391,176.58,1634784.3240446679,C
Product_0005,2587.7323536661775,629.76,1629650.3270448118,C
Product_0050,8747.956261336261,185.45,1622308.4886648096,C
Product_0040,2317.9334371629616,695.94,1613142.5962591916,C
Product_0683,1646.8629755129164,977.61,1609989.713491182,C
Product_0603,6507.223763567167,245.17,1595376.0501137623,C
Product_0695,2303.4493912597914,685.55,1579129.7301781499,C
Product_0795,2288.5410342329556,688.14,1574836.627297066,C
Product_1638,6518.23070157085,241.31,1572914.2505960618,C
Product_0635,12897.167897916692,121.04,1561073.2023638363,C
Product_0469,11357.58047039306,135.63,1540428.6391994108,C
Product_1140,4120.345751956877,373.58,1539278.7660160502,C
Product_0543,2298.0,669.4,1538281.2,C
Product_1791,13648.899212825167,111.09,1516256.2135527479,C
Product_1890,7325.430414973896,205.52,1505522.4588854352,C
Product_0907,2868.152244785276,522.14,1497577.013092184,C
Product_0436,1359.6107571429343,1100.3,1495979.7160843706,C
Product_2071,2642.805845281437,564.04,1490648.2089725416,C
Product_1790,20425.586958065833,72.68,1484531.6601122248,C
Product_0939,3529.6327265883074,420.48,1484139.9688758515,C
Product_0909,6925.279388802763,213.99,1481940.5364099033,C
Product_0964,13198.131445800092,111.85,1476211.0022127402,C
Product_1413,10681.4141717072,138.11,1475210.1112544816,C
Product_0212,11460.691587812647,128.65,1474417.9727720972,C
Product_1180,1850.132076337306,793.83,1468690.3461588437,C
Product_1471,10508.877695813318,137.64,1446441.926051745,C
Product_1718,3632.5918628479744,387.62,1408065.257877132,C
Product_0593,3862.013614040137,359.67,1389050.4365618161,C
Product_2026,3206.624473059987,430.61,1380804.564344361,C
Product_0957,13590.496775987749,101.06,1373455.604181322,C
Product_0386,3165.036118104412,433.73,1372771.1155054267,C
