SKU,Annual_Demand,Unit_Cost,Annual_Consumption_Value,ABC_Category,Avg_Daily_Demand,Demand_Std_Dev,Supplier_ID,Lead_Time_Days,Supplier_Reliability,MOQ,Z_Value,Safety_Stock,Reorder_Point
Product_1744,54676.67267059573,369.93,20226541.52103348,A,2733.8336335297868,2195.8099160697375,SUP_0460,3,87.42,166,2.33,8862.0,17064.0
Product_1905,144215.9345169891,140.19,20217631.859936703,A,2326.063459951437,3133.0388053644906,SUP_0325,11,70.34,1090,2.33,24212.0,49799.0
Product_1417,27388.128331915766,737.03,20185872.22447188,A,380.39067127660786,801.561002819055,SUP_0589,2,87.19,311,2.33,2642.0,3403.0
Product_0062,255360.02805213275,79.03,20181103.01696005,A,1434.606899169285,2636.3154046818618,SUP_0260,14,67.72,707,2.33,22984.0,43069.0
Product_0379,96210.28676917929,209.36,20142585.637995377,A,3207.009558972643,3930.774790431098,SUP_0311,7,54.24,732,2.33,24232.0,46682.0
Product_0413,83930.90450402244,239.55,20105648.173938576,A,2797.6968168007484,4330.441511856691,SUP_0411,14,61.8,438,2.33,37754.0,76922.0
Product_1383,108032.31505583589,185.76,20068082.844772074,A,631.7679243031339,681.0885710775392,SUP_0364,5,99.0,498,2.33,3549.0,6708.0
Product_1980,81538.82195001401,245.86,20047134.764630444,A,4291.516944737579,4370.287479942164,SUP_0418,5,84.09,413,2.33,22770.0,44228.0
Product_1017,97231.38946040731,206.02,20031610.856633116,A,298.25579589081997,578.2028174520415,SUP_0372,8,72.67,187,2.33,3811.0,6198.0
Product_0193,57510.77739446485,347.66,19994196.86895965,A,537.4839008828491,901.721015845958,SUP_0457,13,64.33,156,2.33,7576.0,14564.0
Product_1653,78110.28369231345,255.49,19956396.380549163,A,553.9736432078968,663.4869424120429,SUP_0476,11,99.0,613,2.33,5128.0,11222.0
Product_1577,107233.54623578518,185.76,19919703.548759453,A,10723.354623578518,8702.04665600153,SUP_0345,3,91.99,666,2.33,35119.0,67290.0
Product_1507,66994.60231241191,296.78,19882658.074277606,A,1810.664927362484,1458.0370360992913,SUP_0367,9,97.55,812,2.33,10192.0,26488.0
Product_1002,46685.7156122233,425.08,19845163.99244388,A,2029.8137222705782,2796.0796617882843,SUP_0487,3,55.97,143,2.33,11285.0,17375.0
Product_1988,162420.3340330807,121.95,19807159.73533419,A,3691.3712280245613,6136.457798477225,SUP_0314,12,77.93,1217,2.33,49530.0,93827.0
Product_1442,39897.3082711848,496.38,19804225.87965071,A,738.8390420589777,1271.8528943332306,SUP_0550,8,99.0,387,2.33,8382.0,14293.0
Product_0381,45163.05743546082,437.76,19770580.022947326,A,5018.11749282898,3742.0521364510237,SUP_0525,6,87.77,414,2.33,21358.0,51467.0
Product_1475,44786.121767820565,440.62,19733660.9733371,A,533.1681162835781,1007.2710296457458,SUP_0524,7,74.49,343,2.33,6210.0,9943.0
Product_1447,63947.89884793463,308.01,19696592.324152343,A,1937.8151166040798,1413.0180667606937,SUP_0466,9,59.05,362,2.33,9877.0,27318.0
Product_0122,45367.4128026086,433.33,19659060.989754383,A,333.5839176662397,753.6093058687193,SUP_0577,12,68.61,198,2.33,6083.0,10087.0
Product_1813,158306.95430199342,123.95,19622146.985732086,A,5863.22052970346,6503.198661405448,SUP_0349,3,53.77,593,2.33,26245.0,43835.0
Product_1492,83440.22862799857,234.72,19585090.463563826,A,493.7291634792815,713.2623762565155,SUP_0397,2,99.0,944,2.33,2351.0,3339.0
Product_0036,147641.29168351038,132.4,19547707.018896777,A,1240.6831233908435,1424.835629973023,SUP_0315,8,54.55,1417,2.33,9391.0,19317.0
Product_0128,78849.51272423952,247.5,19515254.39924928,A,4149.974353907343,5025.733265224512,SUP_0381,12,63.19,342,2.33,40565.0,90365.0
Product_1303,36651.880931900094,532.31,19510162.738859735,A,502.0805607109602,555.3229808743195,SUP_0521,4,85.56,444,2.33,2588.0,4597.0
Product_0934,74285.44488380651,262.14,19473186.521841038,A,2396.304673671178,1443.9558689110756,SUP_0429,9,43.63,496,2.33,10094.0,31661.0
Product_0078,45510.621298765545,427.46,19453970.18037032,A,989.3613325818596,1656.21643217343,SUP_0520,13,62.74,214,2.33,13914.0,26776.0
Product_1474,23017.434690054193,844.47,19437533.072710063,A,1353.966746473776,1888.3919157085911,SUP_0601,13,83.75,280,2.33,15865.0,33467.0
Product_1423,178375.06381455052,108.96,19435746.953233425,A,598.5740396461426,1170.9277214842466,SUP_0286,5,75.97,427,2.33,6101.0,9094.0
Product_2019,56474.52831422812,343.78,19414813.343865342,A,466.731638960563,593.9877387428061,SUP_0395,4,99.0,609,2.33,2768.0,4635.0
Product_0085,241708.02644660423,80.26,19399486.202604458,A,4932.816866257229,6638.8093837841425,SUP_0236,13,65.6,3607,2.33,55773.0,119900.0
Product_1487,28245.24585633889,686.19,19381605.254161183,A,3138.360650704321,2062.253540704031,SUP_0621,8,61.61,141,2.33,13591.0,38698.0
Product_0035,98251.71281063945,197.06,19361482.52646461,A,496.2207717709063,967.6556932435366,SUP_0409,2,72.06,994,2.33,3189.0,4182.0
Product_1464,388373.26666430535,49.76,19325453.749215834,A,1106.476543203149,2641.471612364589,SUP_0191,2,81.25,824,2.33,8704.0,10917.0
Product_1257,31362.588040726947,614.97,19287050.767405853,A,282.54583820474727,334.83501651797445,SUP_0658,7,87.62,288,2.33,2065.0,4043.0
Product_0214,113165.06133691962,170.1,19249376.933410026,A,544.0627948890367,1494.2269035240465,SUP_0421,6,73.21,686,2.33,8529.0,11794.0
Product_0552,70557.18133179352,272.67,19238826.63374014,A,1959.921703660931,3406.672360940538,SUP_0400,3,49.99,1878,2.33,13749.0,19629.0
Product_1810,59292.03665529403,324.03,19212398.637414925,A,3120.63350817337,2347.3801893182376,SUP_0436,8,81.37,622,2.33,15470.0,40436.0
Product_0191,161327.89738628478,118.86,19175433.88333381,A,783.14513294313,1346.7907783735816,SUP_0308,7,77.34,653,2.33,8303.0,13786.0
Product_1222,672697.2309726138,28.45,19138236.22117086,A,1245.7356129122477,3740.0071924784547,SUP_0134,8,66.48,917,2.33,24648.0,34614.0
Product_1969,464070.6763822576,41.16,19101149.03989372,A,897.622198031446,1759.7611180279544,SUP_0180,13,82.84,3816,2.33,14784.0,26454.0
Product_1446,44584.46022826889,427.59,19063869.34900549,A,928.8429214222684,380.6804786815363,SUP_0527,11,75.41,338,2.33,2942.0,13160.0
Product_1992,80869.66784783517,235.27,19026206.75456018,A,467.45472744413394,677.1859736612483,SUP_0504,14,68.21,821,2.33,5904.0,12449.0
Product_1987,45867.44297612129,414.0,18989121.392114215,A,804.6919820372156,1086.7465680374403,SUP_0506,12,68.49,390,2.33,8772.0,18429.0
Product_0390,59237.58996192964,319.93,18951882.15652015,A,3484.5641154076256,3588.739406959432,SUP_0484,13,85.3,629,2.33,30149.0,75449.0
Product_1351,78676.3091137342,240.41,18914571.474032838,A,2537.9454552817483,2887.2215681689804,SUP_0426,4,86.03,758,2.33,13455.0,23607.0
Product_1173,58478.507169989345,323.44,18914288.359061353,A,5316.227924544486,3536.3481387123225,SUP_0434,5,96.07,258,2.33,18425.0,45007.0
Product_1999,98216.6793717661,192.2,18877245.775253445,A,1964.3335874353222,2088.8339428804056,SUP_0386,13,89.96,616,2.33,17549.0,43086.0
Product_1414,69227.94591686895,272.56,18868768.9391018,A,1098.8562843947452,1992.7122162274434,SUP_0450,2,57.63,176,2.33,6567.0,8765.0
Product_0037,69323.86048772048,271.77,18840145.56474779,A,825.2840534252438,932.2696407392548,SUP_0442,12,55.81,1062,2.33,7525.0,17429.0
Product_1580,143718.53033770787,130.83,18802695.324082322,A,1260.6888626114726,4076.663394756315,SUP_0312,6,59.21,327,2.33,23267.0,30832.0
Product_1966,72561.840773958,258.65,18768120.116184235,A,321.0700919201681,470.99575211664876,SUP_0424,9,91.31,727,2.33,3293.0,6183.0
Product_0928,93958.12513358393,199.73,18766256.332930718,A,2185.072677525208,2589.744641223651,SUP_0392,10,88.83,412,2.33,19082.0,40933.0
Product_1729,58483.83703050669,320.86,18765123.949608378,A,301.46307747683863,463.0388139989128,SUP_0545,6,91.4,782,2.33,2643.0,4452.0
Product_1445,21558.97680639711,869.89,18753938.334116783,A,1026.617943161767,1596.6394807241638,SUP_0615,5,75.55,347,2.33,8319.0,13453.0
Product_1626,35132.55865954935,533.09,18728815.695819166,A,428.44583731157746,626.9678308999664,SUP_0544,5,76.07,473,2.33,3267.0,5410.0
Product_0973,102922.90947877395,181.73,18704180.33957759,A,423.5510678138846,1008.6131503095353,SUP_0374,11,22.26,610,2.33,7795.0,12455.0
Product_1634,31457.642074422285,594.18,18691501.767780233,A,1014.7626475620092,1277.5014829295353,SUP_0568,9,38.93,436,2.33,8930.0,18063.0
Product_2013,11666.685682019806,1599.38,18659463.746108837,A,176.76796487908797,162.7861547988148,SUP_0850,3,44.47,560,2.33,657.0,1188.0
Product_1008,106775.62262246835,174.71,18654769.028371446,A,2885.8276384450905,2326.8284650798005,SUP_0359,12,42.84,770,2.33,18781.0,53411.0
Product_0017,59423.19931661055,313.93,18654724.961463552,A,385.86493062734127,535.4236846851034,SUP_0470,7,99.0,932,2.33,3301.0,6003.0
Product_0976,56955.65192346505,326.87,18617093.94422302,A,482.67501630055125,1177.8541832001747,SUP_0454,12,31.03,765,2.33,9507.0,15300.0
Product_1740,109481.30804718038,169.71,18580072.788686983,A,2105.4097701380842,2181.5707967301773,SUP_0378,10,47.58,360,2.33,16075.0,37130.0
Product_2031,22216.30090600917,836.13,18575715.676541448,A,716.6548679357797,861.9492263544497,SUP_0635,10,70.67,162,2.33,6351.0,13518.0
Product_1582,121019.13075457663,153.22,18542551.214216232,A,2689.3140167683696,3333.461211562038,SUP_0362,8,68.6,790,2.33,21969.0,43484.0
Product_1422,125520.17957691813,147.49,18512971.285799656,A,643.6932285995802,1194.1539145178378,SUP_0352,5,49.19,782,2.33,6222.0,9441.0
Product_1542,60135.30278024116,307.73,18505436.724563614,A,2614.578381749616,2517.617054010815,SUP_0475,7,99.0,321,2.33,15521.0,33824.0
Product_1443,43274.09237090616,426.78,18468517.14205533,A,865.4818474181233,1708.486261078165,SUP_0526,9,71.96,204,2.33,11943.0,19733.0
Product_2008,73008.75737994113,252.46,18431790.88813994,A,1089.6829459692706,681.0419703740401,SUP_0447,3,36.25,464,2.33,2749.0,6019.0
Product_1005,109622.23346049238,168.13,18430786.111712582,A,2383.0920317498344,2319.6515884461965,SUP_0360,9,60.14,784,2.33,16215.0,37663.0
Product_0392,52282.859241056816,351.82,18394155.53818861,A,2751.7294337398325,2695.920529584505,SUP_0482,14,69.19,566,2.33,23504.0,62029.0
Product_1643,272254.42753981956,67.43,18358116.049010035,A,4003.741581467935,8437.807891196924,SUP_0238,7,68.26,3636,2.33,52016.0,80043.0
Product_1191,67473.37304851697,271.62,18327117.587438177,A,924.2927814865337,655.4649780659234,SUP_0449,14,86.01,321,2.33,5715.0,18656.0
Product_1733,83444.76017057913,219.54,18319462.64784894,A,1896.4718220586167,1869.960435705776,SUP_0435,2,99.0,330,2.33,6162.0,9955.0
Product_1007,28524.43404329579,638.84,18222549.444219083,A,475.40723405492986,648.1134742781543,SUP_0535,5,53.41,501,2.33,3377.0,5755.0
Product_0606,25008.280937569278,725.24,18137005.667162742,A,94.72833688473212,143.58796845458554,SUP_0822,8,68.13,395,2.33,947.0,1705.0
Product_1831,34754.83680164339,518.38,18016212.3012359,A,1022.2010824012762,1181.7191456321505,SUP_0471,10,52.16,338,2.33,8708.0,18931.0
Product_1353,117228.41730679908,148.91,17456483.621155452,A,2859.2296904097334,2304.408103536014,SUP_0340,12,99.0,288,2.33,18600.0,52911.0
Product_0054,81115.45152138779,214.51,17400075.505852893,A,2616.627468431864,2990.681853112807,SUP_0439,12,67.83,595,2.33,24139.0,55539.0
Product_0425,86847.39388006998,198.9,17273946.64274592,A,904.6603529173957,940.9324943253445,SUP_0379,3,95.15,794,2.33,3798.0,6512.0
Product_2089,14235.451297304358,1210.07,17225892.551329084,A,119.62564115381814,283.50652854368457,SUP_0917,5,99.0,221,2.33,1478.0,2077.0
Product_0376,59604.16667188055,288.78,17212491.25150566,A,5418.5606065345955,3943.027942463369,SUP_0427,5,55.84,1476,2.33,20544.0,47637.0
Product_1738,56707.30114073455,303.23,17195354.92490494,A,2025.260755026234,1491.6931895961682,SUP_0491,3,99.0,385,2.33,6020.0,12096.0
Product_2138,61245.6947872744,280.17,17159206.30855067,A,231.11582938594114,538.3143088335744,SUP_0552,12,54.55,488,2.33,4345.0,7119.0
Product_1515,176283.77129386718,97.04,17106577.166356873,A,3264.5142832197625,3170.832047750619,SUP_0300,5,90.75,416,2.33,16521.0,32844.0
Product_0014,81993.53751436995,207.31,16998080.262104034,A,2216.041554442431,1589.5330375815886,SUP_0417,4,91.92,932,2.33,7408.0,16273.0
Product_0025,126281.63840679356,134.43,16976040.651025258,A,464.270729436741,749.3912801957296,SUP_0342,9,68.72,775,2.33,5239.0,9418.0
Product_1902,22836.15030352846,743.1,16969543.290551998,A,2854.5187879410573,350.00580781644675,SUP_0655,5,92.93,147,2.33,1824.0,16097.0
Product_1547,41085.85584029561,412.81,16960652.149432432,A,2567.8659900184757,3225.586877656268,SUP_0515,7,63.82,252,2.33,19885.0,37861.0
Product_1211,54093.496139414616,311.62,16856615.266964383,A,2847.0261126007695,2640.0942171345814,SUP_0448,10,77.17,647,2.33,19453.0,47924.0
Product_0557,91104.85283782776,184.21,16782424.94125625,A,5359.108990460456,9731.151695185277,SUP_0415,11,62.67,580,2.33,75200.0,134151.0
Product_2003,15883.798819911903,1042.4,16557271.889876168,A,387.40972731492445,515.1609666448059,SUP_0711,13,56.12,388,2.33,4328.0,9365.0
Product_1307,36301.17215886028,456.01,16553697.516161876,A,259.294086849002,337.54813433560025,SUP_0592,8,97.26,308,2.33,2225.0,4300.0
Product_1457,34744.0323936916,474.64,16490907.535341782,A,510.9416528484059,641.7439947978962,SUP_0571,2,86.09,672,2.33,2115.0,3137.0
Product_1743,18294.625273472302,888.76,16259531.158051243,A,1407.2788671901772,1488.8809368002696,SUP_0583,13,90.61,406,2.33,12508.0,30803.0
Product_2017,37454.34716958805,433.96,16253688.49771443,B,1248.4782389862683,708.8691334140227,SUP_0547,5,98.48,121,1.65,2616.0,8859.0
Product_0940,70746.64961558668,229.38,16227866.488823272,B,321.57568007084853,470.0208456365865,SUP_0446,6,67.21,888,1.65,1900.0,3830.0
Product_0004,20505.14588089331,790.94,16218340.083033755,B,310.6840284983835,418.9198515263423,SUP_0616,3,57.16,509,1.65,1198.0,2131.0
Product_1641,38547.82628328103,420.36,16203964.256440014,B,2409.2391427050643,1625.2279188245543,SUP_0530,10,63.34,739,1.65,8481.0,32574.0
Product_1488,20129.41848405185,804.21,16188279.639059339,B,1677.4515403376543,1415.5465779568062,SUP_0620,5,99.0,345,1.65,5223.0,13611.0
Product_1621,35828.66223387878,448.0,16051240.680777693,B,568.7089243472822,770.5850349243132,SUP_0523,14,54.72,507,1.65,4758.0,12720.0
Product_0550,17441.671366084116,919.64,16040058.655105596,B,1162.7780910722745,749.9652315717007,SUP_0675,6,84.27,408,1.65,3032.0,10009.0
Product_1557,7263.33653636623,2200.0,15979340.380005706,B,605.2780446971858,1123.8058798071027,SUP_0762,7,73.16,295,1.65,4906.0,9143.0
Product_2011,75618.36345898584,211.14,15966061.26073027,B,869.1765914825959,1779.275663278017,SUP_0422,2,69.69,310,1.65,4152.0,5891.0
Product_1155,137770.63501163264,115.32,15887709.629541475,B,9840.759643688045,12487.845590541563,SUP_0355,8,42.98,372,1.65,58280.0,137007.0
Product_1444,22600.032535283444,695.95,15728492.642930513,B,904.0013014113377,2017.0826072565785,SUP_0633,8,79.27,357,1.65,9414.0,16647.0
Product_1401,368374.34632044286,42.42,15626439.770913187,B,757.9719060091417,1453.1142677099658,SUP_0279,13,99.0,1402,1.65,8645.0,18499.0
Product_0123,66605.96623048707,232.68,15497876.222509732,B,228.88648189170814,594.3084419138629,SUP_0680,14,63.65,420,1.65,3670.0,6875.0
Product_2050,32740.912342504213,472.91,15483504.855893668,B,1023.1535107032566,824.2827100051738,SUP_0553,7,78.08,745,1.65,3599.0,10762.0
Product_0138,17695.16705848517,872.38,15436909.838481294,B,127.30336013298684,375.8025838856145,SUP_0794,4,47.88,132,1.65,1241.0,1751.0
Product_2082,31795.2348541469,483.87,15384760.28887606,B,219.27748175273723,536.6743149660768,SUP_0701,7,15.69,448,1.65,2343.0,3878.0
Product_0416,12979.643653875723,1175.39,15256143.354328986,B,499.2170636106047,826.334043996265,SUP_0693,7,71.68,248,1.65,3608.0,7103.0
Product_0097,43703.10764063874,348.91,15248451.286895262,B,950.06755740519,1063.0185651195384,SUP_0508,4,71.73,714,1.65,3508.0,7309.0
Product_0023,63141.35992598039,241.47,15246744.181326484,B,460.88583887576925,677.2328061782671,SUP_0469,6,47.09,1481,1.65,2738.0,5504.0
Product_0479,57517.569478082994,264.24,15198442.558888651,B,1106.10710534775,1910.0287054535734,SUP_0459,8,99.0,190,1.65,8914.0,17763.0
Product_1106,61160.66577509663,247.85,15158671.0123577,B,582.4825311913966,1802.8389213064675,SUP_0438,10,75.86,547,1.65,9407.0,15232.0
Product_1746,29275.60312462356,516.75,15128167.914649226,B,2439.63359371863,5150.795371459092,SUP_0607,9,47.24,544,1.65,25497.0,47454.0
Product_0032,100764.8034541137,149.99,15113712.870082514,B,1199.5809935013535,2607.5306146318057,SUP_0371,14,86.56,1980,1.65,16099.0,32894.0
Product_0022,30501.964690382483,492.87,15033503.336948814,B,363.11862726645813,437.25471744308174,SUP_0654,6,71.79,434,1.65,1768.0,3947.0
Product_1003,29400.0,510.8,15017520.0,B,816.6666666666666,1237.162652431534,SUP_0602,3,85.24,122,1.65,3536.0,5986.0
Product_1505,126548.91501076729,117.77,14903665.720818063,B,2582.6309185870878,4242.831284413395,SUP_0338,13,68.43,714,1.65,25242.0,58817.0
Product_0961,49537.484064340024,297.08,14716595.765834134,B,325.9045004232896,657.6692000321042,SUP_0656,2,78.68,354,1.65,1535.0,2187.0
Product_1843,9876.96513051364,1467.09,14490396.773325255,B,897.9059209557854,1044.0537518909061,SUP_0678,8,49.23,202,1.65,4873.0,12057.0
Product_0183,29613.52841120231,489.18,14486345.828191947,B,240.76039358701067,730.7929131727092,SUP_0593,7,69.73,215,1.65,3191.0,4877.0
Product_1995,33645.30949870352,430.45,14482623.473716931,B,473.87759857328905,920.9282643603805,SUP_0579,7,97.81,324,1.65,4021.0,7339.0
Product_1994,21584.127574799906,664.65,14345890.392590757,B,469.2201646695632,997.0916902831387,SUP_0752,8,94.0,1348,1.65,4654.0,8408.0
Product_0101,24295.042528953243,588.03,14286213.858300375,B,934.4247126520478,864.6776149329027,SUP_0612,13,40.64,328,1.65,5145.0,17293.0
Product_2028,37896.516024817785,376.33,14261595.875619676,B,390.68573221461634,383.19736720861636,SUP_0729,5,42.77,145,1.65,1414.0,3368.0
Product_1227,58361.98742960465,243.05,14184881.044765411,B,1241.7444133958436,1107.2587397939049,SUP_0463,4,97.86,355,1.65,3654.0,8621.0
Product_1495,76666.65890957604,184.81,14168765.233078748,B,461.84734282877133,879.7427279424817,SUP_0375,6,54.85,339,1.65,3556.0,6328.0
Product_0421,36287.59729739028,390.32,14163774.977117375,B,907.1899324347571,1136.2595143150356,SUP_0561,7,99.0,261,1.65,4961.0,11312.0
Product_1632,36615.08388654285,385.89,14129394.720978022,B,1144.2213714544641,750.5047044105081,SUP_0559,7,93.99,355,1.65,3277.0,11287.0
Product_1533,45436.4339676619,309.98,14084385.801295836,B,2839.7771229788686,3111.787490381523,SUP_0496,7,76.91,409,1.65,13585.0,33464.0
Product_1650,28574.485349814462,486.42,13899201.16385675,B,952.4828449938154,1082.2742496100093,SUP_0591,13,99.0,170,1.65,6439.0,18822.0
Product_1971,35717.1250644086,388.86,13888961.25254593,B,1275.6116094431643,1138.1929231039194,SUP_0566,13,60.53,521,1.65,6772.0,23355.0
Product_1628,36100.60989078403,382.24,13799097.124653287,B,1002.7947191884452,925.9157081464375,SUP_0514,9,73.14,640,1.65,4584.0,13610.0
Product_1194,29083.615857151202,472.38,13738518.458601085,B,461.64469614525717,479.6875713318227,SUP_0741,2,99.0,234,1.65,1120.0,2044.0
Product_2021,48077.59373719825,280.92,13505957.632653734,B,751.2124021437227,1797.2101412314914,SUP_0518,14,53.59,801,1.65,11096.0,21613.0
Product_0110,13760.11399281267,965.69,13288004.481719268,B,154.6080223911536,191.40501800180365,SUP_0811,5,48.94,412,1.65,707.0,1481.0
Product_0433,44339.09030411604,298.56,13237878.801196886,B,904.8793939615518,1114.3859091592244,SUP_0539,4,76.28,675,1.65,3678.0,7298.0
Product_0949,37836.16377331286,348.85,13199145.732320191,B,1513.4465509325144,1578.79018747632,SUP_0502,3,99.0,282,1.65,4512.0,9053.0
Product_0935,98379.8934586886,134.05,13187824.718137208,B,1561.5856104553745,1427.4412261865207,SUP_0394,10,58.58,1958,1.65,7449.0,23065.0
Product_0963,36121.98802010236,362.9,13108669.452495147,B,199.5689945862009,527.4548604128412,SUP_0768,7,49.73,608,1.65,2303.0,3700.0
Product_1739,63377.80314438128,205.79,13042518.109082224,B,1667.836924852139,1571.1519563405855,SUP_0462,12,64.48,581,1.65,8981.0,28996.0
Product_1010,39727.4379293133,323.15,12837921.566857593,B,2090.917785753332,1511.2206611570555,SUP_0551,2,55.69,350,1.65,3527.0,7709.0
Product_0962,125552.65158576811,100.23,12584142.268441537,B,4185.08838619227,11505.462508498382,SUP_0327,9,82.72,960,1.65,56953.0,94619.0
Product_1362,141011.547368595,88.98,12547207.484857583,B,8813.221710537187,3444.971717095705,SUP_0348,6,70.86,306,1.65,13924.0,66804.0
Product_0100,47296.90280610384,264.7,12519490.172775686,B,2956.05642538149,3299.1660774625007,SUP_0408,13,73.16,259,1.65,19628.0,58057.0
Product_1968,20765.036776148245,602.4,12508858.153951703,B,1297.8147985092653,1385.4868935286931,SUP_0610,3,83.44,376,1.65,3960.0,7854.0
Product_1983,9331.045528912744,1328.09,12392468.256493725,B,3110.348509637581,1644.8358130296658,SUP_0781,3,46.73,216,1.65,4701.0,14033.0
Product_1541,104120.92228736218,118.73,12362277.103178512,B,520.6046114368108,993.7679566425,SUP_0336,3,80.16,255,1.65,2841.0,4403.0
Product_1878,71923.3420893465,171.06,12303206.897803612,B,299.6805920389437,390.6075854855006,SUP_0467,10,56.99,649,1.65,2039.0,5036.0
Product_1829,29901.755351276333,408.53,12215764.11365692,B,2718.341395570576,1753.0162380133188,SUP_0597,7,70.66,270,1.65,7653.0,26682.0
Product_1449,27704.697952910992,438.33,12143800.253699474,B,1539.1498862728329,840.7360772630262,SUP_0609,7,94.33,670,1.65,3671.0,14446.0
Product_2167,48525.96011932634,248.34,12050936.936033502,B,78.90400019402657,182.1109338457946,SUP_0788,11,34.5,433,1.65,997.0,1865.0
Product_1306,76824.96802628567,156.61,12031558.2425966,B,569.0738372317458,1235.2688524256944,SUP_0473,12,72.51,253,1.65,7061.0,13890.0
Product_1546,36432.058364007324,329.64,12009463.719111374,B,910.8014591001831,577.6448544455644,SUP_0565,12,57.7,375,1.65,3302.0,14232.0
Product_0478,43612.72314115901,270.38,11792008.082906574,B,1503.8870048675522,1946.2210640822677,SUP_0548,5,91.39,339,1.65,7181.0,14701.0
Product_1732,17843.37264371961,654.41,11676881.491776548,B,686.283563219985,466.79797996574325,SUP_0627,8,77.53,450,1.65,2179.0,7670.0
Product_0250,37765.41267159112,308.96,11668001.899014791,B,170.88422023344398,389.68350968740896,SUP_0737,12,80.85,101,1.65,2228.0,4279.0
Product_1203,14389.38850070927,808.72,11636986.268293602,B,306.1572021427504,286.58852143175847,SUP_0731,12,64.15,499,1.65,1639.0,5313.0
Product_0047,26026.5795875786,443.44,11541226.452315854,B,295.7565862224841,300.97748964940354,SUP_0736,8,62.86,168,1.65,1405.0,3772.0
Product_1880,37902.80637877242,297.6,11279875.178322673,B,310.67874080960996,358.7827611755659,SUP_0625,8,56.85,405,1.65,1675.0,4161.0
Product_1509,60080.3734084317,187.56,11268674.83648545,B,488.45832039375364,897.321687453577,SUP_0468,2,89.83,558,1.65,2094.0,3071.0
Product_1436,127568.48575619305,88.09,11237507.910263047,B,1747.5135035094938,2460.327563697561,SUP_0333,4,88.21,393,1.65,8120.0,15111.0
Product_1367,106754.94728865138,104.04,11106784.71591129,B,503.5610721162801,479.4120128570229,SUP_0542,3,99.0,248,1.65,1371.0,2882.0
Product_0188,12788.998376606407,860.83,11009153.472534094,B,199.8280996344751,383.62500726822367,SUP_0861,11,62.97,408,1.65,2100.0,4299.0
Product_1034,51074.60911791796,215.38,11000449.31181717,B,411.8920090154674,476.5003459720917,SUP_0570,13,62.73,499,1.65,2835.0,8190.0
Product_1259,31569.102069473207,347.87,10981943.536907645,B,284.40632495020907,305.4682416659531,SUP_0689,4,50.58,275,1.65,1009.0,2147.0
Product_0977,32262.534967166855,338.46,10919577.584987294,B,256.05186481878457,567.8050305316223,SUP_0727,10,45.36,154,1.65,2963.0,5524.0
Product_1736,34244.96071169267,311.33,10661483.618371278,B,1902.4978173162594,2340.864639827234,SUP_0580,10,75.77,129,1.65,12215.0,31240.0
Product_0026,36157.86996353942,293.0,10594255.89931705,B,309.04162361999505,533.7638058095299,SUP_0704,2,95.29,188,1.65,1246.0,1865.0
Product_1249,39878.27391543205,264.54,10549398.581588395,B,797.565478308641,974.9065260090283,SUP_0584,9,51.09,251,1.65,4826.0,12005.0
Product_2109,17046.594185315927,616.88,10515703.021037688,B,210.45178006562872,490.383303879855,SUP_0777,2,43.73,90,1.65,1145.0,1566.0
Product_0989,45378.28865529155,231.18,10490552.7713303,B,363.0263092423324,557.8046172020971,SUP_0641,14,43.81,607,1.65,3444.0,8527.0
Product_0213,34258.817799144526,306.21,10490392.598276045,B,195.7646731379687,554.0298999687354,SUP_0588,7,58.9,273,1.65,2419.0,3790.0
Product_1161,23106.450028362662,452.34,10451971.605829567,B,4621.290005672532,519.7215320418389,SUP_0632,3,33.65,654,1.65,1486.0,15350.0
Product_2041,23675.117387012277,439.46,10404267.086896414,B,816.3833581728371,647.8966839503894,SUP_0642,5,61.86,2103,1.65,2391.0,6473.0
Product_2045,147091.25780901953,70.22,10328748.123349352,B,8171.736544945529,3793.839819562293,SUP_0331,6,63.3,728,1.65,15334.0,64365.0
Product_0986,70989.2666117822,145.43,10323969.043351484,B,606.7458684767709,960.6946234046386,SUP_0433,6,32.66,672,1.65,3883.0,7524.0
Product_2114,14174.498285613725,726.25,10294229.379926968,B,170.7770877784786,403.2286748016879,SUP_0860,2,87.12,128,1.65,941.0,1283.0
Product_1847,22562.584742297364,449.44,10140528.086578127,B,309.076503319142,518.6633992409296,SUP_0637,8,96.47,464,1.65,2421.0,4894.0
Product_0470,47907.25504076423,211.23,10119449.482260628,B,3685.173464674171,6549.111323669583,SUP_0533,3,99.0,594,1.65,18717.0,29773.0
Product_2014,76441.36296647329,131.96,10087202.257055815,B,402.32296298143837,600.9348040315,SUP_0483,6,65.2,498,1.65,2429.0,4843.0
Product_0034,68136.59730677382,147.6,10056961.762479816,B,337.30988765729614,496.3346165540899,SUP_0541,14,82.71,387,1.65,3065.0,7788.0
Product_0411,73310.3993562823,136.75,10025197.111971606,B,4581.899959767644,5710.021996398342,SUP_0358,12,29.46,857,1.65,32638.0,87621.0
Product_1236,89181.94981002745,111.46,9940220.125825658,B,1292.492026232282,2300.075026395975,SUP_0363,12,71.62,888,1.65,13147.0,28657.0
Product_1490,35601.848548270376,278.67,9921167.134946506,B,359.61463180071087,546.1336877613796,SUP_0679,6,80.71,739,1.65,2208.0,4366.0
