SKU,Annual_Demand,Unit_Cost,Annual_Consumption_Value,ABC_Category,Avg_Daily_Demand,Demand_Std_Dev,Supplier_ID,Lead_Time_Days,Supplier_Reliability,MOQ,Z_Value,Safety_Stock
Product_0421,36287.597297390275,390.32,14163774.977117373,B,907.1899324347569,1136.2595143150356,SUP_0561,7,99.0,261,1.65,4961.0
Product_1632,36615.08388654285,385.89,14129394.720978022,B,1144.2213714544641,750.5047044105081,SUP_0559,7,93.99,355,1.65,3277.0
Product_1533,45436.433967661906,309.98,14084385.80129584,B,2839.777122978869,3111.787490381523,SUP_0496,7,76.91,409,1.65,13585.0
Product_1650,28574.485349814462,486.42,13899201.16385675,B,952.4828449938154,1082.2742496100093,SUP_0591,13,99.0,170,1.65,6439.0
Product_1971,35717.12506440861,388.86,13888961.252545932,B,1275.6116094431648,1138.1929231039194,SUP_0566,13,60.53,521,1.65,6772.0
Product_1628,36100.60989078403,382.24,13799097.124653287,B,1002.7947191884452,925.9157081464375,SUP_0514,9,73.14,640,1.65,4584.0
Product_1194,29083.615857151202,472.38,13738518.458601085,B,461.64469614525717,479.6875713318227,SUP_0741,2,99.0,234,1.65,1120.0
Product_2021,48077.59373719825,280.92,13505957.632653734,B,751.2124021437227,1797.2101412314914,SUP_0518,14,53.59,801,1.65,11096.0
Product_0110,13760.11399281267,965.69,13288004.481719268,B,154.6080223911536,191.40501800180368,SUP_0811,5,48.94,412,1.65,707.0
Product_0433,44339.09030411604,298.56,13237878.801196886,B,904.8793939615518,1114.3859091592244,SUP_0539,4,76.28,675,1.65,3678.0
Product_0949,37836.16377331286,348.85,13199145.732320191,B,1513.4465509325144,1578.79018747632,SUP_0502,3,99.0,282,1.65,4512.0
Product_0935,98379.89345868862,134.05,13187824.71813721,B,1561.5856104553748,1427.4412261865207,SUP_0394,10,58.58,1958,1.65,7449.0
Product_0963,36121.98802010236,362.9,13108669.452495147,B,199.5689945862009,527.4548604128412,SUP_0768,7,49.73,608,1.65,2303.0
Product_1739,63377.80314438129,205.79,13042518.109082224,B,1667.8369248521392,1571.1519563405855,SUP_0462,12,64.48,581,1.65,8981.0
Product_1010,39727.437929313295,323.15,12837921.566857591,B,2090.9177857533314,1511.2206611570555,SUP_0551,2,55.69,350,1.65,3527.0
Product_0962,125552.65158576811,100.23,12584142.268441537,B,4185.08838619227,11505.462508498382,SUP_0327,9,82.72,960,1.65,56953.0
Product_1362,141011.54736859497,88.98,12547207.484857582,B,8813.221710537186,3444.971717095704,SUP_0348,6,70.86,306,1.65,13924.0
Product_0100,47296.90280610382,264.7,12519490.17277568,B,2956.0564253814887,3299.1660774625,SUP_0408,13,73.16,259,1.65,19628.0
Product_1968,20765.03677614824,602.4,12508858.1539517,B,1297.814798509265,1385.4868935286931,SUP_0610,3,83.44,376,1.65,3960.0
Product_1983,9331.045528912744,1328.09,12392468.256493725,B,3110.348509637581,1644.8358130296658,SUP_0781,3,46.73,216,1.65,4701.0
Product_1541,104120.92228736218,118.73,12362277.103178512,B,520.6046114368108,993.7679566425,SUP_0336,3,80.16,255,1.65,2841.0
Product_1878,71923.34208934648,171.06,12303206.897803608,B,299.68059203894364,390.6075854855006,SUP_0467,10,56.99,649,1.65,2039.0
Product_1829,29901.755351276337,408.53,12215764.113656921,B,2718.341395570576,1753.0162380133186,SUP_0597,7,70.66,270,1.65,7653.0
Product_1449,27704.69795291099,438.33,12143800.253699474,B,1539.1498862728326,840.7360772630262,SUP_0609,7,94.33,670,1.65,3671.0
Product_2167,48525.96011932634,248.34,12050936.936033502,B,78.90400019402657,182.1109338457946,SUP_0788,11,34.5,433,1.65,997.0
Product_1306,76824.96802628567,156.61,12031558.2425966,B,569.0738372317458,1235.2688524256944,SUP_0473,12,72.51,253,1.65,7061.0
Product_1546,36432.05836400733,329.64,12009463.719111376,B,910.8014591001833,577.6448544455645,SUP_0565,12,57.7,375,1.65,3302.0
Product_0478,43612.72314115902,270.38,11792008.082906576,B,1503.8870048675524,1946.2210640822675,SUP_0548,5,91.39,339,1.65,7181.0
Product_1732,17843.372643719606,654.41,11676881.491776546,B,686.2835632199848,466.79797996574325,SUP_0627,8,77.53,450,1.65,2179.0
Product_0250,37765.41267159111,308.96,11668001.89901479,B,170.88422023344395,389.68350968740896,SUP_0737,12,80.85,101,1.65,2228.0
Product_1203,14389.388500709269,808.72,11636986.2682936,B,306.1572021427504,286.58852143175847,SUP_0731,12,64.15,499,1.65,1639.0
Product_0047,26026.579587578595,443.44,11541226.452315852,B,295.75658622248403,300.97748964940354,SUP_0736,8,62.86,168,1.65,1405.0
Product_1880,37902.80637877241,297.6,11279875.17832267,B,310.6787408096099,358.7827611755659,SUP_0625,8,56.85,405,1.65,1675.0
Product_1509,60080.3734084317,187.56,11268674.83648545,B,488.45832039375364,897.321687453577,SUP_0468,2,89.83,558,1.65,2094.0
Product_1436,127568.48575619308,88.09,11237507.910263048,B,1747.5135035094943,2460.327563697561,SUP_0333,4,88.21,393,1.65,8120.0
Product_1367,106754.94728865138,104.04,11106784.71591129,B,503.5610721162801,479.4120128570229,SUP_0542,3,99.0,248,1.65,1371.0
Product_0188,12788.998376606405,860.83,11009153.472534092,B,199.82809963447508,383.62500726822367,SUP_0861,11,62.97,408,1.65,2100.0
Product_1034,51074.60911791796,215.38,11000449.31181717,B,411.8920090154674,476.5003459720917,SUP_0570,13,62.73,499,1.65,2835.0
Product_1259,31569.102069473203,347.87,10981943.536907643,B,284.406324950209,305.4682416659531,SUP_0689,4,50.58,275,1.65,1009.0
Product_0977,32262.534967166855,338.46,10919577.584987294,B,256.05186481878457,567.8050305316223,SUP_0727,10,45.36,154,1.65,2963.0
Product_1736,34244.96071169267,311.33,10661483.618371278,B,1902.4978173162594,2340.864639827234,SUP_0580,10,75.77,129,1.65,12215.0
Product_0026,36157.86996353942,293.0,10594255.89931705,B,309.04162361999505,533.76380580953,SUP_0704,2,95.29,188,1.65,1246.0
Product_1249,39878.27391543205,264.54,10549398.581588395,B,797.565478308641,974.9065260090283,SUP_0584,9,51.09,251,1.65,4826.0
Product_2109,17046.594185315927,616.88,10515703.021037688,B,210.45178006562872,490.383303879855,SUP_0777,2,43.73,90,1.65,1145.0
Product_0989,45378.28865529155,231.18,10490552.7713303,B,363.0263092423324,557.8046172020971,SUP_0641,14,43.81,607,1.65,3444.0
Product_0213,34258.817799144526,306.21,10490392.598276045,B,195.7646731379687,554.0298999687354,SUP_0588,7,58.9,273,1.65,2419.0
Product_1161,23106.450028362655,452.34,10451971.605829563,B,4621.290005672531,519.7215320418409,SUP_0632,3,33.65,654,1.65,1486.0
Product_2041,23675.117387012277,439.46,10404267.086896414,B,816.3833581728371,647.8966839503894,SUP_0642,5,61.86,2103,1.65,2391.0
Product_2045,147091.25780901953,70.22,10328748.123349352,B,8171.736544945529,3793.839819562293,SUP_0331,6,63.3,728,1.65,15334.0
Product_0986,70989.2666117822,145.43,10323969.043351484,B,606.7458684767709,960.6946234046386,SUP_0433,6,32.66,672,1.65,3883.0
Product_2114,14174.498285613725,726.25,10294229.379926968,B,170.7770877784786,403.2286748016879,SUP_0860,2,87.12,128,1.65,941.0
Product_1847,22562.58474229736,449.44,10140528.086578125,B,309.0765033191419,518.6633992409296,SUP_0637,8,96.47,464,1.65,2421.0
Product_0470,47907.25504076423,211.23,10119449.482260628,B,3685.173464674171,6549.111323669583,SUP_0533,3,99.0,594,1.65,18717.0
Product_2014,76441.3629664733,131.96,10087202.257055817,B,402.3229629814384,600.9348040315,SUP_0483,6,65.2,498,1.65,2429.0
Product_0034,68136.59730677382,147.6,10056961.762479816,B,337.30988765729614,496.3346165540899,SUP_0541,14,82.71,387,1.65,3065.0
Product_0411,73310.39935628229,136.75,10025197.111971602,B,4581.899959767643,5710.021996398342,SUP_0358,12,29.46,857,1.65,32638.0
Product_1236,89181.94981002745,111.46,9940220.125825658,B,1292.492026232282,2300.075026395975,SUP_0363,12,71.62,888,1.65,13147.0
Product_1490,35601.848548270376,278.67,9921167.134946506,B,359.61463180071087,546.1336877613796,SUP_0679,6,80.71,739,1.65,2208.0
Product_1527,76630.116297534,128.13,9818616.801203031,B,2736.7898677690714,3420.1699264281315,SUP_0396,10,90.69,567,1.65,17846.0
Product_0987,57186.09312921081,170.71,9762237.958087577,B,688.9890738459134,1821.3343965516256,SUP_0498,7,54.33,208,1.65,7952.0
Product_1301,10429.785151316826,925.72,9655060.710277013,B,158.02704774722463,288.2175886443444,SUP_0766,12,91.32,283,1.65,1648.0
Product_0052,31337.615284392792,307.93,9649791.874523073,B,505.445407812787,881.2801711389405,SUP_0720,11,67.33,732,1.65,4823.0
Product_1561,52776.89645983644,181.92,9601173.003973445,B,1122.9126906348179,1622.7574316441999,SUP_0461,5,80.17,193,1.65,5988.0
Product_0179,29044.843600075055,330.0,9584798.388024768,B,468.46521935604926,990.8298227897427,SUP_0575,9,13.36,642,1.65,4905.0
Product_2029,37786.6708178326,252.39,9536977.84771277,B,349.87658164659814,423.483762411422,SUP_0649,10,64.99,1910,1.65,2210.0
Product_0195,23595.89840297506,403.65,9524484.390360883,B,436.9610815365752,767.8703310120806,SUP_0556,8,50.29,347,1.65,3584.0
Product_0371,20232.815773365313,470.1,9511446.695059035,B,1839.3468884877557,2092.1352618725077,SUP_0599,6,94.86,242,1.65,8456.0
Product_0194,55774.49269773476,170.06,9485010.228176773,B,845.0680711777993,1240.9037594089962,SUP_0501,5,61.96,565,1.65,4579.0
Product_0055,12967.53161262237,729.71,9462537.49304667,B,997.5024317401823,540.1367962659353,SUP_0735,11,73.52,201,1.65,2956.0
Product_0685,17101.635874435855,552.91,9455665.491334328,B,192.15321207231298,681.480697818629,SUP_0696,5,93.53,370,1.65,2515.0
Product_1540,133127.0506797643,70.41,9373475.638362205,B,566.498087998997,644.4549267489617,SUP_0335,8,99.0,267,1.65,3008.0
Product_0225,66262.83723818313,141.1,9349686.334307639,B,245.41791569697455,629.9701708750225,SUP_0431,2,87.34,274,1.65,1471.0
Product_1633,41056.32869924041,226.22,9287762.678342165,B,1109.630505384876,1010.3307901531754,SUP_0485,9,41.19,572,1.65,5002.0
Product_1132,33091.73824506392,278.86,9227962.127018524,B,1504.1699202301781,3065.837363581179,SUP_0572,7,68.72,950,1.65,13384.0
Product_1308,45738.82564525301,200.21,9157370.282436106,B,371.86037109961796,618.080421398678,SUP_0546,14,91.29,611,1.65,3816.0
Product_0349,29673.64879475639,307.83,9134439.30848986,B,44.421629932270044,113.22017903648398,SUP_0939,14,33.48,174,1.65,699.0
Product_1500,17794.165020233402,513.31,9133922.846536007,B,386.82967435290004,660.593851445186,SUP_0611,5,99.0,126,1.65,2438.0
Product_1842,42740.907458945454,213.49,9124756.333410265,B,5342.613432368182,5180.739291971354,SUP_0569,13,57.42,346,1.65,30822.0
Product_1522,26092.663179532195,346.62,9044238.91128945,B,1242.507770453914,1597.8741896701404,SUP_0567,11,99.0,339,1.65,8745.0
Product_1734,35398.47986645412,254.12,8995461.703663321,B,1539.0643420197446,1336.5632309361242,SUP_0560,6,69.57,242,1.65,5402.0
Product_1636,51381.623375548916,174.19,8950164.975786865,B,484.7322959957445,1134.4213422917867,SUP_0507,13,46.9,910,1.65,6749.0
Product_0974,30956.858673265935,287.31,8894215.065416036,B,573.2751606160358,735.7479097605014,SUP_0594,10,42.2,285,1.65,3839.0
Product_1298,52689.284660238554,168.64,8885520.96510263,B,849.8271719393315,1832.2194130213297,SUP_0405,13,99.0,748,1.65,10901.0
Product_0358,3992.3420442228867,2200.0,8783152.49729035,B,570.3345777461267,533.5147462947215,SUP_0810,11,66.46,68,1.65,2920.0
Product_0287,33772.34941010611,259.53,8764937.842404837,B,222.18650927701387,434.6096366274239,SUP_0694,7,57.77,278,1.65,1898.0
Product_1310,13592.761126088031,644.53,8760942.328597518,B,238.4694934401409,445.762590993215,SUP_0864,14,79.32,185,1.65,2753.0
Product_1511,35525.04747293674,246.41,8753726.947806342,B,1869.7393406808812,1306.69172950458,SUP_0522,11,71.58,736,1.65,7151.0
Product_1013,46036.33002612394,189.01,8701326.738237686,B,3069.088668408263,2059.070242955984,SUP_0430,13,64.29,229,1.65,12250.0
Product_1022,15862.410169874001,545.4,8651358.50664928,B,991.4006356171251,1240.773514340144,SUP_0682,3,35.74,159,1.65,3546.0
Product_0952,34189.9235364707,250.89,8577909.916065132,B,599.8232199380824,790.0564023830356,SUP_0662,6,49.7,282,1.65,3194.0
Product_1795,12807.601607842827,669.22,8571103.148000577,B,191.15823295287802,165.27696084051865,SUP_0928,14,60.06,439,1.65,1021.0
Product_1204,47032.70075217749,179.89,8460712.538309207,B,1679.7393125777674,1056.359855874118,SUP_0505,9,62.38,598,1.65,5229.0
Product_1545,39125.94288298002,215.68,8438683.361001132,B,3260.4952402483354,1845.090287909303,SUP_0576,3,58.92,472,1.65,5274.0
Product_1782,29885.29926338065,280.05,8369378.058709751,B,2298.869174106204,1898.1846446091515,SUP_0562,5,24.35,499,1.65,7004.0
Product_1415,29441.63715509611,283.01,8332277.731263749,B,499.0107992389171,480.17801170722373,SUP_0618,8,58.32,189,1.65,2241.0
Product_0241,5300.287784446286,1566.52,8303006.820090797,B,240.92217202028576,409.13267879406663,SUP_0983,3,44.3,46,1.65,1170.0
Product_1517,4278.260417112452,1881.83,8050958.800734726,B,194.46638259602057,152.69752792881894,SUP_0938,6,43.5,259,1.65,618.0
Product_1504,28252.774934691904,284.88,8048650.52339503,B,504.5138381194983,746.7901573470183,SUP_0629,9,82.52,408,1.65,3697.0
Product_1518,78896.55405256756,101.47,8005633.339714031,B,490.0407084010408,899.499956140175,SUP_0531,12,89.69,3879,1.65,5142.0
Product_1384,31885.460276974667,248.5,7923536.878828205,B,569.3832192316905,1477.3732130455935,SUP_0558,10,85.93,140,1.65,7709.0
Product_0397,8474.065747990768,927.1,7856306.354962241,B,176.54303641647434,185.59212298744762,SUP_0875,2,89.55,29,1.65,434.0
Product_1261,10697.576193908892,734.0,7852020.926329127,B,396.20652570032934,667.0865814303883,SUP_0745,11,66.04,207,1.65,3651.0
Product_0284,7477.176795510487,1043.06,7799144.028325168,B,115.0334891616998,356.95960673235,SUP_0923,6,72.34,585,1.65,1443.0
Product_1588,18682.005835536344,414.03,7734910.876087111,B,1556.8338196280286,1369.2979917484624,SUP_0639,8,64.11,142,1.65,6391.0
Product_1591,11708.453862620556,654.91,7667983.519168828,B,616.2344138221346,485.041445594901,SUP_0657,3,81.91,187,1.65,1387.0
Product_0228,31072.20197055637,243.8,7575402.840421643,B,173.5877205059015,544.1488940662015,SUP_0807,3,47.8,376,1.65,1556.0
Product_0127,19845.16905571612,381.04,7561803.21699007,B,945.0080502721962,739.8733334802655,SUP_0608,2,97.5,272,1.65,1727.0
Product_1553,19938.509681304924,378.66,7549916.075922923,B,214.39257721833252,773.6443901016856,SUP_0645,2,65.09,173,1.65,1806.0
Product_0564,21810.343384623608,342.62,7472659.85043974,B,436.20686769247214,961.3911630379756,SUP_0754,4,90.81,125,1.65,3173.0
Product_1973,60616.31086358925,123.1,7461867.867307836,B,556.1129437026536,542.2886765767885,SUP_0452,6,82.21,405,1.65,2192.0
Product_0968,5801.950696237067,1285.39,7457769.405436164,B,223.1519498552718,209.87918322726222,SUP_0975,4,64.41,85,1.65,693.0
Product_1639,23580.087734865836,311.89,7354393.563627305,B,226.73161283524843,247.04992056980834,SUP_0841,8,74.02,288,1.65,1153.0
Product_0562,14995.424869859242,488.39,7323615.552190555,B,681.6102213572383,735.7561453087211,SUP_0747,5,40.88,161,1.65,2715.0
Product_1532,51732.48423696157,141.0,7294280.277411582,B,338.1208120062848,469.7241879207578,SUP_0540,2,98.89,113,1.65,1097.0
Product_1254,23148.13766996041,311.54,7211570.809699467,B,282.2943618287855,364.8251352686635,SUP_0673,5,59.15,150,1.65,1347.0
Product_0995,28126.64821132628,256.32,7209422.469527151,B,375.02197615101704,843.7574032881203,SUP_0721,10,30.23,653,1.65,4403.0
Product_2002,27965.38755723248,257.34,7196612.833978206,B,345.251698237438,597.4302389373088,SUP_0772,4,94.04,1034,1.65,1972.0
Product_1578,31000.0,231.68,7182080.0,B,3100.0,9453.982112198953,SUP_0317,6,71.56,571,1.65,38210.0
Product_0220,7484.371553372794,958.56,7174219.196201025,B,182.54564764323888,264.4296090380622,SUP_0874,8,5.34,519,1.65,1235.0
Product_1494,48635.16419120835,147.26,7162014.2787973415,B,868.4850748430063,2744.3275406973844,SUP_0432,12,72.02,740,1.65,15686.0
Product_0398,45155.93738175275,158.51,7157667.634381629,B,2822.246086359547,2787.0985296062036,SUP_0437,4,58.59,315,1.65,9198.0
Product_2007,21616.71777429264,330.6,7146486.896181148,B,308.8102539184663,416.5308351030486,SUP_0650,14,72.88,363,1.65,2572.0
Product_1484,59989.58977571312,118.97,7136961.49561659,B,3528.7993985713597,3312.2993035411496,SUP_0480,10,58.5,594,1.65,17283.0
Product_0113,32548.858475675326,217.36,7074819.8782727895,B,1479.4935670761513,1177.0412755899388,SUP_0581,2,74.82,236,1.65,2747.0
Product_0067,7016.32896884627,1004.28,7046358.856832932,B,877.0411211057838,354.4241905707667,SUP_0795,5,66.94,82,1.65,1308.0
Product_1223,18241.332016963002,384.98,7022547.999890417,B,467.7264619734103,723.8116623039185,SUP_0786,13,43.8,287,1.65,4307.0
Product_1528,50314.78341108075,139.52,7019918.581513987,B,3593.9131007914825,5324.336455412475,SUP_0481,14,79.15,579,1.65,32872.0
Product_1884,21463.499305882433,326.47,7007188.618391438,B,306.62141865546334,813.0997686914608,SUP_0726,6,33.63,173,1.65,3287.0
Product_1477,33010.896140836914,208.95,6897626.748627873,B,277.4024885784615,331.49149848882155,SUP_0573,9,87.02,325,1.65,1641.0
Product_0115,9736.566217119205,706.94,6883168.121530252,B,154.54867011300325,300.3773613531492,SUP_0831,11,42.21,269,1.65,1644.0
Product_1014,14911.464700407021,459.8,6856291.469247148,B,372.7866175101755,422.14072673011196,SUP_0771,13,87.27,204,1.65,2512.0
Product_1885,53366.64731738357,128.07,6834666.5219373135,B,4851.513392489415,6433.650993488432,SUP_0477,5,55.16,178,1.65,23738.0
Product_1129,13360.308385356539,510.9,6825781.554078655,B,1908.6154836223627,705.3631848062964,SUP_0750,6,68.6,177,1.65,2851.0
Product_0664,25515.075867027896,263.72,6728835.807652597,B,52.28499153079487,218.846329693568,SUP_0801,4,61.58,212,1.65,723.0
Product_1985,17150.352109740168,389.35,6677489.593927335,B,259.853819844548,276.6338566361903,SUP_0755,10,63.88,110,1.65,1444.0
Product_1731,28723.635137065667,231.47,6648659.82517659,B,308.856291796405,412.09205816139587,SUP_0606,4,99.0,392,1.65,1360.0
Product_0514,9600.717821633298,689.63,6620943.031332971,B,147.70335110205073,172.79497488001874,SUP_0849,8,60.41,74,1.65,807.0
Product_0211,25384.86699013483,258.0,6549295.683454786,B,102.77274085074829,229.4000678233322,SUP_0791,7,41.63,183,1.65,1002.0
Product_1296,13911.417308443892,470.78,6549217.040469215,B,869.4635817777432,822.6707344362549,SUP_0758,4,99.0,203,1.65,2715.0
Product_0140,12888.27928469753,507.71,6543508.275633783,B,91.40623606168461,182.10146205495528,SUP_0956,12,72.98,269,1.65,1041.0
Product_0230,8633.37867672387,752.38,6495581.448793506,B,104.0166105629382,247.29668583772997,SUP_0882,9,26.1,702,1.65,1225.0
Product_1563,13161.52383278827,492.25,6478760.106690026,B,223.0766751320046,284.92523698353006,SUP_0816,3,91.08,222,1.65,815.0
Product_0226,61093.604667234795,105.57,6449651.844719977,B,355.1953759722953,1293.636557038026,SUP_0555,3,61.76,859,1.65,3698.0
Product_0422,136357.02979202458,46.93,6399235.408139713,B,1770.87051677954,2329.0284761621665,SUP_0339,14,77.52,1057,1.65,14379.0
Product_1544,7554.068343788623,846.7,6396029.666685827,B,243.67962399318137,392.55331409280916,SUP_0821,12,99.0,294,1.65,2244.0
Product_1214,19862.26924141109,318.97,6335468.019932896,B,863.5769235396126,1610.6376115937048,SUP_0634,2,62.82,350,1.65,3759.0
Product_1989,4306.9382818494105,1461.35,6293944.258180636,B,1435.6460939498036,512.2736335902449,SUP_0873,11,40.6,571,1.65,2804.0
Product_0061,20200.530186670643,310.67,6275698.713092969,B,492.6958582114791,663.108636421695,SUP_0626,14,66.61,153,1.65,4094.0
Product_0008,56157.7340355905,111.11,6239685.828694461,B,1039.9580376961205,1156.0373668705977,SUP_0472,5,99.0,555,1.65,4266.0
Product_1160,27999.027006463144,222.65,6233983.36298902,B,1399.9513503231572,1789.2217389272155,SUP_0536,8,69.29,781,1.65,8351.0
Product_0053,37633.203776185415,164.94,6207220.630844022,B,917.8830189313516,648.045959352682,SUP_0537,11,78.57,365,1.65,3547.0
Product_1551,4548.095675060837,1363.33,6200555.27668069,B,324.8639767900598,218.460570315515,SUP_0865,14,76.48,266,1.65,1349.0
Product_0095,113915.7296339502,54.31,6186763.276419836,B,2588.99385531705,4297.013149611135,SUP_0377,2,90.18,852,1.65,10027.0
Product_0201,21077.428320927484,291.94,6153344.4240115695,B,376.3826485879908,553.3255632974852,SUP_0695,3,58.85,132,1.65,1582.0
Product_1901,63168.22550384272,96.84,6117210.957792129,B,2256.0080537086683,1420.1749508181317,SUP_0489,6,99.0,776,1.65,5740.0
Product_0143,15000.0,405.37,6080550.0,B,2500.0,1643.1676725154985,SUP_0668,6,80.16,257,1.65,6642.0
Product_0551,18890.238302313126,320.29,6050354.425847871,B,484.36508467469554,658.8651275590755,SUP_0554,11,71.69,310,1.65,3606.0
Product_0879,7189.998717120674,837.97,6025003.224985612,B,342.38089129146067,496.5562243088071,SUP_0714,8,44.09,186,1.65,2318.0
Product_0367,46962.46497812179,127.85,6004151.14745287,B,782.7077496353631,925.7082552369313,SUP_0494,14,99.0,199,1.65,5716.0
Product_0308,16214.540080358784,369.82,5996461.212518285,B,54.04846693452928,156.83305127764334,SUP_0967,9,37.6,153,1.65,777.0
Product_1903,13555.968346639798,434.69,5892643.880600854,B,437.28930150450964,411.93974171304257,SUP_0698,14,83.4,413,1.65,2544.0
Product_1742,18618.857436080925,314.86,5862333.452324441,B,1241.257162405395,555.390274062941,SUP_0648,14,99.0,1366,1.65,3429.0
Product_1105,5196.849993868954,1104.86,5741791.684226052,B,288.71388854827524,441.8109224380294,SUP_0972,2,86.78,616,1.65,1031.0
Product_1899,20183.17397501083,282.6,5703764.965338062,B,672.7724658336944,1003.5227002739674,SUP_0585,10,70.37,1034,1.65,5237.0
Product_0870,21702.99430205048,262.26,5691827.285655758,B,1669.461100157729,2204.9885265334074,SUP_0517,6,63.29,532,1.65,8912.0
Product_0463,11719.697238905634,485.53,5690264.600405852,B,37.32387655702431,70.02204165345638,SUP_1004,2,99.0,155,1.65,164.0
Product_1302,21728.513708366714,260.54,5661146.961577864,B,639.073932599021,1091.6663270063052,SUP_0644,4,27.49,245,1.65,3603.0
Product_1550,22090.516826137806,255.0,5633081.79066514,B,334.70480039602734,282.0160586592666,SUP_0757,5,44.55,761,1.65,1041.0
Product_0090,15535.960645948231,362.18,5626814.22674953,B,913.8800379969548,889.2962554778494,SUP_0665,5,73.86,186,1.65,3282.0
Product_0399,11596.142710259908,485.14,5625752.674455492,B,168.06003927912911,133.89278173442963,SUP_0978,11,45.37,352,1.65,733.0
Product_0015,16257.13471660189,336.66,5473126.973691192,B,956.3020421530523,1179.0746472045735,SUP_0603,13,67.3,314,1.65,7015.0
Product_1009,30064.27074752267,181.37,5452756.785478187,B,400.85694330030225,705.6591722913219,SUP_0605,10,58.94,100,1.65,3682.0
Product_1293,8148.178746868787,653.4,5324019.993204066,B,99.36803349839984,245.22138644901466,SUP_0912,12,99.0,62,1.65,1402.0
Product_0217,21546.497964841565,246.56,5312504.538211336,B,219.86222413103638,396.93101013957,SUP_0677,13,42.73,240,1.65,2362.0
Product_1589,28633.057701939062,185.25,5304273.939284211,B,1908.870513462604,1952.886503515264,SUP_0598,14,44.54,274,1.65,12057.0
Product_0229,4946.23376129938,1066.58,5275554.005126692,B,183.19384301108815,486.91762352653035,SUP_0942,6,74.98,463,1.65,1968.0
Product_0905,34273.00148527661,152.66,5232116.406742327,B,219.69872746972186,479.2417352740638,SUP_0614,5,35.28,111,1.65,1769.0
Product_1386,15156.028761784588,343.85,5211400.489739631,B,606.2411504713835,939.7410321913426,SUP_0672,9,54.12,458,1.65,4652.0
Product_0558,101384.77951632663,51.21,5191914.559031087,B,2896.7079861807606,3901.5649686953866,SUP_0370,12,88.48,337,1.65,22301.0
Product_1565,7614.241779794795,679.62,5174790.998384139,B,237.94505561858733,382.80392430841135,SUP_0826,4,65.32,233,1.65,1264.0
Product_2111,19592.999199280104,262.53,5143750.079787006,B,197.90908282101114,426.08458560568516,SUP_0748,12,47.14,363,1.65,2436.0
Product_0208,7573.049183218251,677.53,5130968.013105861,B,109.7543359886703,182.6128867105182,SUP_1007,6,47.13,272,1.65,739.0
Product_0215,44777.15562088724,113.48,5081311.6198582845,B,258.82748913807654,678.9509930284413,SUP_0534,4,44.26,672,1.65,2241.0
Product_0554,18000.0,280.03,5040539.999999999,B,3600.0,4037.32584763727,SUP_0646,13,73.07,1326,1.65,24019.0
Product_0410,8109.3161590310565,620.6,5032641.608294674,B,20.8465711029076,53.742189259528395,SUP_1104,13,46.76,230,1.65,320.0
Product_1491,12719.473472874957,394.67,5019994.59553956,B,334.72298612828837,296.9110409997258,SUP_0845,9,50.18,210,1.65,1470.0
Product_0076,6465.219351035565,773.12,4998390.384672616,B,380.30702064915084,320.3911338585553,SUP_0903,9,99.0,166,1.65,1586.0
Product_1993,10380.818583796306,477.99,4961927.474868797,B,288.3560717721196,330.7102108117833,SUP_0901,4,67.68,679,1.65,1092.0
Product_2005,13743.574516712393,354.99,4878831.517687732,B,1145.2978763926994,666.7070566422352,SUP_0779,13,92.73,171,1.65,3967.0
Product_1576,11498.523956742336,422.48,4857896.4012445025,B,1149.8523956742335,2035.979720949769,SUP_0699,4,95.92,765,1.65,6719.0
Product_0219,36651.10960203882,131.55,4821453.468148207,B,377.84649074266827,846.4531179555244,SUP_0700,5,55.81,361,1.65,3123.0
Product_1625,14808.418143347379,324.04,4798519.815170285,B,1480.8418143347378,559.5315444686217,SUP_0719,10,53.55,147,1.65,2920.0
Product_1562,7641.665586374087,625.32,4778486.324471445,B,382.08327931870434,295.14880718905556,SUP_0804,13,65.35,302,1.65,1756.0
Product_1737,15973.751368279414,298.96,4775512.709060813,B,1996.7189210349268,1927.2705669207721,SUP_0660,13,65.7,243,1.65,11466.0
Product_0359,21080.821418282172,225.33,4750141.490181522,B,3513.470236380362,2947.0195791600067,SUP_0659,2,72.68,642,1.65,6877.0
Product_0126,61052.50597678618,77.02,4702264.010332071,B,2261.203925066155,2870.8551526133065,SUP_0453,14,52.34,530,1.65,17724.0
Product_1390,23728.80800156354,195.14,4630439.593425109,B,325.05216440498,421.0943312033507,SUP_0624,7,75.97,357,1.65,1839.0
Product_1032,14862.465748372668,311.44,4628766.332673184,B,256.24940945470115,263.36018653133635,SUP_0812,13,73.01,257,1.65,1567.0
Product_1543,38820.26123029346,118.96,4618058.27595571,B,1141.772389126278,878.3289801554604,SUP_0490,7,82.12,540,1.65,3835.0
Product_1133,49641.78237332947,92.81,4607253.822068708,B,1711.7855990803266,2321.5936160432666,SUP_0512,13,74.9,303,1.65,13812.0
Product_0383,17484.041350386447,263.36,4604597.130037775,B,249.77201929123495,347.6049501454296,SUP_0744,8,59.9,419,1.65,1623.0
Product_0563,10400.0,441.2,4588480.0,B,1300.0,860.2325267042627,SUP_0764,9,41.18,570,1.65,4259.0
Product_0007,22220.55123639458,206.04,4578322.376746739,B,233.9005393304693,234.30900619519298,SUP_0683,6,78.19,599,1.65,947.0
