Date,SKU,Warehouse,Product_Category,Demand_Units,Open,Promo,StateHoliday,SchoolHoliday,Petrol_price
2016-03-11,Product_1826,Whse_J,Category_006,20000,0,0,0,0,88
2016-03-11,Product_1839,Whse_J,Category_006,5000,0,0,0,0,84
2016-03-11,Product_0193,Whse_C,Category_007,500,0,0,0,0,81
2016-03-11,Product_0191,Whse_C,Category_007,350,0,0,0,0,91
2016-03-11,Product_0349,Whse_C,Category_021,99,0,0,0,0,92
2016-03-11,Product_1430,Whse_J,Category_019,500,0,0,0,0,88
2016-03-11,Product_0790,Whse_J,Category_001,30,0,0,0,0,82
2016-03-11,Product_0749,Whse_J,Category_001,5,0,0,0,0,81
2016-03-11,Product_0723,Whse_J,Category_001,50,0,0,0,0,93
2016-03-11,Product_0620,Whse_J,Category_001,1,0,0,0,0,95
2016-03-11,Product_0616,Whse_J,Category_001,8,0,0,0,0,80
2016-03-11,Product_1158,Whse_J,Category_006,80000,0,0,0,0,88
2016-03-11,Product_1839,Whse_J,Category_006,15000,0,0,0,0,83
2016-03-11,Product_1269,Whse_J,Category_019,1000,0,0,0,0,87
2016-03-11,Product_1312,Whse_J,Category_019,100,0,0,0,0,96
2016-03-11,Product_1262,Whse_J,Category_019,2000,0,0,0,0,87
2016-03-11,Product_1315,Whse_J,Category_019,3500,0,0,0,0,88
2016-03-11,Product_1430,Whse_J,Category_019,1300,0,0,0,0,88
2016-03-11,Product_1512,Whse_J,Category_019,1300,0,0,0,0,96
2016-03-11,Product_2167,Whse_C,Category_024,45,0,0,0,0,89
2016-03-11,Product_2015,Whse_J,Category_005,1000,0,0,0,0,89
2016-03-11,Product_1981,Whse_J,Category_005,400,0,0,0,0,89
2016-03-11,Product_0110,Whse_J,Category_032,6,0,0,0,0,83
2016-03-11,Product_0200,Whse_A,Category_007,250,0,0,0,0,88
2016-03-11,Product_1016,Whse_J,Category_007,100,0,0,0,0,88
2016-03-11,Product_2171,Whse_J,Category_007,2,0,0,0,0,81
2016-03-11,Product_1779,Whse_J,Category_010,9,0,0,0,0,95
2016-03-11,Product_0382,Whse_J,Category_030,100,0,0,0,0,82
2016-03-11,Product_1042,Whse_J,Category_005,100,0,0,0,0,89
2016-03-11,Product_0036,Whse_J,Category_005,500,0,0,0,0,89
2016-03-11,Product_2015,Whse_J,Category_005,1000,0,0,0,0,91
2016-03-11,Product_0495,Whse_C,Category_015,16,0,0,0,0,94
2016-03-11,Product_2142,Whse_J,Category_009,52,0,0,0,0,83
2016-03-11,Product_2136,Whse_J,Category_009,52,0,0,0,0,89
2016-03-11,Product_1453,Whse_J,Category_019,2400,0,0,0,0,83
2016-03-11,Product_0800,Whse_J,Category_001,21,0,0,0,0,85
2016-03-11,Product_1024,Whse_J,Category_008,2,0,0,0,0,81
2016-03-11,Product_0827,Whse_J,Category_008,2,0,0,0,0,90
2016-03-11,Product_0333,Whse_J,Category_021,1,0,0,0,0,87
2016-03-11,Product_0845,Whse_J,Category_021,4,0,0,0,0,93
2016-03-11,Product_0453,Whse_C,Category_015,14,0,0,0,0,83
2016-03-11,Product_0287,Whse_J,Category_021,20,0,0,0,0,86
2016-03-11,Product_1360,Whse_J,Category_019,20000,0,0,0,0,93
2016-03-11,Product_0031,Whse_J,Category_005,500,0,0,0,0,85
2016-03-11,Product_1216,Whse_J,Category_019,1000,0,0,0,0,80
2016-03-11,Product_0178,Whse_J,Category_007,13,0,0,0,0,89
2016-03-11,Product_0728,Whse_J,Category_001,25,0,0,0,0,93
2016-03-11,Product_0726,Whse_J,Category_001,25,0,0,0,0,91
2016-03-11,Product_0620,Whse_J,Category_001,4,0,0,0,0,86
2016-03-11,Product_0348,Whse_J,Category_021,100,0,0,0,0,82
2016-03-11,Product_1093,Whse_J,Category_024,3,0,0,0,0,87
2016-03-11,Product_0181,Whse_J,Category_007,30,0,0,0,0,84
2016-03-11,Product_1807,Whse_J,Category_024,2,0,0,0,0,84
2016-03-11,Product_0408,Whse_J,Category_019,125,0,0,0,0,89
2016-03-11,Product_0410,Whse_J,Category_019,2,0,0,0,0,96
2016-03-11,Product_1765,Whse_J,Category_005,100,0,0,0,0,92
2016-03-11,Product_1388,Whse_J,Category_019,500,0,0,0,0,96
2016-03-11,Product_1289,Whse_J,Category_019,200,0,0,0,0,93
2016-03-11,Product_1628,Whse_J,Category_019,2000,0,0,0,0,84
2016-03-11,Product_0979,Whse_A,Category_028,1000,0,0,0,0,86
2016-03-11,Product_0613,Whse_J,Category_001,2,0,0,0,0,80
2016-03-11,Product_0620,Whse_J,Category_001,2,0,0,0,0,81
2016-03-11,Product_1712,Whse_J,Category_026,3,0,0,0,0,95
2016-03-11,Product_1670,Whse_J,Category_026,30,1,0,0,0,96
2016-03-11,Product_1702,Whse_J,Category_026,3,0,0,0,0,86
2016-03-11,Product_1023,Whse_J,Category_007,1000,0,0,0,0,92
2016-03-11,Product_2076,Whse_A,Category_009,150,0,0,0,0,91
2016-03-11,Product_1347,Whse_J,Category_019,25000,0,0,0,0,95
2016-03-11,Product_1719,Whse_J,Category_003,4,0,0,0,0,94
2016-03-11,Product_1776,Whse_J,Category_010,3,0,0,0,0,96
2016-03-11,Product_2111,Whse_A,Category_009,500,0,0,0,0,82
2016-03-11,Product_2114,Whse_A,Category_009,1900,0,0,0,0,92
2016-03-11,Product_2027,Whse_J,Category_005,200,0,0,0,0,96
2016-03-11,Product_0033,Whse_J,Category_005,2500,0,0,0,0,82
2016-03-11,Product_1796,Whse_J,Category_005,300,0,0,0,0,92
2016-03-11,Product_0027,Whse_J,Category_005,200,0,0,0,0,86
2016-03-11,Product_0982,Whse_A,Category_028,2500,0,0,0,0,94
2016-03-11,Product_0219,Whse_J,Category_007,4,0,0,0,0,86
2016-03-11,Product_0214,Whse_J,Category_007,26,0,0,0,0,80
2016-03-11,Product_1520,Whse_J,Category_019,1000,0,0,0,0,94
2016-03-11,Product_0985,Whse_A,Category_028,5000,0,0,0,0,89
2016-03-11,Product_0987,Whse_A,Category_028,150,0,0,0,0,95
2016-03-11,Product_1000,Whse_A,Category_028,1000,0,0,0,0,80
2016-03-11,Product_1295,Whse_J,Category_019,2000,0,0,0,0,94
2016-03-11,Product_0980,Whse_A,Category_028,10000,0,0,0,0,86
2016-03-11,Product_1315,Whse_J,Category_019,200,0,0,0,0,86
2016-03-11,Product_1908,Whse_A,Category_028,3,0,0,0,0,94
2016-03-11,Product_1264,Whse_J,Category_019,1000,0,0,0,0,81
2016-03-11,Product_1378,Whse_J,Category_019,10000,0,0,0,0,82
2016-03-11,Product_1456,Whse_J,Category_019,2500,0,0,0,0,93
2016-03-11,Product_1453,Whse_J,Category_019,500,0,0,0,0,94
2016-03-11,Product_0074,Whse_J,Category_019,20000,0,0,0,0,96
2016-03-11,Product_0931,Whse_J,Category_006,5000,0,0,0,0,83
2016-03-11,Product_1456,Whse_J,Category_019,3000,0,0,0,0,89
2016-03-11,Product_1378,Whse_J,Category_019,1000,0,0,0,0,94
2016-03-11,Product_1315,Whse_J,Category_019,200,0,0,0,0,85
2016-03-11,Product_0251,Whse_J,Category_007,22,0,0,0,0,92
2016-03-11,Product_1248,Whse_J,Category_019,79000,0,0,0,0,84
2016-03-11,Product_1371,Whse_J,Category_019,100,0,0,0,0,87
2016-03-11,Product_1427,Whse_J,Category_019,500,0,0,0,0,87
2016-03-11,Product_0832,Whse_J,Category_019,1000,1,0,0,0,96
2016-03-11,Product_1250,Whse_J,Category_019,1500,0,0,0,0,90
2016-03-11,Product_1938,Whse_J,Category_001,2,0,0,0,0,84
2016-03-11,Product_1359,Whse_J,Category_019,30000,0,0,0,0,83
2016-03-11,Product_0668,Whse_J,Category_011,5,0,0,0,0,93
2016-03-11,Product_1465,Whse_C,Category_019,50000,0,0,0,0,89
2016-03-11,Product_1410,Whse_J,Category_019,1000,0,0,0,0,82
2016-03-11,Product_0565,Whse_A,Category_015,1,0,0,0,0,88
2016-03-11,Product_0079,Whse_J,Category_019,6000,0,0,0,0,88
2016-03-11,Product_1226,Whse_J,Category_019,200,0,0,0,0,91
2016-03-11,Product_1534,Whse_J,Category_019,2400,0,0,0,0,93
2016-03-11,Product_1401,Whse_J,Category_019,100,0,0,0,0,94
2016-03-11,Product_2071,Whse_A,Category_009,20,0,0,0,0,95
2016-03-11,Product_1025,Whse_J,Category_007,7,0,0,0,0,83
2016-03-11,Product_1570,Whse_J,Category_019,140000,0,0,0,0,91
2016-03-11,Product_2171,Whse_J,Category_007,1,0,0,0,0,91
2016-03-11,Product_1248,Whse_J,Category_019,20000,0,0,0,0,95
2016-03-11,Product_0016,Whse_J,Category_005,2000,0,0,0,0,84
2016-03-11,Product_1455,Whse_J,Category_019,2000,0,0,0,0,95
2016-03-11,Product_1241,Whse_J,Category_019,4000,0,0,0,0,93
2016-03-11,Product_1152,Whse_J,Category_006,10000,0,0,0,0,87
2016-03-11,Product_1202,Whse_J,Category_019,200,0,0,0,0,95
2016-03-11,Product_1134,Whse_J,Category_005,500,0,0,0,0,95
2016-03-11,Product_0732,Whse_J,Category_001,200,0,0,0,0,87
2016-03-11,Product_0764,Whse_J,Category_001,100,0,0,0,0,86
2016-03-11,Product_0776,Whse_J,Category_001,100,0,0,0,0,88
2016-03-11,Product_0818,Whse_J,Category_001,10,0,0,0,0,88
2016-03-11,Product_1692,Whse_J,Category_021,2,0,0,0,0,81
2016-03-11,Product_0292,Whse_J,Category_024,10,0,0,0,0,86
2016-03-11,Product_0174,Whse_J,Category_021,100,0,0,0,0,88
2016-03-11,Product_0410,Whse_J,Category_019,20,0,0,0,0,90
2016-03-11,Product_0408,Whse_J,Category_019,1500,0,0,0,0,90
2016-03-11,Product_0397,Whse_J,Category_030,100,0,0,0,0,89
2016-03-11,Product_1193,Whse_J,Category_019,200,0,0,0,0,80
2016-03-11,Product_0621,Whse_J,Category_001,1,0,0,0,0,86
2016-03-11,Product_0608,Whse_J,Category_001,2,0,0,0,0,81
2016-03-11,Product_1966,Whse_J,Category_005,300,0,0,0,0,95
2016-03-11,Product_1969,Whse_J,Category_005,100,0,0,0,0,96
2016-03-11,Product_1879,Whse_J,Category_005,100,0,0,0,0,84
2016-03-11,Product_0029,Whse_J,Category_005,50,0,0,0,0,90
2016-03-11,Product_1205,Whse_J,Category_019,200,0,0,0,0,82
2016-03-11,Product_2167,Whse_A,Category_024,4,0,0,0,0,88
2016-03-11,Product_2014,Whse_J,Category_019,500,0,0,0,0,85
2016-03-11,Product_1957,Whse_A,Category_029,20,0,0,0,0,80
2016-03-11,Product_1432,Whse_J,Category_019,5000,0,0,0,0,91
2016-03-11,Product_1314,Whse_J,Category_019,3000,0,0,0,0,91
2016-03-11,Product_1889,Whse_J,Category_007,100,0,0,0,0,90
2016-03-11,Product_1521,Whse_J,Category_019,5000,0,0,0,0,80
2016-03-11,Product_0608,Whse_J,Category_001,2,0,0,0,0,91
2016-03-11,Product_0727,Whse_J,Category_001,25,0,0,0,0,95
2016-03-11,Product_0982,Whse_A,Category_028,50,0,0,0,0,87
2016-03-11,Product_0620,Whse_J,Category_001,5,0,0,0,0,86
2016-03-11,Product_1847,Whse_A,Category_024,200,0,0,0,0,93
2016-03-11,Product_1442,Whse_A,Category_019,1000,0,0,0,0,96
2016-03-11,Product_0620,Whse_C,Category_001,1,0,0,0,0,84
2016-03-11,Product_0981,Whse_A,Category_028,500,0,0,0,0,80
2016-03-11,Product_1372,Whse_J,Category_019,800,0,0,0,0,82
2016-03-11,Product_1787,Whse_J,Category_006,2500,0,0,0,0,94
2016-03-11,Product_1274,Whse_J,Category_019,10000,0,0,0,0,80
2016-03-11,Product_1359,Whse_J,Category_019,50000,0,0,0,0,94
2016-03-11,Product_1244,Whse_J,Category_019,800,0,0,0,0,89
2016-03-11,Product_1274,Whse_J,Category_019,5000,0,0,0,0,87
2016-03-11,Product_0123,Whse_A,Category_021,460,0,0,0,0,91
2016-03-11,Product_0942,Whse_J,Category_005,100,0,0,0,0,96
2016-03-11,Product_1446,Whse_J,Category_019,1000,0,0,0,0,88
2016-03-11,Product_0012,Whse_J,Category_005,2000,0,0,0,0,96
2016-03-11,Product_1295,Whse_J,Category_019,30000,0,0,0,0,93
2016-03-11,Product_2169,Whse_C,Category_024,24,0,0,0,0,96
2016-03-11,Product_0609,Whse_J,Category_001,1,0,0,0,0,94
2016-03-11,Product_1726,Whse_A,Category_003,18,0,0,0,0,93
2016-03-11,Product_1991,Whse_J,Category_005,100,0,0,0,0,84
2016-03-11,Product_0931,Whse_J,Category_006,10000,0,0,0,0,87
2016-03-11,Product_1753,Whse_J,Category_001,3,0,0,0,0,84
2016-03-11,Product_1560,Whse_A,Category_019,50,0,0,0,0,90
2016-03-11,Product_0409,Whse_J,Category_019,20,0,0,0,0,92
2016-03-11,Product_0410,Whse_J,Category_019,20,0,0,0,0,96
2016-03-11,Product_1463,Whse_J,Category_019,2000,0,0,0,0,95
2016-03-11,Product_1765,Whse_J,Category_005,100,0,0,0,0,93
2016-03-11,Product_0608,Whse_J,Category_001,2,0,0,0,0,85
2016-03-11,Product_1470,Whse_A,Category_019,2000,0,0,0,0,95
2016-03-11,Product_1972,Whse_J,Category_005,1000,0,0,0,0,86
2016-03-11,Product_1512,Whse_J,Category_019,1000,0,0,0,0,87
2016-03-11,Product_1997,Whse_C,Category_005,1000,0,0,0,0,83
2016-03-11,Product_1886,Whse_J,Category_007,100,0,0,0,0,86
2016-03-11,Product_0723,Whse_J,Category_001,100,0,0,0,0,85
2016-03-11,Product_0147,Whse_C,Category_005,1000,0,0,0,0,83
2016-03-11,Product_0453,Whse_A,Category_015,2,0,0,0,0,92
2016-03-11,Product_0582,Whse_J,Category_032,120,1,0,0,0,84
2016-03-11,Product_0351,Whse_J,Category_021,10,0,0,0,0,86
2016-03-11,Product_1656,Whse_A,Category_026,24,0,0,0,0,81
2016-03-11,Product_1727,Whse_A,Category_003,18,0,0,0,0,91
2016-03-11,Product_1502,Whse_C,Category_019,50000,0,0,0,0,82
2016-03-11,Product_1286,Whse_J,Category_019,10000,0,0,0,0,86
2016-03-11,Product_0962,Whse_J,Category_005,7000,0,0,0,0,80
2016-03-11,Product_0908,Whse_J,Category_023,50,0,0,0,0,94
2016-03-11,Product_1509,Whse_A,Category_019,0,0,0,0,0,90
2016-03-11,Product_1243,Whse_C,Category_019,3000,0,0,0,0,86
2016-03-11,Product_1248,Whse_J,Category_019,10000,0,0,0,0,88
2016-03-11,Product_0720,Whse_J,Category_001,10,0,0,0,0,93
2016-03-11,Product_1875,Whse_J,Category_001,1,0,0,0,0,84
2016-03-11,Product_1461,Whse_A,Category_019,2000,0,0,0,0,95
2016-03-11,Product_0785,Whse_J,Category_001,5,0,0,0,0,84
2016-03-11,Product_0361,Whse_J,Category_007,3,0,0,0,0,87
2016-03-11,Product_1106,Whse_J,Category_006,100,0,0,0,0,84
2016-03-11,Product_0795,Whse_J,Category_001,5,0,0,0,0,88
2016-03-11,Product_1106,Whse_J,Category_006,500,0,0,0,0,96
2016-03-11,Product_0620,Whse_J,Category_001,3,0,0,0,0,85
2016-03-11,Product_0408,Whse_J,Category_019,1000,0,0,0,0,80
2016-03-11,Product_1767,Whse_J,Category_001,2,0,0,0,0,82
2016-03-11,Product_1106,Whse_J,Category_006,100,0,0,0,0,88
2016-03-11,Product_1875,Whse_J,Category_001,1,0,0,0,0,87
2016-03-11,Product_2167,Whse_C,Category_024,10,0,0,0,0,88
2016-03-11,Product_1368,Whse_A,Category_019,0,0,0,0,0,82
2016-03-11,Product_0613,Whse_J,Category_001,20,0,0,0,0,86
2016-03-11,Product_0943,Whse_J,Category_005,1000,0,0,0,0,96
2016-03-11,Product_0495,Whse_C,Category_015,3,0,0,0,0,87
2016-03-11,Product_0463,Whse_J,Category_015,50,0,0,0,0,91
2016-03-11,Product_1023,Whse_J,Category_007,1100,0,0,0,0,91
2016-03-11,Product_0408,Whse_J,Category_019,1500,0,0,0,0,89
2016-03-11,Product_0410,Whse_J,Category_019,20,0,0,0,0,82
2016-03-11,Product_1502,Whse_C,Category_019,100000,0,0,0,0,83
2016-03-11,Product_0124,Whse_J,Category_021,1,0,0,0,0,83
2016-03-11,Product_0130,Whse_J,Category_021,10,0,0,0,0,87
2016-03-11,Product_1992,Whse_J,Category_005,200,0,0,0,0,82
2016-03-11,Product_1965,Whse_J,Category_001,1,0,0,0,0,83
2016-03-11,Product_1286,Whse_J,Category_019,10000,0,0,0,0,80
2016-03-11,Product_0016,Whse_J,Category_005,100,0,0,0,0,91
2016-03-11,Product_1776,Whse_A,Category_010,1,0,0,0,0,86
2016-03-11,Product_1381,Whse_J,Category_019,10000,0,0,0,0,85
2016-03-11,Product_1432,Whse_C,Category_019,80000,0,0,0,0,82
2016-03-11,Product_1276,Whse_A,Category_019,1500,0,0,0,0,84
2016-03-11,Product_0772,Whse_J,Category_001,25,0,0,0,0,92
2016-03-11,Product_0215,Whse_J,Category_007,25,0,0,0,0,91
2016-03-11,Product_1410,Whse_J,Category_019,500,0,0,0,0,84
2016-03-11,Product_1016,Whse_J,Category_007,100,0,0,0,0,81
2016-03-11,Product_0785,Whse_J,Category_001,5,0,0,0,0,83
2016-03-11,Product_0620,Whse_J,Category_001,2,0,0,0,0,86
2016-03-11,Product_1597,Whse_C,Category_030,100,1,0,0,0,86
2016-03-11,Product_1592,Whse_C,Category_030,100,0,0,0,0,94
2016-03-11,Product_2039,Whse_J,Category_011,2,0,0,0,0,82
2016-03-11,Product_1132,Whse_C,Category_030,200,1,0,0,0,88
2016-03-11,Product_0559,Whse_C,Category_030,500,0,0,0,0,92
2016-03-11,Product_1675,Whse_J,Category_021,2,0,0,0,0,88
2016-03-11,Product_1470,Whse_J,Category_019,500,0,0,0,0,83
2016-03-11,Product_0124,Whse_J,Category_021,4,0,0,0,0,84
2016-03-11,Product_0364,Whse_J,Category_021,4,0,0,0,0,87
2016-03-11,Product_2006,Whse_J,Category_005,300,0,0,0,0,82
2016-03-11,Product_2166,Whse_C,Category_024,12,0,0,0,0,88
2016-03-11,Product_2010,Whse_J,Category_005,100,0,0,0,0,94
2016-03-11,Product_1314,Whse_J,Category_019,1000,0,0,0,0,83
2016-03-11,Product_1153,Whse_J,Category_006,5000,0,0,0,0,96
2016-03-11,Product_1648,Whse_J,Category_019,500,0,0,0,0,81
2016-03-11,Product_1017,Whse_J,Category_007,100,1,0,0,0,88
2016-03-11,Product_1239,Whse_J,Category_019,300,0,0,0,0,80
2016-03-11,Product_1480,Whse_C,Category_019,50000,0,0,0,0,94
2016-03-11,Product_0333,Whse_J,Category_021,100,0,0,0,0,95
2016-03-11,Product_1287,Whse_J,Category_019,20000,0,0,0,0,84
2016-03-11,Product_0187,Whse_J,Category_007,500,0,0,0,0,89
2016-03-11,Product_1407,Whse_C,Category_019,32000,0,0,0,0,95
2016-03-11,Product_2050,Whse_J,Category_011,1000,0,0,0,0,80
2016-03-11,Product_0723,Whse_J,Category_001,25,0,0,0,0,81
2016-03-11,Product_1281,Whse_C,Category_019,6000,0,0,0,0,81
2016-03-11,Product_0361,Whse_J,Category_007,1,0,0,0,0,92
2016-03-11,Product_0787,Whse_J,Category_001,25,0,0,0,0,80
2016-03-11,Product_0725,Whse_J,Category_001,25,0,0,0,0,86
2016-03-11,Product_1790,Whse_J,Category_006,5000,0,0,0,0,95
2016-03-11,Product_0755,Whse_J,Category_001,25,0,0,0,0,80
2016-03-11,Product_0620,Whse_J,Category_001,10,0,0,0,0,92
2016-03-11,Product_1278,Whse_C,Category_019,100000,0,0,0,0,93
2016-03-11,Product_0779,Whse_J,Category_001,10,0,0,0,0,87
2016-03-11,Product_0940,Whse_J,Category_005,100,0,0,0,0,91
2016-03-11,Product_1680,Whse_J,Category_021,9,0,0,0,0,91
2016-03-11,Product_0469,Whse_C,Category_005,200,0,0,0,0,96
2016-03-11,Product_0664,Whse_J,Category_011,20,0,0,0,0,86
2016-03-11,Product_0719,Whse_J,Category_001,5,0,0,0,0,80
2016-03-11,Product_1430,Whse_J,Category_019,3000,0,0,0,0,89
2016-03-11,Product_1360,Whse_J,Category_019,5000,0,0,0,0,85
2016-03-11,Product_1410,Whse_J,Category_019,1000,1,0,0,0,80
2016-03-11,Product_1554,Whse_J,Category_019,2000,0,0,0,0,80
2016-03-11,Product_1307,Whse_J,Category_019,100,0,0,0,0,90
2016-03-11,Product_1768,Whse_J,Category_001,2,0,0,0,0,91
2016-03-11,Product_0344,Whse_J,Category_021,1,0,0,0,0,87
2016-03-11,Product_1788,Whse_J,Category_006,1000,0,0,0,0,82
2016-03-11,Product_0552,Whse_C,Category_030,500,0,0,0,0,88
2016-03-11,Product_0841,Whse_J,Category_021,4,0,0,0,0,94
2016-03-11,Product_1967,Whse_J,Category_005,2000,0,0,0,0,95
2016-03-11,Product_1403,Whse_C,Category_019,1000,0,0,0,0,83
2016-03-11,Product_1264,Whse_J,Category_019,3000,0,0,0,0,94
2016-03-11,Product_1230,Whse_J,Category_019,100,1,0,0,0,95
2016-03-11,Product_1023,Whse_J,Category_007,100,0,0,0,0,96
2016-03-11,Product_1016,Whse_J,Category_007,100,0,0,0,0,95
2016-03-11,Product_1306,Whse_J,Category_019,1000,0,0,0,0,88
2016-03-11,Product_1274,Whse_J,Category_019,2000,0,0,0,0,80
2016-03-11,Product_0758,Whse_J,Category_001,25,0,0,0,0,88
2016-03-11,Product_1839,Whse_J,Category_006,2000,0,0,0,0,89
2016-03-11,Product_1666,Whse_J,Category_026,1,0,0,0,0,83
2016-03-11,Product_1667,Whse_J,Category_026,2,0,0,0,0,92
2016-03-11,Product_1378,Whse_J,Category_019,2000,0,0,0,0,95
2016-03-11,Product_0040,Whse_J,Category_011,100,0,0,0,0,95
2016-03-11,Product_1016,Whse_J,Category_007,100,0,0,0,0,84
2016-03-11,Product_1658,Whse_J,Category_026,1,0,0,0,0,84
2016-03-11,Product_0191,Whse_C,Category_007,1920,0,0,0,0,96
2016-03-11,Product_2167,Whse_J,Category_024,10,0,0,0,0,80
2016-03-11,Product_1250,Whse_J,Category_019,1000,0,0,0,0,94
2016-03-11,Product_1995,Whse_J,Category_019,300,0,0,0,0,91
2016-03-11,Product_0083,Whse_J,Category_019,6000,0,0,0,0,85
2016-03-11,Product_0349,Whse_C,Category_021,20,0,0,0,0,94
2016-03-11,Product_0329,Whse_A,Category_021,4,0,0,0,0,96
2016-03-11,Product_0018,Whse_J,Category_005,1000,0,0,0,0,83
2016-03-11,Product_0995,Whse_J,Category_028,100,0,0,0,0,95
2016-03-11,Product_1403,Whse_J,Category_019,30000,0,0,0,0,83
2016-03-11,Product_1752,Whse_J,Category_001,10,0,0,0,0,81
2016-03-11,Product_1670,Whse_A,Category_026,27,0,0,0,0,89
2016-03-11,Product_1520,Whse_C,Category_019,15000,1,0,0,0,96
2016-03-11,Product_0984,Whse_J,Category_028,300,0,0,0,0,87
2016-03-11,Product_1948,Whse_J,Category_001,1,0,0,0,0,94
2016-03-11,Product_1586,Whse_C,Category_030,300,0,0,0,0,91
2016-03-11,Product_1456,Whse_J,Category_019,5000,0,0,0,0,91
2016-03-11,Product_1763,Whse_J,Category_001,3,0,0,0,0,82
2016-03-11,Product_1519,Whse_A,Category_019,2000,0,0,0,0,91
2016-03-11,Product_1853,Whse_J,Category_001,1,0,0,0,0,84
2016-03-11,Product_0185,Whse_J,Category_007,300,0,0,0,0,84
2016-03-11,Product_0266,Whse_J,Category_001,2,0,0,0,0,82
2016-03-11,Product_0620,Whse_J,Category_001,1,0,0,0,0,91
2016-03-11,Product_0754,Whse_J,Category_001,10,0,0,0,0,86
2016-03-11,Product_0796,Whse_J,Category_001,10,0,0,0,0,92
2016-03-11,Product_0181,Whse_J,Category_007,300,0,0,0,0,95
2016-03-11,Product_1120,Whse_J,Category_007,6,0,0,0,0,91
2016-03-11,Product_1760,Whse_J,Category_001,2,0,0,0,0,85
2016-03-11,Product_1236,Whse_J,Category_019,200,0,0,0,0,87
2016-03-11,Product_1759,Whse_J,Category_001,1,0,0,0,0,92
2016-03-11,Product_0437,Whse_A,Category_012,19,1,0,0,0,95
2016-03-11,Product_0493,Whse_J,Category_015,8,0,0,0,0,81
2016-03-11,Product_1877,Whse_J,Category_001,1,0,0,0,0,89
2016-03-11,Product_0047,Whse_J,Category_005,100,0,0,0,0,81
2016-03-11,Product_0033,Whse_J,Category_005,1000,0,0,0,0,81
2016-03-11,Product_0493,Whse_J,Category_015,24,0,0,0,0,86
2016-03-11,Product_1512,Whse_J,Category_019,100,0,0,0,0,80
2016-03-11,Product_1453,Whse_J,Category_019,10000,0,0,0,0,84
2016-03-11,Product_0546,Whse_J,Category_013,50,0,0,0,0,92
2016-03-11,Product_1408,Whse_J,Category_019,1000,0,0,0,0,92
2016-03-11,Product_1382,Whse_J,Category_019,40000,0,0,0,0,96
2016-03-11,Product_1831,Whse_J,Category_006,1000,0,0,0,0,96
2016-03-11,Product_0493,Whse_J,Category_015,8,0,0,0,0,88
2016-03-11,Product_0505,Whse_A,Category_015,4,0,0,0,0,90
2016-03-11,Product_1268,Whse_J,Category_019,5000,0,0,0,0,93
2016-03-11,Product_0951,Whse_A,Category_018,87,0,0,0,0,95
2016-03-11,Product_0021,Whse_C,Category_005,1000,0,0,0,0,93
2016-03-11,Product_1581,Whse_C,Category_005,5000,0,0,0,0,96
2016-03-11,Product_0654,Whse_J,Category_011,50,0,0,0,0,87
2016-03-11,Product_1692,Whse_J,Category_021,2,0,0,0,0,95
2016-03-11,Product_0901,Whse_J,Category_023,50,0,0,0,0,95
2016-03-11,Product_1477,Whse_A,Category_019,200,0,0,0,0,80
2016-03-11,Product_1375,Whse_J,Category_019,30000,0,0,0,0,84
2016-03-11,Product_0786,Whse_J,Category_001,10,0,0,0,0,89
2016-03-11,Product_0371,Whse_S,Category_030,4000,0,0,0,0,90
2016-03-11,Product_0021,Whse_J,Category_005,1500,0,0,0,0,89
2016-03-11,Product_0120,Whse_A,Category_021,20,0,0,0,0,88
2016-03-11,Product_0984,Whse_J,Category_028,200,0,0,0,0,89
2016-03-11,Product_0309,Whse_J,Category_024,1,0,0,0,0,92
2016-03-11,Product_1757,Whse_J,Category_001,2,0,0,0,0,95
2016-03-11,Product_1479,Whse_J,Category_019,5000,0,0,0,0,88
2016-03-11,Product_0015,Whse_J,Category_005,3000,0,0,0,0,80
2016-03-11,Product_0040,Whse_J,Category_011,200,0,0,0,0,89
2016-03-11,Product_1946,Whse_J,Category_001,3,0,0,0,0,82
2016-03-11,Product_0256,Whse_J,Category_001,1,0,0,0,0,80
2016-03-11,Product_0258,Whse_J,Category_001,1,0,0,0,0,81
2016-03-11,Product_1846,Whse_J,Category_006,2000,0,0,0,0,80
2016-03-11,Product_0130,Whse_A,Category_021,10,0,0,0,0,90
2016-03-11,Product_1423,Whse_A,Category_019,700,0,0,0,0,92
2016-03-11,Product_0034,Whse_J,Category_005,300,0,0,0,0,83
2016-03-11,Product_0583,Whse_J,Category_032,48,0,0,0,0,90
2016-03-11,Product_0632,Whse_J,Category_001,1,0,0,0,0,82
2016-03-11,Product_1017,Whse_J,Category_007,250,0,0,0,0,84
2016-03-11,Product_1274,Whse_J,Category_019,20000,0,0,0,0,83
2016-03-11,Product_1295,Whse_J,Category_019,10000,0,0,0,0,92
2016-03-11,Product_0110,Whse_J,Category_032,48,0,0,0,0,96
2016-03-11,Product_1114,Whse_J,Category_007,10,0,0,0,0,95
2016-03-11,Product_1680,Whse_J,Category_021,2,0,0,0,0,84
2016-03-11,Product_0654,Whse_J,Category_011,10,0,0,0,0,83
2016-03-11,Product_1421,Whse_A,Category_019,500,0,0,0,0,81
2016-03-11,Product_0214,Whse_J,Category_007,20,0,0,0,0,90
2016-03-13,Product_0789,Whse_J,Category_001,20,0,0,0,0,86
