Supplier_ID,SKU,Lead_Time_Days,Supplier_Reliability,MOQ
SUP_0651,Product_1622,8,47.89,395
SUP_0652,Product_2022,4,75.83,532
SUP_0653,Product_1107,4,53.95,462
SUP_0654,Product_0022,6,71.79,434
SUP_0655,Product_1902,5,92.93,147
SUP_0656,Product_0961,2,78.68,354
SUP_0657,Product_1591,3,81.91,187
SUP_0658,Product_1257,7,87.62,288
SUP_0659,Product_0359,2,72.68,642
SUP_0660,Product_1737,13,65.7,243
SUP_0661,Product_1830,12,55.92,282
SUP_0662,Product_0952,6,49.7,282
SUP_0663,Product_1226,6,84.19,312
SUP_0664,Product_1300,8,32.74,750
SUP_0665,Product_0090,5,73.86,186
SUP_0666,Product_0964,13,43.84,317
SUP_0667,Product_1536,10,32.09,136
SUP_0668,Product_0143,6,80.16,257
SUP_0669,Product_0391,10,83.51,180
SUP_0670,Product_0991,14,29.53,183
SUP_0671,Product_1535,7,48.71,912
SUP_0672,Product_1386,9,54.12,458
SUP_0673,Product_1254,5,59.15,150
SUP_0674,Product_0204,10,27.52,1317
SUP_0675,Product_0550,6,84.27,408
SUP_0676,Product_0950,3,27.25,282
SUP_0677,Product_0217,13,42.73,240
SUP_0678,Product_1843,8,49.23,202
SUP_0679,Product_1490,6,80.71,739
SUP_0680,Product_0123,14,63.65,420
SUP_0681,Product_0897,14,71.15,270
SUP_0682,Product_1022,3,35.74,159
SUP_0683,Product_0007,6,78.19,599
SUP_0684,Product_0024,3,99.0,271
SUP_0685,Product_0051,3,74.53,820
SUP_0686,Product_0003,14,83.02,457
SUP_0687,Product_0384,9,64.96,955
SUP_0688,Product_1791,8,32.18,577
SUP_0689,Product_1259,4,50.58,275
SUP_0690,Product_1534,14,46.08,107
SUP_0691,Product_1305,4,60.76,209
SUP_0692,Product_2025,14,65.04,331
SUP_0693,Product_0416,7,71.68,248
SUP_0694,Product_0287,7,57.77,278
SUP_0695,Product_0201,3,58.85,132
SUP_0696,Product_0685,5,93.53,370
SUP_0697,Product_1609,4,99.0,1253
SUP_0698,Product_1903,14,83.4,413
SUP_0699,Product_1576,4,95.92,765
SUP_0700,Product_0219,5,55.81,361
SUP_0701,Product_2082,7,15.69,448
SUP_0702,Product_0841,10,46.72,83
SUP_0703,Product_0863,3,69.57,167
SUP_0704,Product_0026,2,95.29,188
SUP_0705,Product_0068,10,90.14,71
SUP_0706,Product_0618,14,46.3,2096
SUP_0707,Product_1552,4,76.67,266
SUP_0708,Product_1127,11,62.35,383
SUP_0709,Product_1606,7,57.94,304
SUP_0710,Product_1036,14,46.94,369
SUP_0711,Product_2003,13,56.12,388
SUP_0712,Product_1473,4,81.01,306
SUP_0713,Product_1425,6,81.65,256
SUP_0714,Product_0879,8,44.09,186
SUP_0715,Product_0992,7,56.0,348
SUP_0716,Product_1006,12,46.16,239
SUP_0717,Product_2150,3,82.47,664
SUP_0718,Product_2016,10,51.17,512
SUP_0719,Product_1625,10,53.55,147
SUP_0720,Product_0052,11,67.33,732
SUP_0721,Product_0995,10,30.23,653
SUP_0722,Product_1730,10,64.22,390
SUP_0723,Product_0889,5,79.21,56
SUP_0724,Product_0589,8,53.47,192
SUP_0725,Product_1984,5,83.89,209
SUP_0726,Product_1884,6,33.63,173
SUP_0727,Product_0977,10,45.36,154
SUP_0728,Product_1888,3,51.55,225
SUP_0729,Product_2028,5,42.77,145
SUP_0730,Product_0045,11,48.73,500
SUP_0731,Product_1203,12,64.15,499
SUP_0732,Product_1207,7,76.42,439
SUP_0733,Product_0414,2,51.85,274
SUP_0734,Product_1448,5,99.0,881
SUP_0735,Product_0055,11,73.52,201
SUP_0736,Product_0047,8,62.86,168
SUP_0737,Product_0250,12,80.85,101
SUP_0738,Product_1200,4,72.36,224
SUP_0739,Product_1607,14,94.92,402
SUP_0740,Product_1998,12,55.07,388
SUP_0741,Product_1194,2,99.0,234
SUP_0742,Product_1255,6,72.3,142
SUP_0743,Product_0288,14,66.4,1303
SUP_0744,Product_0383,8,59.9,419
SUP_0745,Product_1261,11,66.04,207
SUP_0746,Product_0635,12,83.23,670
SUP_0747,Product_0562,5,40.88,161
SUP_0748,Product_2111,12,47.14,363
SUP_0749,Product_1879,6,80.49,294
SUP_0750,Product_1129,6,68.6,177
SUP_0751,Product_1434,4,61.35,295
SUP_0752,Product_1994,8,94.0,1348
SUP_0753,Product_0469,2,99.0,183
SUP_0754,Product_0564,4,90.81,125
SUP_0755,Product_1985,10,63.88,110
SUP_0756,Product_1109,2,57.62,306
SUP_0757,Product_1550,5,44.55,761
SUP_0758,Product_1296,4,99.0,203
SUP_0759,Product_1598,9,55.62,351
SUP_0760,Product_1499,11,79.69,496
SUP_0761,Product_0886,10,56.88,141
SUP_0762,Product_1557,7,73.16,295
SUP_0763,Product_0830,3,94.7,346
SUP_0764,Product_0563,9,41.18,570
SUP_0765,Product_1649,13,56.7,211
SUP_0766,Product_1301,12,91.32,283
SUP_0767,Product_1313,11,72.68,233
SUP_0768,Product_0963,7,49.73,608
SUP_0769,Product_1811,12,55.87,411
SUP_0770,Product_1004,8,55.62,251
SUP_0771,Product_1014,13,87.27,204
SUP_0772,Product_2002,4,94.04,1034
SUP_0773,Product_1196,5,64.77,143
SUP_0774,Product_0649,4,59.37,464
SUP_0775,Product_1537,8,76.88,423
SUP_0776,Product_1231,14,75.99,122
SUP_0777,Product_2109,2,43.73,90
SUP_0778,Product_1579,9,54.9,330
SUP_0779,Product_2005,13,92.73,171
SUP_0780,Product_1406,13,64.24,135
SUP_0781,Product_1983,3,46.73,216
SUP_0782,Product_1604,11,74.04,2045
SUP_0783,Product_0559,6,88.14,71
SUP_0784,Product_0877,5,61.34,946
SUP_0785,Product_0144,5,67.52,109
SUP_0786,Product_1223,13,43.8,287
SUP_0787,Product_0891,9,62.17,271
SUP_0788,Product_2167,11,34.5,433
SUP_0789,Product_0914,10,56.2,144
SUP_0790,Product_1889,14,67.38,436
SUP_0791,Product_0211,7,41.63,183
SUP_0792,Product_1586,7,88.18,153
SUP_0793,Product_1185,10,53.79,172
SUP_0794,Product_0138,4,47.88,132
SUP_0795,Product_0067,5,66.94,82
SUP_0796,Product_0212,11,48.88,646
SUP_0797,Product_0192,6,61.48,459
SUP_0798,Product_0915,3,73.29,260
SUP_0799,Product_2149,11,56.17,903
SUP_0800,Product_1471,11,68.2,499
SUP_0801,Product_0664,4,61.58,212
SUP_0802,Product_1827,2,30.88,63
SUP_0803,Product_0922,7,75.72,440
SUP_0804,Product_1562,13,65.35,302
SUP_0805,Product_0920,9,48.77,412
SUP_0806,Product_0010,2,52.72,426
SUP_0807,Product_0228,3,47.8,376
SUP_0808,Product_1413,14,45.85,2321
SUP_0809,Product_1990,9,99.0,229
SUP_0810,Product_0358,11,66.46,68
SUP_0811,Product_0110,5,48.94,412
SUP_0812,Product_1032,13,73.01,257
SUP_0813,Product_0957,2,73.64,71
SUP_0814,Product_0207,6,47.56,1281
SUP_0815,Product_0477,11,45.05,542
SUP_0816,Product_1563,3,91.08,222
SUP_0817,Product_1189,8,74.46,612
SUP_0818,Product_1258,7,99.0,228
SUP_0819,Product_0475,9,66.44,127
SUP_0820,Product_1011,6,99.0,115
SUP_0821,Product_1544,12,99.0,294
SUP_0822,Product_0606,8,68.13,395
SUP_0823,Product_0275,9,83.89,370
SUP_0824,Product_0187,3,51.87,402
SUP_0825,Product_0916,11,66.42,450
SUP_0826,Product_1565,4,65.32,233
SUP_0827,Product_2148,2,99.0,242
SUP_0828,Product_0092,7,59.17,902
SUP_0829,Product_1131,10,68.05,137
SUP_0830,Product_1608,7,74.66,843
SUP_0831,Product_0115,11,42.21,269
SUP_0832,Product_0406,11,35.14,69
SUP_0833,Product_1530,4,99.0,133
SUP_0834,Product_0899,5,77.21,117
SUP_0835,Product_0043,2,54.46,204
SUP_0836,Product_2132,8,47.11,68
SUP_0837,Product_1640,3,66.2,437
SUP_0838,Product_1549,9,96.71,349
SUP_0839,Product_1365,9,91.19,260
SUP_0840,Product_1538,4,72.67,594
SUP_0841,Product_1639,8,74.02,288
SUP_0842,Product_1506,5,88.34,324
SUP_0843,Product_0252,8,86.27,139
SUP_0844,Product_1428,12,57.6,275
SUP_0845,Product_1491,9,50.18,210
SUP_0846,Product_0835,14,49.34,517
SUP_0847,Product_0948,14,41.11,81
SUP_0848,Product_0431,12,63.48,629
SUP_0849,Product_0514,8,60.41,74
SUP_0850,Product_2013,3,44.47,560
SUP_0851,Product_0120,7,83.46,65
SUP_0852,Product_1251,8,67.45,1683
SUP_0853,Product_0909,13,99.0,314
SUP_0854,Product_1364,10,99.0,275
SUP_0855,Product_0378,13,73.75,504
SUP_0856,Product_0836,12,34.34,292
SUP_0857,Product_1029,9,51.19,105
SUP_0858,Product_2172,6,92.23,70
SUP_0859,Product_0297,9,63.77,204
SUP_0860,Product_2114,2,87.12,128
SUP_0861,Product_0188,11,62.97,408
SUP_0862,Product_0185,4,46.53,122
SUP_0863,Product_0181,11,68.61,120
SUP_0864,Product_1310,14,79.32,185
SUP_0865,Product_1551,14,76.48,266
SUP_0866,Product_1426,9,19.41,121
SUP_0867,Product_2009,8,75.46,52
SUP_0868,Product_0549,2,99.0,60
SUP_0869,Product_1212,10,99.0,325
SUP_0870,Product_1252,13,58.45,886
SUP_0871,Product_0833,2,97.62,217
SUP_0872,Product_1283,4,82.74,129
SUP_0873,Product_1989,11,40.6,571
SUP_0874,Product_0220,8,5.34,519
SUP_0875,Product_0397,2,89.55,29
SUP_0876,Product_2012,5,77.57,102
SUP_0877,Product_2108,2,41.21,420
SUP_0878,Product_0277,14,46.93,414
SUP_0879,Product_1602,9,87.24,144
SUP_0880,Product_0373,11,57.19,224
SUP_0881,Product_0555,9,66.35,45
SUP_0882,Product_0230,9,26.1,702
SUP_0883,Product_1599,10,97.57,116
SUP_0884,Product_0994,12,52.03,123
SUP_0885,Product_0199,3,52.75,189
SUP_0886,Product_0924,2,90.98,102
SUP_0887,Product_0880,13,64.87,409
SUP_0888,Product_2000,7,61.74,229
SUP_0889,Product_0321,9,44.22,72
SUP_0890,Product_0892,5,82.02,245
SUP_0891,Product_1569,7,93.79,202
SUP_0892,Product_0603,8,63.74,685
SUP_0893,Product_0174,5,33.99,331
SUP_0894,Product_0583,8,26.7,236
SUP_0895,Product_0227,10,47.69,333
SUP_0896,Product_0689,14,40.44,261
SUP_0897,Product_0605,4,42.64,236
SUP_0898,Product_0506,5,66.48,187
SUP_0899,Product_0091,14,94.74,92
SUP_0900,Product_0276,5,62.62,203
SUP_0901,Product_1993,4,67.68,679
SUP_0902,Product_1497,9,54.75,299
SUP_0903,Product_0076,9,99.0,166
SUP_0904,Product_0953,2,42.84,168
SUP_0905,Product_1202,12,75.17,144
SUP_0906,Product_1012,5,95.74,445
SUP_0907,Product_0684,10,69.39,490
SUP_0908,Product_1028,13,23.07,171
SUP_0909,Product_1642,3,82.94,123
SUP_0910,Product_0046,12,53.44,301
SUP_0911,Product_0939,12,72.94,523
SUP_0912,Product_1293,12,99.0,62
SUP_0913,Product_0921,6,91.27,220
SUP_0914,Product_0582,11,60.8,183
SUP_0915,Product_0654,10,87.92,292
SUP_0916,Product_1531,11,84.45,270
SUP_0917,Product_2089,5,99.0,221
SUP_0918,Product_1039,9,85.75,272
SUP_0919,Product_1108,13,60.95,674
SUP_0920,Product_1845,7,53.21,71
SUP_0921,Product_0380,3,83.66,233
SUP_0922,Product_0117,9,98.12,432
SUP_0923,Product_0284,6,72.34,585
SUP_0924,Product_1311,4,52.03,512
SUP_0925,Product_2081,3,69.9,80
SUP_0926,Product_1412,6,97.14,126
SUP_0927,Product_0650,14,74.36,718
SUP_0928,Product_1795,14,60.06,439
SUP_0929,Product_0426,4,91.52,516
SUP_0930,Product_2090,11,59.01,132
SUP_0931,Product_0246,13,54.93,271
SUP_0932,Product_0923,8,68.0,1670
SUP_0933,Product_2100,2,97.85,227
SUP_0934,Product_0971,7,44.51,832
SUP_0935,Product_0593,5,51.61,197
SUP_0936,Product_0876,12,64.79,149
SUP_0937,Product_1462,14,43.17,87
SUP_0938,Product_1517,6,43.5,259
SUP_0939,Product_0349,14,33.48,174
SUP_0940,Product_0050,7,76.96,496
SUP_0941,Product_0224,9,87.71,210
SUP_0942,Product_0229,6,74.98,463
SUP_0943,Product_1605,3,61.15,337
SUP_0944,Product_1201,4,53.67,310
SUP_0945,Product_0648,11,68.84,253
SUP_0946,Product_1887,4,8.39,180
SUP_0947,Product_1796,4,78.48,79
SUP_0948,Product_1188,8,63.29,341
SUP_0949,Product_0386,5,90.75,611
SUP_0950,Product_0983,13,72.16,708
SUP_0951,Product_1043,3,43.23,153
SUP_0952,Product_1411,12,51.94,1414
SUP_0953,Product_0009,12,62.75,151
SUP_0954,Product_0727,5,59.45,414
SUP_0955,Product_0904,5,79.92,266
SUP_0956,Product_0140,12,72.98,269
SUP_0957,Product_0245,6,87.92,142
SUP_0958,Product_0304,3,72.88,38
SUP_0959,Product_0560,9,81.12,153
SUP_0960,Product_0636,10,46.22,361
SUP_0961,Product_2083,5,85.72,138
SUP_0962,Product_1230,12,57.26,1148
SUP_0963,Product_1186,4,63.57,130
SUP_0964,Product_0344,3,88.74,275
SUP_0965,Product_2026,11,42.15,254
SUP_0966,Product_0243,6,35.59,841
SUP_0967,Product_0308,9,37.6,153
SUP_0968,Product_1558,2,81.77,182
SUP_0969,Product_1291,3,70.55,165
SUP_0970,Product_0646,6,72.88,284
SUP_0971,Product_0203,14,65.36,112
SUP_0972,Product_1105,2,86.78,616
SUP_0973,Product_1026,6,63.52,248
SUP_0974,Product_1206,14,80.51,399
SUP_0975,Product_0968,4,64.41,85
SUP_0976,Product_1726,8,65.43,639
SUP_0977,Product_2107,14,2.0,42
SUP_0978,Product_0399,11,45.37,352
SUP_0979,Product_0248,8,32.07,554
SUP_0980,Product_1192,7,63.67,246
SUP_0981,Product_0253,6,23.77,263
SUP_0982,Product_0429,7,99.0,350
SUP_0983,Product_0241,3,44.3,46
SUP_0984,Product_0190,11,35.0,458
SUP_0985,Product_0993,7,79.09,707
SUP_0986,Product_1260,5,68.03,416
SUP_0987,Product_1982,4,53.36,2087
SUP_0988,Product_0599,9,83.85,102
SUP_0989,Product_0883,14,82.09,155
SUP_0990,Product_1187,5,54.66,119
SUP_0991,Product_1996,11,97.44,264
SUP_0992,Product_0005,11,55.12,649
SUP_0993,Product_1140,12,15.93,132
SUP_0994,Product_0604,7,81.84,242
SUP_0995,Product_0437,12,73.17,209
SUP_0996,Product_0242,13,32.47,88
SUP_0997,Product_2030,2,61.45,727
SUP_0998,Product_0898,6,37.93,327
SUP_0999,Product_0439,3,70.16,410
SUP_1000,Product_1638,8,89.66,86
SUP_1001,Product_1197,14,74.83,184
SUP_1002,Product_1277,6,19.26,106
SUP_1003,Product_0875,6,70.8,355
SUP_1004,Product_0463,2,99.0,155
SUP_1005,Product_0476,13,59.29,758
SUP_1006,Product_0056,6,69.64,362
SUP_1007,Product_0208,6,47.13,272
SUP_1008,Product_0888,14,24.08,468
SUP_1009,Product_0901,11,51.43,28
SUP_1010,Product_0301,11,81.09,432
SUP_1011,Product_1037,6,82.82,43
SUP_1012,Product_1077,5,68.72,867
SUP_1013,Product_0619,11,32.93,304
SUP_1014,Product_0453,6,48.35,262
SUP_1015,Product_0890,9,44.93,272
SUP_1016,Product_0978,13,50.42,216
SUP_1017,Product_0028,4,76.79,87
SUP_1018,Product_0175,4,58.57,244
SUP_1019,Product_1627,14,73.5,178
SUP_1020,Product_0382,12,94.34,82
SUP_1021,Product_0400,6,80.88,333
SUP_1022,Product_0590,9,46.51,380
SUP_1023,Product_1040,14,31.87,289
SUP_1024,Product_1183,11,96.89,93
SUP_1025,Product_0724,11,58.17,788
SUP_1026,Product_0239,13,76.97,247
SUP_1027,Product_1631,13,85.9,185
SUP_1028,Product_1433,2,99.0,255
SUP_1029,Product_1595,3,65.91,90
SUP_1030,Product_1045,11,66.79,293
SUP_1031,Product_1498,7,80.91,52
SUP_1032,Product_0130,14,36.62,445
SUP_1033,Product_0223,2,62.47,58
SUP_1034,Product_2076,3,70.63,279
SUP_1035,Product_1890,3,68.0,88
SUP_1036,Product_0834,13,88.69,90
SUP_1037,Product_2023,4,97.98,123
SUP_1038,Product_1978,12,71.66,120
SUP_1039,Product_0884,7,56.26,683
SUP_1040,Product_2137,2,67.54,383
SUP_1041,Product_0370,14,81.36,235
SUP_1042,Product_1114,12,57.51,271
SUP_1043,Product_0767,14,71.76,30
SUP_1044,Product_0027,4,70.13,836
SUP_1045,Product_1085,11,70.42,667
SUP_1046,Product_0254,9,49.07,456
SUP_1047,Product_0286,11,39.72,140
SUP_1048,Product_0040,6,99.0,618
SUP_1049,Product_0486,8,52.95,605
SUP_1050,Product_1405,10,99.0,81
SUP_1051,Product_0006,5,51.85,288
SUP_1052,Product_0436,6,99.0,307
SUP_1053,Product_1033,6,49.71,393
SUP_1054,Product_0039,14,99.0,235
SUP_1055,Product_1724,13,68.01,446
SUP_1056,Product_1069,7,59.99,515
SUP_1057,Product_1292,5,48.25,815
SUP_1058,Product_1611,10,21.74,237
SUP_1059,Product_0249,5,69.66,147
SUP_1060,Product_1205,2,96.52,441
SUP_1061,Product_0049,4,99.0,281
SUP_1062,Product_0158,12,68.04,430
SUP_1063,Product_0182,8,75.83,233
SUP_1064,Product_2088,2,70.3,178
SUP_1065,Product_0235,14,64.4,205
SUP_1066,Product_0377,8,84.64,278
SUP_1067,Product_1126,3,63.26,120
SUP_1068,Product_0273,6,58.0,152
SUP_1069,Product_0042,12,49.22,92
SUP_1070,Product_0423,6,81.71,673
SUP_1071,Product_2128,12,55.35,204
SUP_1072,Product_2112,7,66.9,131
SUP_1073,Product_0723,2,97.79,93
SUP_1074,Product_0184,8,52.05,41
SUP_1075,Product_2135,2,99.0,238
SUP_1076,Product_0196,12,35.93,276
SUP_1077,Product_0154,2,58.63,360
SUP_1078,Product_0969,7,45.86,748
SUP_1079,Product_2053,3,69.56,185
SUP_1080,Product_0186,11,48.32,372
SUP_1081,Product_1041,13,59.51,161
SUP_1082,Product_1979,5,76.03,88
SUP_1083,Product_0030,11,52.64,154
SUP_1084,Product_2072,4,78.91,82
SUP_1085,Product_0221,11,38.91,569
SUP_1086,Product_0926,3,99.0,711
SUP_1087,Product_1038,4,74.06,430
SUP_1088,Product_1130,12,34.55,142
SUP_1089,Product_2110,5,44.62,257
SUP_1090,Product_0911,12,21.33,220
SUP_1091,Product_0313,11,68.55,312
SUP_1092,Product_0238,7,46.82,86
SUP_1093,Product_2101,6,38.41,106
SUP_1094,Product_1529,7,96.9,154
SUP_1095,Product_0907,5,45.29,154
SUP_1096,Product_2123,2,86.7,763
SUP_1097,Product_1137,4,69.15,61
SUP_1098,Product_2133,6,66.04,75
SUP_1099,Product_0925,11,83.46,600
SUP_1100,Product_1583,9,79.63,403
SUP_1101,Product_0389,10,63.43,553
SUP_1102,Product_0872,2,55.14,398
SUP_1103,Product_1115,7,81.69,213
SUP_1104,Product_0410,13,46.76,230
SUP_1105,Product_1597,14,59.51,957
SUP_1106,Product_1052,5,78.71,233
SUP_1107,Product_2154,5,60.25,153
SUP_1108,Product_0409,10,53.33,147
SUP_1109,Product_0142,9,70.49,332
SUP_1110,Product_1044,7,19.12,837
SUP_1111,Product_0566,14,44.99,996
SUP_1112,Product_0320,3,44.77,149
SUP_1113,Product_1042,9,64.6,1198
SUP_1114,Product_0686,12,74.43,275
SUP_1115,Product_1594,4,62.02,403
SUP_1116,Product_0111,6,52.81,426
SUP_1117,Product_0910,2,67.17,141
SUP_1118,Product_1797,4,92.92,143
SUP_1119,Product_0141,5,60.99,39
SUP_1120,Product_0512,8,75.89,310
SUP_1121,Product_2018,4,59.12,331
SUP_1122,Product_2020,14,43.26,230
SUP_1123,Product_1329,8,67.99,353
SUP_1124,Product_0755,9,65.08,365
SUP_1125,Product_0908,8,67.07,257
SUP_1126,Product_1809,2,68.7,366
SUP_1127,Product_1090,14,47.32,146
SUP_1128,Product_0348,4,57.41,339
SUP_1129,Product_1333,13,73.23,201
SUP_1130,Product_2070,4,68.67,105
SUP_1131,Product_0887,6,79.32,361
SUP_1132,Product_0743,14,39.01,228
SUP_1133,Product_0652,9,99.0,98
SUP_1134,Product_0588,5,68.82,156
SUP_1135,Product_0676,9,37.73,151
SUP_1136,Product_2098,12,23.53,170
SUP_1137,Product_1138,8,77.7,655
SUP_1138,Product_0231,10,55.04,333
SUP_1139,Product_1575,4,99.0,110
SUP_1140,Product_1559,2,74.22,115
SUP_1141,Product_0759,13,58.0,788
SUP_1142,Product_0681,10,83.21,253
SUP_1143,Product_1592,11,88.09,274
SUP_1144,Product_1613,7,68.42,162
SUP_1145,Product_0687,12,86.69,436
SUP_1146,Product_0278,5,86.38,306
SUP_1147,Product_1046,9,37.49,203
SUP_1148,Product_0600,10,59.1,509
SUP_1149,Product_1891,11,74.24,255
SUP_1150,Product_0155,6,88.73,460
SUP_1151,Product_2095,9,80.21,332
SUP_1152,Product_2075,5,52.85,420
SUP_1153,Product_1718,3,46.8,460
SUP_1154,Product_2168,9,58.84,376
SUP_1155,Product_0586,12,71.28,456
SUP_1156,Product_1139,9,50.98,1628
SUP_1157,Product_0570,8,78.31,199
SUP_1158,Product_1672,8,43.69,349
SUP_1159,Product_2113,10,70.19,754
SUP_1160,Product_1182,5,33.07,205
SUP_1161,Product_0294,2,47.62,135
SUP_1162,Product_1325,11,68.0,391
SUP_1163,Product_0547,14,45.44,255
SUP_1164,Product_0739,6,33.82,207
SUP_1165,Product_0458,11,84.33,105
SUP_1166,Product_2071,10,81.68,561
SUP_1167,Product_0176,5,32.01,53
SUP_1168,Product_0839,8,72.02,720
SUP_1169,Product_1725,12,8.72,291
SUP_1170,Product_0233,3,60.92,106
SUP_1171,Product_0607,13,66.18,72
SUP_1172,Product_0705,7,82.28,177
SUP_1173,Product_1335,3,72.26,312
SUP_1174,Product_0658,11,36.89,350
SUP_1175,Product_0707,4,77.1,552
SUP_1176,Product_0902,14,68.69,588
SUP_1177,Product_0791,9,45.29,1368
SUP_1178,Product_0572,7,74.88,343
SUP_1179,Product_0495,14,38.65,201
SUP_1180,Product_0274,5,59.78,229
SUP_1181,Product_0300,11,38.23,788
SUP_1182,Product_0700,13,69.58,136
SUP_1183,Product_0768,13,72.22,820
SUP_1184,Product_2139,13,28.54,706
SUP_1185,Product_1051,10,46.47,218
SUP_1186,Product_0882,2,74.01,357
SUP_1187,Product_2129,3,68.18,184
SUP_1188,Product_2159,2,58.94,45
SUP_1189,Product_2087,10,57.49,123
SUP_1190,Product_0131,9,49.3,352
SUP_1191,Product_2118,3,84.63,56
SUP_1192,Product_0139,4,99.0,115
SUP_1193,Product_0412,2,86.13,293
SUP_1194,Product_0680,10,77.09,1306
SUP_1195,Product_1050,5,56.03,658
SUP_1196,Product_0543,2,48.77,739
SUP_1197,Product_1049,2,30.19,102
SUP_1198,Product_0663,2,43.33,479
SUP_1199,Product_0335,11,58.72,341
SUP_1200,Product_0041,2,83.23,158
SUP_1201,Product_0468,12,82.54,285
SUP_1202,Product_0653,4,70.7,19
SUP_1203,Product_1328,9,42.72,108
SUP_1204,Product_0118,9,34.25,322
SUP_1205,Product_0222,9,57.25,173
SUP_1206,Product_1322,13,61.86,213
SUP_1207,Product_0280,3,62.88,177
SUP_1208,Product_0302,2,50.97,155
SUP_1209,Product_1079,6,60.64,425
SUP_1210,Product_1323,13,60.67,290
SUP_1211,Product_2055,11,89.38,233
SUP_1212,Product_2144,3,75.39,380
SUP_1213,Product_2140,8,99.0,234
SUP_1214,Product_0873,7,49.54,497
SUP_1215,Product_0121,8,72.78,228
SUP_1216,Product_0662,4,75.7,61
SUP_1217,Product_2136,13,82.33,114
SUP_1218,Product_0177,6,60.9,222
SUP_1219,Product_1035,13,57.0,320
SUP_1220,Product_0725,6,70.42,155
SUP_1221,Product_0919,10,71.48,510
SUP_1222,Product_0808,5,63.57,267
SUP_1223,Product_1745,11,77.77,273
SUP_1224,Product_0105,11,67.48,436
SUP_1225,Product_0311,9,46.99,334
SUP_1226,Product_0375,8,99.0,182
SUP_1227,Product_1055,9,72.93,149
SUP_1228,Product_0706,9,59.68,123
SUP_1229,Product_0770,8,46.77,368
SUP_1230,Product_0255,5,56.85,172
SUP_1231,Product_1798,9,62.83,240
SUP_1232,Product_0333,6,67.03,157
SUP_1233,Product_1326,8,66.36,112
SUP_1234,Product_0428,9,43.01,837
SUP_1235,Product_0688,10,43.21,955
SUP_1236,Product_0792,14,78.1,380
SUP_1237,Product_0896,11,38.26,198
SUP_1238,Product_1590,7,17.82,172
SUP_1239,Product_1675,11,50.67,445
SUP_1240,Product_1143,9,61.54,190
SUP_1241,Product_1334,9,99.0,66
SUP_1242,Product_0773,10,40.9,247
SUP_1243,Product_0683,4,97.79,286
SUP_1244,Product_0679,6,94.34,451
SUP_1245,Product_0682,11,66.57,589
SUP_1246,Product_1958,2,90.26,356
SUP_1247,Product_0893,8,55.87,487
SUP_1248,Product_0726,8,31.5,53
SUP_1249,Product_0678,9,39.2,326
SUP_1250,Product_1719,3,69.08,410
SUP_1251,Product_0162,8,98.05,1509
SUP_1252,Product_1125,8,84.53,150
SUP_1253,Product_1336,9,63.47,73
SUP_1254,Product_0489,13,60.62,232
SUP_1255,Product_1330,7,57.93,118
SUP_1256,Product_0488,8,44.52,245
SUP_1257,Product_0584,13,34.74,529
SUP_1258,Product_0168,3,83.36,270
SUP_1259,Product_0272,2,40.16,96
SUP_1260,Product_1339,2,69.47,418
SUP_1261,Product_1327,10,64.65,290
SUP_1262,Product_0988,14,71.4,230
SUP_1263,Product_0285,2,55.44,162
SUP_1264,Product_0430,8,49.23,79
SUP_1265,Product_0762,7,65.37,137
SUP_1266,Product_0844,10,78.18,461
SUP_1267,Product_2093,9,38.93,159
SUP_1268,Product_0903,2,51.99,297
SUP_1269,Product_0116,6,69.82,340
SUP_1270,Product_0205,14,40.18,57
SUP_1271,Product_2052,10,44.48,371
SUP_1272,Product_0316,8,63.62,285
SUP_1273,Product_1180,11,21.69,271
SUP_1274,Product_0029,5,77.11,96
SUP_1275,Product_0660,14,54.79,316
SUP_1276,Product_1142,13,98.99,302
SUP_1277,Product_0464,2,88.84,713
SUP_1278,Product_2153,10,68.04,530
SUP_1279,Product_0548,5,85.34,117
SUP_1280,Product_0510,6,69.48,331
SUP_1281,Product_1705,10,31.19,244
SUP_1282,Product_1716,13,58.86,610
SUP_1283,Product_2166,4,56.38,159
SUP_1284,Product_0317,13,84.45,83
SUP_1285,Product_0757,14,66.83,380
SUP_1286,Product_1338,2,75.31,177
SUP_1287,Product_0210,10,94.26,66
SUP_1288,Product_0592,11,39.62,172
SUP_1289,Product_0218,13,68.51,57
SUP_1290,Product_0729,6,5.18,466
SUP_1291,Product_1317,3,42.4,512
SUP_1292,Product_0517,11,22.35,95
SUP_1293,Product_0534,13,42.67,669
SUP_1294,Product_0445,4,86.96,145
SUP_1295,Product_1084,11,65.66,709
SUP_1296,Product_1915,10,77.82,295
SUP_1297,Product_2121,4,75.67,73
SUP_1298,Product_1320,7,99.0,39
SUP_1299,Product_1141,7,57.72,290
SUP_1300,Product_1324,8,71.91,329
SUP_1301,Product_1340,9,98.51,85
SUP_1302,Product_0881,6,57.92,266
SUP_1303,Product_1670,7,70.81,114
SUP_1304,Product_0795,2,62.66,171
SUP_1305,Product_1669,10,71.42,108
SUP_1306,Product_0846,2,52.77,260
SUP_1307,Product_0843,8,47.64,143
SUP_1308,Product_0740,8,64.91,48
SUP_1309,Product_1331,10,78.65,50
SUP_1310,Product_2024,2,97.42,482
SUP_1311,Product_0708,4,49.41,884
SUP_1312,Product_2169,14,37.19,483
SUP_1313,Product_0774,4,39.17,706
SUP_1314,Product_1332,11,88.27,788
