Warehouse,SKU,Current_Stock,Reserved_Stock
Whse_J,Product_0188,3121,1289
Whse_J,Product_0196,1295,687
Whse_J,Product_0197,380,199
Whse_J,Product_0198,971,189
Whse_J,Product_0199,1580,1133
Whse_J,Product_0200,1109,686
Whse_J,Product_0206,1812,1618
Whse_J,Product_0214,4314,3532
Whse_J,Product_0215,2337,2192
Whse_J,Product_0216,129,127
Whse_J,Product_0217,2283,1353
Whse_J,Product_0218,242,241
Whse_J,Product_0219,4258,1173
Whse_J,Product_0220,1366,1010
Whse_J,Product_0221,535,529
Whse_J,Product_0222,691,163
Whse_J,Product_0223,1293,717
Whse_J,Product_0224,851,533
Whse_J,Product_0225,944,941
Whse_J,Product_0226,1158,996
Whse_J,Product_0227,1061,678
Whse_J,Product_0228,1504,1374
Whse_J,Product_0229,634,501
Whse_J,Product_0230,736,393
Whse_J,Product_0231,3281,382
Whse_J,Product_0232,22,14
Whse_J,Product_0233,578,537
Whse_J,Product_0234,989,496
Whse_J,Product_0235,1127,608
Whse_J,Product_0236,834,91
Whse_J,Product_0237,603,56
Whse_J,Product_0238,1587,254
Whse_J,Product_0239,805,515
Whse_J,Product_0240,1388,779
Whse_J,Product_0241,1638,1073
Whse_J,Product_0242,1532,611
Whse_J,Product_0243,1307,496
Whse_J,Product_0244,614,82
Whse_J,Product_0248,293,288
Whse_J,Product_0249,276,177
Whse_J,Product_0250,2245,830
Whse_J,Product_0251,643,27
Whse_J,Product_0252,3059,1102
Whse_J,Product_0253,901,364
Whse_J,Product_0254,858,488
Whse_J,Product_0255,609,88
Whse_J,Product_0256,409,7
Whse_J,Product_0257,21,5
Whse_J,Product_0258,1392,3
Whse_J,Product_0259,149,4
Whse_J,Product_0260,770,39
Whse_J,Product_0261,273,133
Whse_J,Product_0262,332,19
Whse_J,Product_0263,1311,16
Whse_J,Product_0264,97,8
Whse_J,Product_0265,567,7
Whse_J,Product_0266,630,15
Whse_J,Product_0267,645,13
Whse_J,Product_0268,502,3
Whse_J,Product_0269,67,10
Whse_J,Product_0270,287,15
Whse_J,Product_0271,299,5
Whse_J,Product_0273,1444,376
Whse_J,Product_0275,1001,659
Whse_J,Product_0276,890,689
Whse_J,Product_0277,3054,1233
Whse_J,Product_0278,1243,239
Whse_J,Product_0279,615,195
Whse_J,Product_0280,1000,150
Whse_J,Product_0281,194,72
Whse_J,Product_0282,994,256
Whse_J,Product_0283,337,279
Whse_J,Product_0284,1332,890
Whse_J,Product_0285,489,168
Whse_J,Product_0286,1152,643
Whse_J,Product_0287,1457,799
Whse_J,Product_0288,2096,1117
Whse_J,Product_0289,652,90
Whse_J,Product_0290,671,50
Whse_J,Product_0291,1581,258
Whse_J,Product_0292,296,42
Whse_J,Product_0294,378,180
Whse_J,Product_0295,628,138
Whse_J,Product_0296,362,111
Whse_J,Product_0297,982,598
Whse_J,Product_0298,1642,182
Whse_J,Product_0299,772,189
Whse_J,Product_0300,390,194
Whse_J,Product_0301,543,312
Whse_J,Product_0302,819,48
Whse_J,Product_0303,273,137
Whse_J,Product_0304,443,312
Whse_J,Product_0305,84,68
Whse_J,Product_0306,934,22
Whse_J,Product_0307,701,52
Whse_J,Product_0308,1011,344
Whse_J,Product_0309,44,31
Whse_J,Product_0310,1741,66
Whse_J,Product_0311,1299,143
Whse_J,Product_0313,2058,574
Whse_J,Product_0314,333,162
Whse_J,Product_0315,833,73
Whse_J,Product_0316,1187,201
Whse_J,Product_0317,685884,254
Whse_J,Product_0318,613,103
Whse_J,Product_0322,453,50
Whse_J,Product_0323,189,42
Whse_J,Product_0324,131,23
Whse_J,Product_0325,419,24
Whse_J,Product_0327,40,4
Whse_J,Product_0328,227,8
Whse_J,Product_0329,2035,71
Whse_J,Product_0331,449,13
Whse_J,Product_0332,1398,38
Whse_J,Product_0333,384,70
Whse_J,Product_0334,926,14
Whse_J,Product_0335,771,97
Whse_J,Product_0336,1518,45
Whse_J,Product_0337,1581,73
Whse_J,Product_0338,329,43
Whse_J,Product_0339,246,44
Whse_J,Product_0340,399,13
Whse_J,Product_0341,139,57
Whse_J,Product_0344,704,355
Whse_J,Product_0345,124,116
Whse_J,Product_0346,116,30
Whse_J,Product_0348,1423,129
Whse_J,Product_0349,2167,111
Whse_J,Product_0350,280,6
Whse_J,Product_0351,2417,77
Whse_J,Product_0353,1743,40
Whse_J,Product_0354,582,33
Whse_J,Product_0355,18441,18373
Whse_J,Product_0356,8891,8007
Whse_J,Product_0357,10385,9995
Whse_J,Product_0358,3537,3354
Whse_J,Product_0359,22933,22720
Whse_J,Product_0361,686,20
Whse_J,Product_0362,668,10
Whse_J,Product_0363,1146,4
Whse_J,Product_0364,1324,30
Whse_J,Product_0365,419,8
Whse_J,Product_0367,2898,2441
Whse_J,Product_0369,514,192
Whse_J,Product_0370,1104,716
Whse_J,Product_0373,1548,514
Whse_J,Product_0375,358,164
Whse_J,Product_0377,4501,1046
Whse_J,Product_0378,1243,886
Whse_J,Product_0380,536,400
Whse_J,Product_0382,1939,714
Whse_J,Product_0383,2095,1278
Whse_J,Product_0386,2320,1029
Whse_J,Product_0389,1654,589
Whse_J,Product_0393,308,21
Whse_J,Product_0394,2419,43
Whse_J,Product_0395,320,19
Whse_J,Product_0396,374,48
Whse_J,Product_0397,567,483
Whse_J,Product_0399,823,748
Whse_J,Product_0400,1285,759
Whse_J,Product_0402,607,15
Whse_J,Product_0406,1444,809
Whse_J,Product_0407,2924,2443
Whse_J,Product_0408,4260,3610
Whse_J,Product_0409,702,44
Whse_J,Product_0410,439,178
Whse_J,Product_0412,1516,69
Whse_J,Product_0429,1892,749
Whse_J,Product_0430,8587,186
Whse_J,Product_0431,2733,2475
Whse_J,Product_0432,630,8
Whse_J,Product_0433,6901,6759
Whse_J,Product_0443,2784,91
Whse_J,Product_0444,464,44
Whse_J,Product_0445,345,84
Whse_J,Product_0446,1597,68
Whse_J,Product_0447,699,26
Whse_J,Product_0448,227,112
Whse_J,Product_0449,1049,13
Whse_J,Product_0450,35,22
Whse_J,Product_0451,723,230
Whse_J,Product_0452,372,106
Whse_J,Product_0453,508,187
Whse_J,Product_0454,191,62
Whse_J,Product_0455,474,57
Whse_J,Product_0457,550,28
Whse_J,Product_0458,542,75
Whse_J,Product_0459,777,143
Whse_J,Product_0460,3920,48
Whse_J,Product_0461,140,25
Whse_J,Product_0462,501,91
Whse_J,Product_0463,1070,65
Whse_J,Product_0464,546,73
Whse_J,Product_0468,778,296
Whse_J,Product_0469,1957,777
Whse_J,Product_0471,210,45
Whse_J,Product_0472,44,18
Whse_J,Product_0473,506,5
Whse_J,Product_0474,531,29
Whse_J,Product_0475,3601,2558
Whse_J,Product_0476,2654,1629
Whse_J,Product_0478,6001,4825
Whse_J,Product_0479,5252,4517
Whse_J,Product_0481,1026,129
Whse_J,Product_0482,966,10
Whse_J,Product_0483,1507,51
Whse_J,Product_0485,459,71
Whse_J,Product_0486,488,385
Whse_J,Product_0487,535,87
Whse_J,Product_0488,1245,653
Whse_J,Product_0489,1074,332
Whse_J,Product_0490,185,82
Whse_J,Product_0492,672,19
Whse_J,Product_0493,212,66
Whse_J,Product_0494,2045,14
Whse_J,Product_0497,486,10
Whse_J,Product_0498,31,5
Whse_J,Product_0499,1336,10
Whse_J,Product_0500,342,25
Whse_J,Product_0501,900,13
Whse_J,Product_0502,216,18
Whse_J,Product_0503,423,74
Whse_J,Product_0504,1831,41
Whse_J,Product_0505,47,46
Whse_J,Product_0508,547,28
Whse_J,Product_0509,252,53
Whse_J,Product_0510,220,97
Whse_J,Product_0512,260,230
Whse_J,Product_0513,1581,106
Whse_J,Product_0514,2124,867
Whse_J,Product_0516,1823,55
Whse_J,Product_0517,776,83
Whse_J,Product_0520,372,27
Whse_J,Product_0524,262,81
Whse_J,Product_0525,42,22
Whse_J,Product_0526,1533,14
Whse_J,Product_0529,307,47
Whse_J,Product_0533,952,71
Whse_J,Product_0534,877,157
Whse_J,Product_0537,357,17
Whse_J,Product_0538,143,68
Whse_J,Product_0539,778,66
Whse_J,Product_0540,903,14
Whse_J,Product_0544,675,39
Whse_J,Product_0545,760,188
Whse_J,Product_0546,858,41
Whse_J,Product_0547,1560,144
Whse_J,Product_0548,190,67
Whse_J,Product_0564,2150,1894
Whse_J,Product_0568,496,37
Whse_J,Product_0569,1102,59
Whse_J,Product_0570,1446,132
Whse_J,Product_0571,341,41
Whse_J,Product_0572,1648,371
Whse_J,Product_0578,170,53
Whse_J,Product_0581,403,171
Whse_J,Product_0582,2531,441
Whse_J,Product_0583,1484,1197
Whse_J,Product_0584,1151,316
Whse_J,Product_0585,387,170
Whse_J,Product_0586,1808,348
Whse_J,Product_0588,734,263
Whse_J,Product_0590,3258,591
Whse_J,Product_0593,1098,1089
Whse_J,Product_0594,1044,141
Whse_J,Product_0596,775,290
Whse_J,Product_0597,260,7
Whse_J,Product_0598,452,6
Whse_J,Product_0600,706,480
Whse_J,Product_0601,417,173
Whse_J,Product_0602,637,224
Whse_J,Product_0603,3319,771
Whse_J,Product_0604,2314,1462
Whse_J,Product_0605,2036,1055
Whse_J,Product_0606,770,573
Whse_J,Product_0607,464,163
Whse_J,Product_0608,605,35
Whse_J,Product_0609,1110,6
Whse_J,Product_0612,2912,3
Whse_J,Product_0613,319,40
Whse_J,Product_0614,3089,38
Whse_J,Product_0615,208,62
Whse_J,Product_0616,717,19
Whse_J,Product_0617,1785,13
Whse_J,Product_0618,783,596
Whse_J,Product_0619,506,396
Whse_J,Product_0620,2177,23
Whse_J,Product_0621,641,8
Whse_J,Product_0623,861,44
Whse_J,Product_0624,180,9
Whse_J,Product_0625,686,17
Whse_J,Product_0626,208,6
Whse_J,Product_0627,665,44
Whse_J,Product_0628,807,29
Whse_J,Product_0629,2251,13
Whse_J,Product_0630,1495,3
Whse_J,Product_0631,74,24
Whse_J,Product_0632,3769,20
Whse_J,Product_0633,639,7
Whse_J,Product_0639,286,24
Whse_J,Product_0640,1563,10
Whse_J,Product_0641,1539,10
Whse_J,Product_0642,463,23
Whse_J,Product_0643,1783,6
Whse_J,Product_0644,155,7
Whse_J,Product_0645,1004,24
Whse_J,Product_0648,2407,1649
Whse_J,Product_0649,2412,1787
Whse_J,Product_0651,1701,4
Whse_J,Product_0652,1109,108
Whse_J,Product_0653,1581,343
Whse_J,Product_0654,726,174
Whse_J,Product_0655,884,13
Whse_J,Product_0656,259,25
Whse_J,Product_0657,42,14
Whse_J,Product_0658,7547,235
Whse_J,Product_0659,1510,39
Whse_J,Product_0660,374,166
Whse_J,Product_0661,911,34
Whse_J,Product_0662,2381,362
Whse_J,Product_0663,1518,219
Whse_J,Product_0664,1145,304
Whse_J,Product_0665,1160,20
Whse_J,Product_0666,670,52
Whse_J,Product_0667,2877,50
Whse_J,Product_0668,1401,53
Whse_J,Product_0669,430,35
Whse_J,Product_0670,2334,74
Whse_J,Product_0671,214,52
Whse_J,Product_0672,1412,92
Whse_J,Product_0673,679,8
Whse_J,Product_0674,1541,2
Whse_J,Product_0675,809,14
Whse_J,Product_0676,963,496
Whse_J,Product_0677,5854,4785
Whse_J,Product_0678,1706,413
Whse_J,Product_0679,2936,272
Whse_J,Product_0680,2048,351
Whse_J,Product_0681,2539,488
Whse_J,Product_0682,1195,281
Whse_J,Product_0683,4939,623
Whse_J,Product_0684,5073,1516
Whse_J,Product_0685,1303,899
Whse_J,Product_0686,1536,433
Whse_J,Product_0687,1544,250
Whse_J,Product_0688,913,421
Whse_J,Product_0689,3181,894
Whse_J,Product_0690,7329,6605
Whse_J,Product_0691,1615,619
Whse_J,Product_0692,1267,294
Whse_J,Product_0693,2204,18
Whse_J,Product_0694,1222,16
Whse_J,Product_0695,685,150
Whse_J,Product_0696,3742,123
Whse_J,Product_0697,587,151
Whse_J,Product_0698,1540,188
Whse_J,Product_0699,199,147
Whse_J,Product_0700,1374,104
Whse_J,Product_0701,401,314
Whse_J,Product_0702,2506,122
Whse_J,Product_0703,555,22
Whse_J,Product_0704,3868,32
Whse_J,Product_0705,4579,253
Whse_J,Product_0706,1081,341
Whse_J,Product_0707,1057,318
Whse_J,Product_0708,1485,264
Whse_J,Product_0709,376,266
Whse_J,Product_0710,1097,109
Whse_J,Product_0711,1100,38
Whse_J,Product_0712,1531,16
Whse_J,Product_0713,724,69
Whse_J,Product_0714,106,68
Whse_J,Product_0715,1471,66
Whse_J,Product_0716,756,35
Whse_J,Product_0717,255,94
Whse_J,Product_0718,512,31
Whse_J,Product_0719,956,47
Whse_J,Product_0720,1186,36
Whse_J,Product_0721,1118,24
Whse_J,Product_0722,2714,35
Whse_J,Product_0723,2553,139
Whse_J,Product_0724,1420,378
Whse_J,Product_0725,4770,102
Whse_J,Product_0726,1116,173
Whse_J,Product_0727,1618,359
Whse_J,Product_0728,715,41
Whse_J,Product_0729,1363,106
Whse_J,Product_0730,1868,166
Whse_J,Product_0731,772,23
Whse_J,Product_0732,367,31
Whse_J,Product_0733,599,45
Whse_J,Product_0734,984,48
Whse_J,Product_0735,184,69
Whse_J,Product_0736,127,24
Whse_J,Product_0737,3315,27
Whse_J,Product_0738,2749,42
Whse_J,Product_0739,2227,300
Whse_J,Product_0740,840,116
Whse_J,Product_0741,5475,238
Whse_J,Product_0742,5124,155
Whse_J,Product_0743,323,309
Whse_J,Product_0744,470,123
Whse_J,Product_0745,957,55
Whse_J,Product_0746,1163,162
Whse_J,Product_0747,717,15
Whse_J,Product_0748,326,68
Whse_J,Product_0749,1481,46
Whse_J,Product_0750,1221,58
Whse_J,Product_0751,329,18
Whse_J,Product_0752,5665,67
Whse_J,Product_0753,3810,22
Whse_J,Product_0754,1045,99
Whse_J,Product_0755,1033,127
Whse_J,Product_0756,1206,79
Whse_J,Product_0757,1768,156
Whse_J,Product_0758,2280,192
Whse_J,Product_0759,2218,378
Whse_J,Product_0760,559,133
Whse_J,Product_0761,161,161
Whse_J,Product_0762,2397,96
Whse_J,Product_0763,1064,11
Whse_J,Product_0764,1403,59
Whse_J,Product_0765,3520,9
Whse_J,Product_0766,1330,47
Whse_J,Product_0767,1863,187
Whse_J,Product_0768,4195,148
Whse_J,Product_0769,789,181
Whse_J,Product_0770,2186,89
Whse_J,Product_0771,1300,187
Whse_J,Product_0772,2553,183
Whse_J,Product_0773,1074,189
Whse_J,Product_0774,2552,80
Whse_J,Product_0775,649,22
Whse_J,Product_0776,441,105
Whse_J,Product_0777,3150,13
Whse_J,Product_0778,2300,44
Whse_J,Product_0779,1589,46
Whse_J,Product_0780,2421,46
Whse_J,Product_0781,2379,29
Whse_J,Product_0782,2498,26
Whse_J,Product_0783,2256,109
Whse_J,Product_0784,3585,52
Whse_J,Product_0785,66,55
Whse_J,Product_0786,496,40
Whse_J,Product_0787,1270,125
Whse_J,Product_0788,1290,38
Whse_J,Product_0789,3799,56
Whse_J,Product_0790,469,32
Whse_J,Product_0791,409,144
Whse_J,Product_0792,737,50
Whse_J,Product_0793,4177,66
Whse_J,Product_0794,3016,48
Whse_J,Product_0795,1241,81
Whse_J,Product_0796,2047,50
Whse_J,Product_0797,1368,11
Whse_J,Product_0798,2255,39
Whse_J,Product_0799,2100,11
Whse_J,Product_0800,1249,16
Whse_J,Product_0801,334,12
Whse_J,Product_0802,3009,16
Whse_J,Product_0803,721,27
Whse_J,Product_0804,1303,71
Whse_J,Product_0805,139,15
Whse_J,Product_0806,1366,16
Whse_J,Product_0807,7249,35
Whse_J,Product_0808,1477,105
Whse_J,Product_0810,2913,99
Whse_J,Product_0811,2934,14
Whse_J,Product_0812,470,11
Whse_J,Product_0813,204,9
Whse_J,Product_0814,1329,16
Whse_J,Product_0815,763,29
Whse_J,Product_0816,408,20
Whse_J,Product_0817,1040,14
Whse_J,Product_0818,3642,15
Whse_J,Product_0819,3681,19
Whse_J,Product_0820,910,8
Whse_J,Product_0821,242,21
Whse_J,Product_0822,419,29
Whse_J,Product_0823,360,24
Whse_J,Product_0826,2593,45
Whse_J,Product_0827,872,34
Whse_J,Product_0828,1203,37
Whse_J,Product_0829,249759,246118
Whse_J,Product_0830,4926,1207
Whse_J,Product_0831,21779,18904
Whse_J,Product_0832,9870,9845
Whse_J,Product_0833,2684,1829
Whse_J,Product_0834,5223,759
Whse_J,Product_0835,7043,3475
Whse_J,Product_0836,3598,1934
Whse_J,Product_0837,45750,44170
Whse_J,Product_0838,6804,2958
Whse_J,Product_0839,1638,217
Whse_J,Product_0840,1817,185
Whse_J,Product_0841,2137,1570
Whse_J,Product_0842,1095,82
Whse_J,Product_0843,2805,135
Whse_J,Product_0844,1773,208
Whse_J,Product_0845,5033,3527
Whse_J,Product_0846,4922,82
Whse_J,Product_0847,206,47
Whse_J,Product_0848,3035,94
Whse_J,Product_0853,5439,70
Whse_J,Product_0860,720,21
Whse_J,Product_0861,6843,17
Whse_J,Product_0862,2083,10
Whse_J,Product_0864,1010,2
Whse_J,Product_0865,3949,7
Whse_J,Product_0866,957,8
Whse_J,Product_0867,3307,7
Whse_J,Product_0868,1542,74
Whse_J,Product_0900,3339,236
Whse_J,Product_0901,1713,321
Whse_J,Product_0903,5314,222
Whse_J,Product_0904,1350,278
Whse_J,Product_0905,1271,1029
Whse_J,Product_0907,8800,208
Whse_J,Product_0908,722,412
Whse_J,Product_0928,14501,14325
Whse_J,Product_0929,11692,7655
Whse_J,Product_0930,24801,22771
Whse_J,Product_0931,23275,22079
Whse_J,Product_0932,11191,9462
Whse_J,Product_0933,46580,40879
Whse_J,Product_0934,5175,4282
Whse_J,Product_0935,14816,12368
Whse_J,Product_0936,44613,35532
Whse_J,Product_0937,7802,7724
Whse_J,Product_0939,4852,394
Whse_J,Product_0940,3564,1031
Whse_J,Product_0941,9996,7569
Whse_J,Product_0942,3468,2475
Whse_J,Product_0943,17278,16401
Whse_J,Product_0947,437,7
Whse_J,Product_0950,3568,1499
Whse_J,Product_0952,7141,2089
Whse_J,Product_0953,2567,955
Whse_J,Product_0954,1372,8
Whse_J,Product_0955,298,17
Whse_J,Product_0956,5665,9
Whse_J,Product_0957,1121,384
Whse_J,Product_0959,3153,3
Whse_J,Product_0960,193,5
Whse_J,Product_0961,2796,1103
Whse_J,Product_0962,29796,27723
Whse_J,Product_0963,863,758
Whse_J,Product_0964,10772,2170
Whse_J,Product_0968,1980,535
Whse_J,Product_0969,1454,386
Whse_J,Product_0970,1510,172
Whse_J,Product_0971,4327,798
Whse_J,Product_0972,2326,225
Whse_J,Product_0973,2394,1801
Whse_J,Product_0974,4759,3765
Whse_J,Product_0975,14500,10758
Whse_J,Product_0976,1585,1537
Whse_J,Product_0978,4654,1056
Whse_J,Product_0979,4120,2295
Whse_J,Product_0980,17247,15241
Whse_J,Product_0981,6929,5418
Whse_J,Product_0982,22255,21592
Whse_J,Product_0983,2399,822
Whse_J,Product_0984,7176,2842
Whse_J,Product_0986,3627,2874
Whse_J,Product_0987,5235,2272
Whse_J,Product_0988,14434,969
Whse_J,Product_0989,4571,838
Whse_J,Product_0991,5459,2954
Whse_J,Product_0992,18332,12764
Whse_J,Product_0993,854,823
Whse_J,Product_0994,1795,976
Whse_J,Product_0995,2470,1345
Whse_J,Product_0998,14714,14032
Whse_J,Product_1000,10892,9431
Whse_J,Product_1001,14400,11082
Whse_J,Product_1009,5850,2246
Whse_J,Product_1011,1123,991
Whse_J,Product_1012,611,539
Whse_J,Product_1013,31045,23613
Whse_J,Product_1014,2449,1442
Whse_J,Product_1015,3855,1390
Whse_J,Product_1016,35868,34622
Whse_J,Product_1017,4463,1250
Whse_J,Product_1018,65782,65096
Whse_J,Product_1019,1932,58
Whse_J,Product_1020,1066,51
Whse_J,Product_1021,12568,3367
Whse_J,Product_1022,4539,2184
Whse_J,Product_1023,4736,4178
Whse_J,Product_1024,425,15
Whse_J,Product_1025,7770,25
Whse_J,Product_1026,3146,1819
Whse_J,Product_1028,7435,2983
Whse_J,Product_1029,3901,1579
Whse_J,Product_1030,3601,2513
Whse_J,Product_1031,14721,1700
Whse_J,Product_1032,1076,738
Whse_J,Product_1033,688,581
Whse_J,Product_1034,3287,1706
Whse_J,Product_1035,1266,219
Whse_J,Product_1036,2065,2039
Whse_J,Product_1037,7943,225
Whse_J,Product_1038,4296,321
Whse_J,Product_1039,2073,604
Whse_J,Product_1040,3050,611
Whse_J,Product_1041,2687,369
Whse_J,Product_1042,1414,726
Whse_J,Product_1043,1205,395
Whse_J,Product_1044,12028,299
Whse_J,Product_1045,1760,963
Whse_J,Product_1046,2635,260
Whse_J,Product_1047,112555,109341
Whse_J,Product_1048,211652,206142
Whse_J,Product_1049,1392,297
Whse_J,Product_1050,2750,158
Whse_J,Product_1051,6206,371
Whse_J,Product_1052,2070,355
Whse_J,Product_1055,1122,193
Whse_J,Product_1056,2314,122
Whse_J,Product_1057,6699,240
Whse_J,Product_1058,2942,142
Whse_J,Product_1059,2488,234
Whse_J,Product_1060,385,199
Whse_J,Product_1061,3389,56
Whse_J,Product_1062,691,61
Whse_J,Product_1063,5969,20
Whse_J,Product_1091,1399,70
Whse_J,Product_1093,1428,84
Whse_J,Product_1094,73,49
Whse_J,Product_1096,1559,23
Whse_J,Product_1097,3015,111
Whse_J,Product_1098,7564,21
Whse_J,Product_1099,1858,13
Whse_J,Product_1100,1116,3
Whse_J,Product_1104,3797,3380
Whse_J,Product_1105,2706,928
Whse_J,Product_1106,4621,3072
Whse_J,Product_1107,7206,1256
Whse_J,Product_1110,29945,12
Whse_J,Product_1111,22,4
Whse_J,Product_1112,689,16
Whse_J,Product_1113,2177,14
Whse_J,Product_1114,4700,296
Whse_J,Product_1115,402,361
Whse_J,Product_1116,11389,22
Whse_J,Product_1117,57,27
Whse_J,Product_1118,1116,31
Whse_J,Product_1119,2744,16
Whse_J,Product_1120,9993,118
Whse_J,Product_1121,4040,53
Whse_J,Product_1122,1134,70
Whse_J,Product_1123,7383,84
Whse_J,Product_1124,65,65
Whse_J,Product_1125,1629,363
Whse_J,Product_1126,9822,859
Whse_J,Product_1134,26908,24010
Whse_J,Product_1135,44505,42262
Whse_J,Product_1136,3125,237
Whse_J,Product_1137,2481,245
Whse_J,Product_1138,4839,170
Whse_J,Product_1139,4391,172
Whse_J,Product_1140,24656,476
Whse_J,Product_1141,1637,125
Whse_J,Product_1142,5362,454
Whse_J,Product_1143,456,307
Whse_J,Product_1144,14613,9
Whse_J,Product_1145,5204,16
Whse_J,Product_1146,3466,6
Whse_J,Product_1147,55464,54996
Whse_J,Product_1148,26849,24332
Whse_J,Product_1149,68109,65605
Whse_J,Product_1150,89558,82306
Whse_J,Product_1151,85114,84358
Whse_J,Product_1152,658388,654424
Whse_J,Product_1153,187483,185026
Whse_J,Product_1154,16718,12598
Whse_J,Product_1155,51738,50183
Whse_J,Product_1156,99065,95110
Whse_J,Product_1157,78804,73185
Whse_J,Product_1158,93596,89996
Whse_J,Product_1159,141333,138676
Whse_J,Product_1160,7990,6877
Whse_J,Product_1161,21221,15650
Whse_J,Product_1162,144379,139891
Whse_J,Product_1163,76887,76161
Whse_J,Product_1164,60769,59637
Whse_J,Product_1165,62234,62210
Whse_J,Product_1167,73873,73494
Whse_J,Product_1168,6839,3
Whse_J,Product_1169,460,6
Whse_J,Product_1173,40932,36100
Whse_J,Product_1174,7862,26
Whse_J,Product_1175,181,115
Whse_J,Product_1176,3428,87
Whse_J,Product_1177,7043,159
Whse_J,Product_1181,1718,20
Whse_J,Product_1186,1617,249
Whse_J,Product_1187,2512,430
Whse_J,Product_1188,5298,2015
Whse_J,Product_1189,1591,1227
Whse_J,Product_1191,17373,2308
Whse_J,Product_1192,5485,1117
Whse_J,Product_1193,5862,2945
Whse_J,Product_1194,4907,1006
Whse_J,Product_1195,36385,29298
Whse_J,Product_1196,5197,1811
Whse_J,Product_1197,2467,1123
Whse_J,Product_1198,33255,18550
Whse_J,Product_1199,32245,25860
Whse_J,Product_1200,4890,2371
Whse_J,Product_1201,5079,1088
Whse_J,Product_1202,685,424
Whse_J,Product_1203,3725,1623
Whse_J,Product_1204,7196,4568
Whse_J,Product_1205,14399,508
Whse_J,Product_1206,8334,829
Whse_J,Product_1207,6874,2036
Whse_J,Product_1208,2950,28
Whse_J,Product_1209,6639,2428
Whse_J,Product_1210,35469,32049
Whse_J,Product_1211,27250,22677
Whse_J,Product_1212,2974,1682
Whse_J,Product_1213,4638,2253
Whse_J,Product_1214,5012,1749
Whse_J,Product_1215,59378,57090
Whse_J,Product_1216,37271,32207
Whse_J,Product_1217,52100,50081
Whse_J,Product_1218,11410,4657
Whse_J,Product_1219,6348,5948
Whse_J,Product_1220,37327,35253
Whse_J,Product_1221,69633,65416
Whse_J,Product_1222,8631,6583
Whse_J,Product_1223,6996,1432
Whse_J,Product_1224,15526,14662
Whse_J,Product_1225,6295,5882
Whse_J,Product_1226,5171,1360
Whse_J,Product_1227,5393,4432
Whse_J,Product_1228,21813,8525
Whse_J,Product_1229,4488,1900
Whse_J,Product_1230,4843,1269
Whse_J,Product_1231,3372,1608
Whse_J,Product_1232,15315,12736
Whse_J,Product_1233,78269,75868
Whse_J,Product_1234,96615,93554
Whse_J,Product_1236,9838,8182
Whse_J,Product_1239,21907,7187
Whse_J,Product_1240,10592,4202
Whse_J,Product_1241,103323,102810
Whse_J,Product_1242,52846,50360
Whse_J,Product_1243,14206,13593
Whse_J,Product_1244,16314,14994
Whse_J,Product_1246,39953,33875
Whse_J,Product_1247,14234,9860
Whse_J,Product_1248,68823,68648
Whse_J,Product_1250,24737,18903
Whse_J,Product_1251,3924,882
Whse_J,Product_1252,1791,608
Whse_J,Product_1253,29345,26466
Whse_J,Product_1254,1388,1344
Whse_J,Product_1255,4569,1315
Whse_J,Product_1256,29517,27172
Whse_J,Product_1257,1137,1123
Whse_J,Product_1258,6250,787
Whse_J,Product_1259,5063,1992
Whse_J,Product_1260,9282,904
Whse_J,Product_1261,3823,1314
Whse_J,Product_1262,19096,10799
Whse_J,Product_1264,82636,74643
Whse_J,Product_1265,9482,3025
Whse_J,Product_1266,14453,12458
Whse_J,Product_1267,59072,56723
Whse_J,Product_1268,38541,38498
Whse_J,Product_1269,41742,40589
Whse_J,Product_1270,56421,49267
Whse_J,Product_1271,5654,5099
Whse_J,Product_1272,20416,17265
Whse_J,Product_1273,42584,42218
Whse_J,Product_1274,58651,52646
Whse_J,Product_1275,4012,1423
Whse_J,Product_1276,17197,3767
Whse_J,Product_1277,2427,305
Whse_J,Product_1278,76364,73547
Whse_J,Product_1279,24992,22548
Whse_J,Product_1280,19411,17702
Whse_J,Product_1281,52378,49681
Whse_J,Product_1282,125809,123190
Whse_J,Product_1283,4397,1649
Whse_J,Product_1284,10860,10125
Whse_J,Product_1285,96240,7831
Whse_J,Product_1286,71969,70844
Whse_J,Product_1287,82440,82297
Whse_J,Product_1288,47062,36301
Whse_J,Product_1289,18349,3312
Whse_J,Product_1290,71748,66921
Whse_J,Product_1292,801,562
Whse_J,Product_1294,59128,45890
Whse_J,Product_1295,34009,28869
Whse_J,Product_1296,6564,1044
Whse_J,Product_1297,7995,2808
Whse_J,Product_1300,5612,753
Whse_J,Product_1301,11947,815
Whse_J,Product_1302,2721,2067
Whse_J,Product_1303,7150,3466
Whse_J,Product_1304,15911,14083
Whse_J,Product_1305,8658,1365
Whse_J,Product_1306,7449,4331
Whse_J,Product_1307,31544,1324
Whse_J,Product_1308,7022,1320
Whse_J,Product_1309,11679,5383
Whse_J,Product_1310,3860,772
Whse_J,Product_1311,3639,652
Whse_J,Product_1312,22308,10360
Whse_J,Product_1313,2935,1672
Whse_J,Product_1314,4627,2468
Whse_J,Product_1315,30094,21748
Whse_J,Product_1316,14043,13980
Whse_J,Product_1317,15908,105
Whse_J,Product_1318,8119,221
Whse_J,Product_1319,1286,375
Whse_J,Product_1320,2856,377
Whse_J,Product_1321,13851,307
