SKU,Product_Category,Unit_Cost,Lead_Time_Days,Ordering_Cost,Holding_Cost_Per_Unit_Year
Product_1736,Category_030,311.33,10,3154,420.48
Product_0113,Category_006,217.36,2,1383,397.36
Product_1596,Category_030,783.88,13,2335,329.62
Product_1743,Category_030,888.76,13,1952,351.34
Product_1249,Category_019,264.54,9,5007,176.38
Product_1899,Category_019,282.6,10,2537,417.64
Product_1389,Category_019,76.77,7,4468,416.41
Product_1031,Category_028,725.02,13,3771,267.22
Product_0213,Category_007,306.21,7,3267,184.54
Product_1417,Category_019,737.03,2,5012,350.22
Product_1441,Category_019,245.7,2,5046,277.17
Product_1650,Category_019,486.42,13,1084,421.65
Product_1307,Category_019,456.01,8,4899,215.46
Product_0183,Category_007,489.18,7,3396,303.08
Product_0974,Category_028,287.31,10,5267,225.72
Product_1343,Category_019,212.28,7,2711,303.02
Product_1840,Category_006,163.94,5,5387,425.99
Product_1829,Category_006,408.53,7,3847,396.02
Product_1589,Category_030,185.25,14,2474,233.45
Product_0371,Category_030,470.1,6,4268,446.98
Product_0958,Category_005,85.68,11,957,307.43
Product_1474,Category_019,844.47,13,2124,343.88
Product_1003,Category_006,510.8,3,2838,280.15
Product_0015,Category_005,336.66,13,3355,269.05
Product_0885,Category_023,181.48,4,3403,350.01
Product_1009,Category_005,181.37,10,2537,174.51
Product_1731,Category_005,231.47,4,2116,196.47
Product_1746,Category_030,516.75,9,2963,408.89
Product_0127,Category_019,381.04,2,2647,279.63
Product_1449,Category_019,438.33,7,1608,385.07
Product_1968,Category_005,602.4,3,3022,431.65
Product_1500,Category_019,513.31,5,4743,268.94
Product_0101,Category_019,588.03,13,5000,414.06
Product_0871,Category_023,301.17,8,2040,355.8
Product_0905,Category_023,152.66,5,3092,233.55
Product_1445,Category_019,869.89,5,4137,241.0
Product_0004,Category_005,790.94,3,4638,365.65
Product_0087,Category_019,101.45,10,2259,334.27
Product_1415,Category_019,283.01,8,882,315.79
Product_1630,Category_019,919.72,7,3389,247.33
Product_1488,Category_019,804.21,5,4661,428.35
Product_1487,Category_019,686.19,8,4024,341.08
Product_1790,Category_006,72.68,5,4703,235.53
Product_0419,Category_019,256.97,5,5596,267.96
Product_1390,Category_019,195.14,7,3481,303.01
Product_1880,Category_005,297.6,8,1180,206.34
Product_0061,Category_019,310.67,14,2966,407.16
Product_1732,Category_005,654.41,8,3650,284.43
Product_1379,Category_019,229.75,6,4193,268.67
Product_1504,Category_019,284.88,9,1344,193.71
Product_1229,Category_019,173.17,10,1955,304.52
Product_0999,Category_028,137.44,11,3280,434.22
Product_1161,Category_006,452.34,3,1669,373.0
Product_1444,Category_019,695.95,8,5995,319.67
Product_1214,Category_019,318.97,2,5938,349.37
Product_2031,Category_005,836.13,10,1651,393.75
Product_0894,Category_023,229.1,3,4211,344.1
Product_1847,Category_024,449.44,8,2982,369.45
Product_0838,Category_019,79.72,10,4678,156.26
Product_1588,Category_030,414.03,8,5384,275.28
Product_0147,Category_005,1050.97,14,5373,342.45
Product_0989,Category_028,231.18,14,5422,114.7
Product_2041,Category_005,439.46,5,3589,294.06
Product_0200,Category_007,245.25,13,4461,85.63
Product_1302,Category_019,260.54,4,904,278.36
Product_1553,Category_019,378.66,2,1315,187.12
Product_0554,Category_030,280.03,13,2506,294.44
Product_1238,Category_019,195.43,2,4339,433.76
Product_1742,Category_030,314.86,14,5453,293.03
Product_2029,Category_005,252.39,10,2446,184.28
Product_2007,Category_005,330.6,14,2515,245.16
Product_1622,Category_019,68.02,8,4412,103.17
Product_2022,Category_005,233.85,4,1878,350.73
Product_1107,Category_006,724.91,4,4284,143.54
Product_0022,Category_005,492.87,6,5684,132.8
Product_1902,Category_019,743.1,5,5507,353.86
Product_0961,Category_005,297.08,2,4222,108.37
Product_1591,Category_030,654.91,3,4666,343.33
Product_1257,Category_019,614.97,7,2255,147.29
Product_0359,Category_005,225.33,2,1840,336.77
Product_1737,Category_030,298.96,13,5809,290.9
Product_1830,Category_006,1312.33,12,1884,383.23
Product_0952,Category_006,250.89,6,4983,246.13
Product_1226,Category_019,87.48,6,3465,94.69
Product_1300,Category_019,955.91,8,1726,237.13
Product_0090,Category_019,362.18,5,5145,238.26
Product_0964,Category_005,111.85,13,1069,349.08
Product_1536,Category_019,134.59,10,3038,240.43
Product_0143,Category_005,405.37,6,2596,387.81
Product_0391,Category_030,122.01,10,1502,273.46
Product_0991,Category_028,216.21,14,4307,293.06
Product_1535,Category_019,117.72,7,4819,125.11
Product_1386,Category_019,343.85,9,2745,253.84
Product_1254,Category_019,311.54,5,1241,298.07
Product_0204,Category_007,95.21,10,3314,190.46
Product_0550,Category_030,919.64,6,4331,321.89
Product_0950,Category_006,172.33,3,1926,209.27
Product_0217,Category_007,246.56,13,1333,138.47
Product_1843,Category_006,1467.09,8,2842,413.69
Product_1490,Category_019,278.67,6,998,124.9
Product_0123,Category_021,232.68,14,5761,92.23
Product_0897,Category_023,202.03,14,3491,289.82
Product_1022,Category_005,545.4,3,2598,405.06
Product_0007,Category_005,206.04,6,822,244.35
Product_0024,Category_005,76.77,3,1559,329.66
Product_0051,Category_005,123.54,3,4759,230.9
Product_0003,Category_005,195.79,14,5308,240.49
Product_0384,Category_030,281.69,9,2517,297.7
Product_1791,Category_006,111.09,8,3298,345.48
Product_1259,Category_019,347.87,4,2975,158.38
Product_1534,Category_019,224.04,14,4234,396.76
Product_1305,Category_019,150.8,4,3155,143.37
Product_2025,Category_005,250.96,14,4118,320.91
Product_0416,Category_019,1175.39,7,1521,448.83
Product_0287,Category_021,259.53,7,1303,107.05
Product_0201,Category_007,291.94,3,3686,178.77
Product_0685,Category_011,552.91,5,4477,281.01
Product_1609,Category_030,271.79,4,1848,365.73
Product_1903,Category_019,434.69,14,3087,243.74
Product_1576,Category_019,422.48,4,1284,392.55
Product_0219,Category_007,131.55,5,1632,159.31
Product_2082,Category_009,483.87,7,5728,94.94
Product_0841,Category_021,211.67,10,2321,167.16
Product_0863,Category_005,231.62,3,5987,347.4
Product_0026,Category_005,293.0,2,1549,101.07
Product_0068,Category_019,138.77,10,5901,209.73
Product_0618,Category_001,578.51,14,1699,79.83
Product_1552,Category_019,556.39,4,5108,430.66
Product_1127,Category_030,1494.82,11,4969,316.55
Product_1606,Category_030,218.68,7,1158,254.8
Product_1036,Category_005,238.36,14,1120,237.13
Product_2003,Category_019,1042.4,13,5925,344.56
Product_1473,Category_019,95.65,4,2992,100.32
Product_1425,Category_019,206.18,6,3684,221.32
Product_0879,Category_023,837.97,8,5931,290.36
Product_0992,Category_028,207.01,7,5373,282.89
Product_1006,Category_006,1771.13,12,2983,316.07
Product_2150,Category_005,219.17,3,2539,315.69
Product_2016,Category_005,143.56,10,5520,402.35
Product_1625,Category_019,324.04,10,5646,241.81
Product_0052,Category_005,307.93,11,2410,94.38
Product_0995,Category_028,256.32,10,1947,139.4
Product_1730,Category_005,219.24,10,3738,344.03
Product_0889,Category_023,324.09,5,3984,418.91
Product_0589,Category_032,229.44,8,4706,339.23
Product_1984,Category_005,153.75,5,2830,308.07
Product_1884,Category_007,326.47,6,1324,160.33
Product_0977,Category_028,338.46,10,5702,141.15
Product_1888,Category_007,106.34,3,5146,190.11
Product_2028,Category_005,376.33,5,5272,82.37
Product_0045,Category_005,280.0,11,1289,290.05
Product_1203,Category_019,808.72,12,2738,251.24
Product_1207,Category_019,224.36,7,2268,189.97
Product_0414,Category_019,149.66,2,972,233.77
Product_1448,Category_019,178.75,5,810,284.08
Product_0055,Category_019,729.71,11,5566,448.71
Product_0047,Category_005,443.44,8,1602,99.54
Product_0250,Category_007,308.96,12,937,108.53
Product_1200,Category_019,144.02,4,4706,136.51
Product_1607,Category_030,214.78,14,1041,250.69
Product_1998,Category_005,310.97,12,4390,308.59
Product_1194,Category_019,472.38,2,1241,112.46
Product_1255,Category_019,234.03,6,3355,234.09
Product_0288,Category_021,413.78,14,1244,51.42
Product_0383,Category_030,263.36,8,4384,191.58
Product_1261,Category_019,734.0,11,2653,302.76
Product_0635,Category_007,121.04,12,4317,329.19
Product_0562,Category_030,488.39,5,805,151.98
Product_2111,Category_009,262.53,12,1284,178.05
Product_1879,Category_005,74.68,6,1595,90.18
Product_1129,Category_030,510.9,6,5660,244.46
Product_1434,Category_019,209.07,4,3228,369.37
Product_1994,Category_019,664.65,8,2127,157.91
Product_0469,Category_005,135.63,2,3482,241.1
Product_0564,Category_015,342.62,4,982,167.56
Product_1985,Category_005,389.35,10,802,200.42
Product_1109,Category_030,103.63,2,3082,349.65
Product_1550,Category_019,255.0,5,3590,163.42
Product_1296,Category_019,470.78,4,1874,303.7
Product_1598,Category_030,178.66,9,3012,258.18
Product_1499,Category_019,199.67,11,5013,133.28
Product_0886,Category_023,538.62,10,1544,380.11
Product_1557,Category_019,2200.0,7,4190,426.81
Product_0830,Category_019,204.98,3,2873,234.71
Product_0563,Category_030,441.2,9,956,379.02
Product_1649,Category_019,205.15,13,5529,170.96
Product_1301,Category_019,925.72,12,2220,208.71
Product_1313,Category_019,215.37,11,5671,204.7
Product_0963,Category_005,362.9,7,3081,74.62
Product_1811,Category_006,256.91,12,5106,441.76
Product_1004,Category_006,164.43,8,2050,331.69
Product_1014,Category_005,459.8,13,3794,131.45
Product_2002,Category_005,257.34,4,2961,106.41
Product_1196,Category_019,97.63,5,3459,63.28
Product_0649,Category_005,203.63,4,3972,322.52
Product_1537,Category_019,319.66,8,3344,371.63
Product_1231,Category_019,218.24,14,2321,293.83
Product_2109,Category_009,616.88,2,5206,214.13
Product_1579,Category_019,248.76,9,5622,225.13
Product_2005,Category_005,354.99,13,3353,251.77
Product_1406,Category_019,442.22,13,1943,353.21
Product_1983,Category_005,1328.09,3,4100,353.37
Product_1604,Category_030,506.32,11,4517,409.5
Product_0559,Category_030,188.76,6,5026,301.92
Product_0877,Category_023,895.09,5,821,318.67
Product_0144,Category_005,343.36,5,2264,268.93
Product_1223,Category_019,384.98,13,3012,120.86
Product_0891,Category_023,130.99,9,2109,222.79
Product_2167,Category_024,248.34,11,4388,53.14
Product_0914,Category_023,356.63,10,3434,349.72
Product_1889,Category_007,112.4,14,3071,43.56
Product_0211,Category_007,258.0,7,4103,95.24
Product_1586,Category_030,321.37,7,1724,233.08
Product_1185,Category_030,190.08,10,1858,322.11
Product_0138,Category_007,872.38,4,1486,71.62
Product_0067,Category_019,1004.28,5,1369,331.15
Product_0212,Category_007,128.65,11,4256,161.04
Product_0192,Category_007,86.26,6,5790,259.9
Product_0915,Category_023,114.26,3,4033,299.82
Product_2149,Category_005,783.71,11,4684,284.71
Product_1471,Category_019,137.64,11,5118,207.51
Product_0664,Category_011,263.72,4,5843,75.53
Product_1827,Category_006,894.25,2,1640,401.14
Product_0922,Category_023,486.63,7,2894,197.67
Product_1562,Category_019,625.32,13,3452,396.45
Product_0920,Category_023,320.93,9,1568,444.73
Product_0010,Category_005,1467.47,2,4049,133.26
Product_0228,Category_007,243.8,3,1268,48.54
Product_1413,Category_019,138.11,14,3058,93.2
Product_1990,Category_005,335.54,9,2791,445.72
Product_0358,Category_005,2200.0,11,2510,277.98
Product_0110,Category_032,965.69,5,1673,114.14
Product_1032,Category_028,311.44,13,2349,135.56
Product_0957,Category_005,101.06,2,4510,132.14
Product_0207,Category_007,345.85,6,1538,152.51
Product_0477,Category_005,443.27,11,4225,250.14
Product_1563,Category_019,492.25,3,4456,151.73
Product_1189,Category_019,297.51,8,4767,216.97
Product_1258,Category_019,157.35,7,5651,110.65
Product_0475,Category_005,213.56,9,1324,180.53
Product_1011,Category_005,411.08,6,5842,129.78
Product_1544,Category_019,846.7,12,5599,191.1
Product_0606,Category_001,725.24,8,4926,63.57
Product_0275,Category_021,285.81,9,3560,105.45
Product_0187,Category_007,284.83,3,2591,158.8
Product_0916,Category_023,688.85,11,2076,234.42
Product_1565,Category_019,679.62,4,3952,207.07
Product_2148,Category_011,439.58,2,873,237.34
Product_0092,Category_019,66.84,7,3603,193.29
Product_1131,Category_030,120.84,10,3271,419.36
Product_1608,Category_030,529.7,7,3885,398.68
Product_0115,Category_032,706.94,11,3495,96.57
Product_0406,Category_019,443.64,11,3980,160.97
Product_1530,Category_019,345.88,4,3497,129.95
Product_0899,Category_023,299.92,5,879,304.46
Product_0043,Category_005,400.45,2,3686,127.34
Product_2132,Category_009,123.63,8,1390,73.71
Product_1640,Category_019,196.94,3,1553,238.8
Product_1549,Category_019,477.52,9,2094,439.27
Product_1365,Category_019,260.53,9,3087,139.33
Product_1538,Category_019,285.44,4,1932,148.23
Product_1639,Category_019,311.89,8,3779,46.38
Product_1506,Category_019,409.46,5,3430,280.65
Product_0252,Category_007,226.02,8,5701,202.29
Product_1428,Category_019,151.7,12,3731,201.16
Product_1491,Category_019,394.67,9,2880,134.3
Product_0835,Category_019,96.95,14,2830,155.21
Product_0948,Category_005,256.91,14,5075,298.07
Product_0431,Category_011,115.28,12,3084,168.92
Product_0514,Category_022,689.63,8,3025,108.56
Product_2013,Category_005,1599.38,3,1077,117.02
Product_0120,Category_021,150.63,7,880,73.14
Product_1251,Category_019,602.23,8,1343,205.39
Product_0909,Category_023,213.99,13,1630,127.75
Product_1364,Category_019,208.74,10,1209,232.49
Product_0378,Category_030,230.98,13,3842,70.96
Product_0836,Category_019,411.29,12,1393,237.21
Product_1029,Category_028,574.55,9,2474,110.58
Product_2172,Category_005,189.91,6,4819,180.23
Product_0297,Category_015,235.34,9,1537,120.38
Product_2114,Category_009,726.25,2,4680,84.91
Product_0188,Category_007,860.83,11,5748,82.55
Product_0185,Category_007,158.65,4,5888,66.49
Product_0181,Category_007,263.22,11,1132,106.0
Product_1310,Category_019,644.53,14,5665,64.46
Product_1551,Category_019,1363.33,14,4685,229.74
Product_1426,Category_019,378.33,9,2485,143.8
Product_2009,Category_005,435.02,8,3253,362.46
Product_0549,Category_030,172.43,2,907,241.87
Product_1212,Category_019,654.18,10,1658,148.3
Product_1252,Category_019,451.38,13,5801,137.02
Product_0833,Category_019,250.61,2,4963,95.7
Product_1283,Category_019,323.28,4,1418,81.77
Product_1989,Category_005,1461.35,11,1073,366.06
Product_0220,Category_007,958.56,8,1791,168.48
Product_0397,Category_030,927.1,2,988,147.7
Product_2012,Category_005,167.03,5,3820,102.55
Product_2108,Category_009,145.83,2,4992,148.65
Product_0277,Category_021,114.19,14,4887,93.17
Product_1602,Category_030,499.32,9,5710,256.05
Product_0373,Category_030,142.53,11,5281,158.02
Product_0555,Category_030,155.3,9,5678,236.82
Product_0230,Category_007,752.38,9,3053,81.07
Product_1599,Category_030,89.33,10,2539,171.75
Product_0994,Category_028,540.7,12,1097,107.52
Product_0199,Category_007,143.39,3,3757,371.58
Product_0924,Category_023,329.97,2,2574,218.35
Product_0880,Category_023,1567.32,13,1944,209.29
Product_2000,Category_005,397.76,7,3062,60.87
Product_0321,Category_024,258.7,9,1774,377.04
Product_0892,Category_023,261.91,5,1974,77.52
Product_1569,Category_019,276.23,7,3132,157.33
Product_0603,Category_001,245.17,8,3083,127.46
Product_0174,Category_021,106.78,5,4419,127.62
Product_0583,Category_032,176.58,8,4905,84.23
Product_0227,Category_007,861.92,10,997,172.3
Product_0689,Category_011,745.36,14,5850,114.8
Product_0605,Category_001,553.43,4,3125,100.28
Product_0506,Category_015,359.43,5,2634,278.25
Product_0091,Category_019,501.83,14,2226,88.81
Product_0276,Category_021,410.18,5,3639,119.51
Product_1993,Category_005,477.99,4,3016,71.32
Product_1497,Category_019,946.24,9,1545,162.07
Product_0076,Category_019,773.12,9,5871,152.3
Product_0953,Category_005,248.73,2,3423,270.58
Product_1202,Category_019,177.8,12,3215,129.69
Product_1012,Category_005,74.95,5,2775,90.16
Product_0684,Category_011,189.77,10,3933,178.48
Product_1028,Category_028,356.35,13,2740,223.73
Product_1642,Category_019,296.51,3,3513,209.51
Product_0046,Category_005,306.06,12,3738,197.1
Product_0939,Category_005,420.48,12,3487,159.59
Product_1293,Category_019,653.4,12,1483,82.51
Product_0921,Category_023,106.88,6,5144,114.22
Product_0582,Category_032,164.48,11,3250,160.48
Product_0654,Category_011,159.99,10,2001,48.93
Product_1531,Category_019,522.84,11,5587,103.23
Product_2089,Category_009,1210.07,5,3672,28.9
Product_1039,Category_005,364.3,9,1689,86.93
Product_1108,Category_030,443.1,13,5039,245.83
Product_1845,Category_006,247.44,7,4165,259.13
Product_0380,Category_030,166.56,3,3901,201.6
Product_0117,Category_032,206.28,9,1319,62.6
Product_0284,Category_021,1043.06,6,4634,61.46
Product_1311,Category_019,318.28,4,2129,207.48
Product_2081,Category_009,299.61,3,1161,138.01
Product_1412,Category_019,507.42,6,4472,121.42
Product_0650,Category_022,359.85,14,2719,80.0
Product_1795,Category_005,669.22,14,2055,56.99
Product_0426,Category_019,328.45,4,5819,125.9
Product_2090,Category_009,423.78,11,3957,88.02
Product_0246,Category_007,483.83,13,3384,136.5
Product_0923,Category_023,205.52,8,4275,123.81
Product_2100,Category_009,263.14,2,5399,134.69
Product_0971,Category_028,593.2,7,2216,83.16
Product_0593,Category_032,359.67,5,1166,82.99
Product_0876,Category_023,210.05,12,1476,234.01
Product_1462,Category_019,326.95,14,3210,203.37
Product_1517,Category_019,1881.83,6,3458,163.89
Product_0349,Category_021,307.83,14,2512,23.0
Product_0050,Category_005,185.45,7,3592,50.57
Product_0224,Category_007,452.16,9,4068,69.2
Product_0229,Category_007,1066.58,6,1489,111.07
Product_1605,Category_030,287.09,3,1381,271.92
Product_1201,Category_019,278.13,4,4081,58.9
Product_0648,Category_005,235.5,11,3552,99.77
Product_1887,Category_007,137.77,4,3789,31.54
Product_1796,Category_005,294.58,4,2577,126.58
Product_1188,Category_019,691.62,8,5357,105.37
Product_0386,Category_030,433.73,5,4409,110.86
Product_0983,Category_028,409.7,13,4762,121.38
Product_1043,Category_007,104.36,3,3332,76.67
Product_1411,Category_019,254.84,12,4295,104.31
Product_0009,Category_005,145.19,12,3437,66.78
Product_0727,Category_001,56.12,5,3262,69.89
Product_0904,Category_023,202.07,5,4411,45.13
Product_0140,Category_007,507.71,12,5386,25.17
Product_0245,Category_007,172.41,6,5774,93.62
Product_0304,Category_015,204.33,3,2913,55.18
Product_0560,Category_030,1082.65,9,3708,267.66
Product_0636,Category_007,533.3,10,2389,102.05
Product_2083,Category_009,821.31,5,3364,70.88
Product_1230,Category_019,805.85,12,4242,75.94
Product_1186,Category_019,509.84,4,2100,80.46
Product_0344,Category_021,328.36,3,4936,91.3
Product_2026,Category_005,430.61,11,2257,140.34
Product_0243,Category_007,915.47,6,2724,81.28
Product_0308,Category_024,369.82,9,3433,20.15
Product_1558,Category_019,357.63,2,3563,197.78
Product_1291,Category_019,371.88,3,879,32.03
Product_0646,Category_022,624.63,6,5775,64.91
Product_0203,Category_007,234.05,14,1733,170.47
Product_1105,Category_006,1104.86,2,2522,138.36
Product_1026,Category_028,728.89,6,5367,88.76
Product_1206,Category_019,204.89,14,2160,151.01
Product_0968,Category_028,1285.39,4,2620,62.73
Product_1726,Category_003,117.51,8,3661,38.78
Product_2107,Category_009,68.0,14,1167,72.96
Product_0399,Category_030,485.14,11,5246,30.52
Product_0248,Category_007,194.71,8,3291,42.03
Product_1192,Category_019,207.91,7,1841,137.72
Product_0253,Category_007,476.3,6,3270,83.75
Product_0429,Category_005,659.85,7,5711,126.55
Product_0241,Category_007,1566.52,3,852,52.87
Product_0190,Category_007,463.46,11,1528,82.08
Product_0993,Category_028,227.57,7,3585,34.87
Product_1260,Category_019,480.87,5,1976,50.54
Product_1982,Category_005,247.06,4,4937,56.27
Product_0599,Category_017,228.16,9,2413,66.42
Product_0883,Category_023,640.9,14,4816,92.42
Product_1187,Category_019,778.98,5,5277,123.83
Product_1996,Category_019,87.0,11,962,115.37
Product_0005,Category_005,629.76,11,2696,99.25
Product_1140,Category_009,373.58,12,4555,102.44
Product_0604,Category_001,503.26,7,3417,82.99
Product_0437,Category_012,160.8,12,2864,77.23
Product_0242,Category_007,155.59,13,5824,117.26
Product_2030,Category_005,217.04,2,2861,67.9
Product_0898,Category_023,429.03,6,3998,179.43
Product_0439,Category_012,279.89,3,2051,65.86
Product_1638,Category_019,241.31,8,5760,44.37
Product_1197,Category_019,586.37,14,4738,67.63
Product_1277,Category_019,178.1,6,848,87.96
Product_0875,Category_023,77.13,6,2175,104.52
Product_0463,Category_015,485.53,2,5517,32.44
Product_0476,Category_005,130.9,13,4902,99.47
Product_0056,Category_019,348.28,6,4656,144.66
Product_0208,Category_007,677.53,6,2483,27.56
Product_0888,Category_023,159.4,14,2081,99.92
Product_0901,Category_023,193.52,11,5565,33.92
Product_0301,Category_015,134.02,11,1841,43.55
Product_1037,Category_005,279.27,6,4636,91.39
Product_1077,Category_020,142.74,5,2356,177.09
Product_0619,Category_001,93.33,11,5646,71.33
Product_0453,Category_015,287.78,6,4398,44.91
Product_0890,Category_023,559.39,9,1834,116.36
Product_0978,Category_028,144.57,13,1893,49.49
Product_0028,Category_005,338.27,4,3792,57.13
Product_0175,Category_021,195.85,4,2349,112.02
Product_1627,Category_019,82.57,14,2546,186.95
Product_0382,Category_030,774.98,12,2436,110.66
Product_0400,Category_030,407.09,6,862,66.56
Product_0590,Category_032,325.57,9,1278,95.87
Product_1040,Category_005,169.57,14,5951,97.71
Product_1183,Category_030,82.18,11,4528,88.9
Product_0724,Category_001,609.63,11,5890,72.07
Product_0239,Category_007,187.96,13,2037,82.34
Product_1631,Category_019,256.91,13,4251,270.43
Product_1433,Category_019,256.91,2,4279,295.15
Product_1595,Category_030,231.31,3,5253,229.78
Product_1045,Category_007,277.03,11,1759,22.02
Product_1498,Category_019,249.43,7,4620,65.28
Product_0130,Category_021,421.57,14,4219,46.35
Product_0223,Category_007,292.11,2,958,53.89
Product_2076,Category_009,346.45,3,4191,35.72
Product_1890,Category_007,205.52,3,1769,52.43
Product_0834,Category_019,847.78,13,5959,86.23
Product_2023,Category_005,306.36,4,4258,52.8
Product_1978,Category_011,231.96,12,5251,34.38
Product_0884,Category_023,302.16,7,820,154.55
Product_2137,Category_009,163.18,2,1229,134.44
Product_0370,Category_030,224.11,14,1706,125.59
Product_1114,Category_007,366.97,12,1755,84.12
Product_0767,Category_001,399.82,14,2588,45.14
Product_0027,Category_005,993.15,4,1545,81.3
Product_1085,Category_016,393.69,11,1000,267.56
Product_0254,Category_007,401.62,9,2459,79.98
Product_0286,Category_021,164.42,11,1329,54.27
Product_0040,Category_011,695.94,6,4751,97.17
Product_0486,Category_013,345.59,8,4010,48.34
Product_1405,Category_019,1199.44,10,2168,187.93
Product_0006,Category_005,87.63,5,4428,181.2
Product_0436,Category_013,1100.3,6,1519,195.73
Product_1033,Category_028,307.75,6,2246,63.93
Product_0039,Category_011,254.81,14,4168,107.9
Product_1724,Category_003,165.51,13,1784,24.46
Product_1069,Category_020,377.1,7,2036,421.93
Product_1292,Category_019,703.17,5,2222,72.35
Product_1611,Category_005,119.28,10,1489,117.35
Product_0249,Category_007,371.95,5,1487,28.72
Product_1205,Category_019,186.7,2,3301,128.8
Product_0049,Category_005,361.69,4,5645,90.24
Product_0158,Category_021,394.07,12,4308,62.41
Product_0182,Category_007,134.15,8,1986,58.73
Product_2088,Category_009,90.15,2,5971,57.27
Product_0235,Category_007,277.88,14,4589,80.27
Product_0377,Category_030,519.63,8,2230,56.9
Product_1126,Category_007,137.54,3,2934,110.65
Product_0273,Category_021,313.03,6,4990,24.78
Product_0042,Category_011,452.87,12,2135,61.94
Product_0423,Category_019,194.88,6,1853,59.46
Product_2128,Category_009,140.46,12,2654,31.86
Product_2112,Category_009,245.32,7,3995,86.35
Product_0723,Category_001,574.81,2,1053,36.92
Product_0184,Category_007,309.69,8,1781,65.7
Product_2135,Category_009,779.21,2,1246,114.62
Product_0196,Category_007,131.99,12,4136,33.35
Product_0154,Category_021,1662.04,2,2951,106.0
Product_0969,Category_028,442.02,7,2031,42.11
Product_2053,Category_021,196.39,3,4903,48.46
Product_0186,Category_007,824.27,11,4769,47.58
Product_1041,Category_005,214.33,13,3013,59.28
Product_1979,Category_005,181.79,5,4745,54.62
Product_0030,Category_005,210.3,11,2312,71.09
Product_2072,Category_009,54.34,4,3345,20.4
Product_0221,Category_007,516.05,11,5160,36.66
Product_0926,Category_023,252.21,3,4833,101.29
Product_1038,Category_005,213.27,4,807,95.98
Product_1130,Category_030,142.95,12,3859,126.15
Product_2110,Category_009,890.99,5,1350,36.95
Product_0911,Category_023,272.3,12,2467,84.26
Product_0313,Category_015,258.59,11,3311,42.41
Product_0238,Category_007,540.38,7,3356,75.85
Product_2101,Category_009,216.2,6,4297,31.2
Product_1529,Category_019,206.41,7,2901,33.13
Product_0907,Category_023,522.14,5,2700,61.31
Product_2123,Category_009,520.97,2,4671,63.59
Product_1137,Category_009,483.29,4,5225,52.93
Product_2133,Category_009,484.86,6,3711,166.27
Product_0925,Category_023,285.33,11,3715,110.83
Product_1583,Category_005,153.13,9,2485,71.72
Product_0389,Category_030,286.15,10,4166,49.96
Product_0872,Category_023,966.55,2,3079,49.58
Product_1115,Category_007,257.22,7,4743,69.71
Product_0410,Category_019,620.6,13,3536,14.83
Product_1597,Category_030,189.46,14,1393,61.94
Product_1052,Category_032,378.28,5,3950,27.73
Product_2154,Category_022,193.72,5,1935,53.14
Product_0409,Category_019,358.48,10,5560,13.63
Product_0142,Category_007,222.84,9,2340,44.93
Product_1044,Category_007,96.16,7,1270,57.81
Product_0566,Category_012,248.65,14,5952,79.36
Product_0320,Category_024,564.55,3,2706,57.15
Product_1042,Category_005,190.15,9,4583,54.69
Product_0686,Category_011,207.02,12,1445,52.93
Product_1594,Category_030,226.32,4,5353,90.78
Product_0111,Category_032,224.52,6,3084,32.15
Product_0910,Category_023,510.82,2,5174,74.7
Product_1797,Category_005,332.37,4,2178,53.51
Product_0141,Category_007,268.22,5,3692,24.69
Product_0512,Category_022,144.38,8,4398,43.78
Product_2018,Category_005,803.1,4,1169,78.76
Product_2020,Category_005,270.43,14,3144,50.41
Product_1329,Category_019,246.79,8,1555,70.02
Product_0755,Category_001,144.27,9,3296,29.66
Product_0908,Category_023,436.83,8,2633,47.33
Product_1809,Category_007,373.77,2,3132,20.01
Product_1090,Category_020,250.74,14,5393,93.69
Product_0348,Category_021,109.26,4,4824,34.6
Product_1333,Category_019,105.38,13,4090,58.57
Product_2070,Category_009,263.69,4,2605,49.77
Product_0887,Category_023,1385.14,6,2084,92.25
Product_0743,Category_001,318.22,14,5421,22.29
Product_0652,Category_011,519.1,9,3771,48.21
Product_0588,Category_032,1175.05,5,4600,64.96
Product_0676,Category_011,817.38,9,3032,41.85
Product_2098,Category_009,380.5,12,1306,97.01
Product_1138,Category_009,96.17,8,1573,36.04
Product_0231,Category_007,394.23,10,3208,33.57
Product_1575,Category_019,514.57,4,4951,299.78
Product_1559,Category_019,427.91,2,4912,33.44
Product_0759,Category_001,253.69,13,1395,49.96
Product_0681,Category_011,125.28,10,2245,31.95
Product_1592,Category_030,477.9,11,1273,62.21
Product_1613,Category_005,677.62,7,4271,74.93
Product_0687,Category_011,310.3,12,5937,82.29
Product_0278,Category_021,293.85,5,4006,38.48
Product_1046,Category_007,419.04,9,4757,60.24
Product_0600,Category_001,134.83,10,4928,31.66
Product_1891,Category_021,213.5,11,1586,11.14
Product_0155,Category_021,317.78,6,2208,50.66
Product_2095,Category_009,128.09,9,3499,19.94
Product_2075,Category_009,546.27,5,4995,52.64
Product_1718,Category_003,387.62,3,2059,12.37
Product_2168,Category_024,483.25,9,970,22.01
Product_0586,Category_032,113.61,12,2809,42.61
Product_1139,Category_009,411.0,9,3043,38.11
Product_0570,Category_012,168.92,8,5675,25.24
Product_1672,Category_026,387.14,8,1944,14.09
Product_2113,Category_009,168.29,10,949,54.57
Product_1182,Category_030,382.46,5,1381,146.2
